areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
overview,United Kingdom,K02000001,2020-06-24,653,306862
overview,United Kingdom,K02000001,2020-06-23,874,306210
overview,United Kingdom,K02000001,2020-06-22,958,305289
overview,United Kingdom,K02000001,2020-06-21,1221,304331
overview,United Kingdom,K02000001,2020-06-20,1295,303110
overview,United Kingdom,K02000001,2020-06-19,1346,301815
overview,United Kingdom,K02000001,2020-06-18,1218,300469
overview,United Kingdom,K02000001,2020-06-17,1115,299251
overview,United Kingdom,K02000001,2020-06-16,1279,298136
overview,United Kingdom,K02000001,2020-06-15,1056,296857
overview,United Kingdom,K02000001,2020-06-14,1514,295889
overview,United Kingdom,K02000001,2020-06-13,1425,294375
overview,United Kingdom,K02000001,2020-06-12,1541,292950
overview,United Kingdom,K02000001,2020-06-11,1266,291409
overview,United Kingdom,K02000001,2020-06-10,1003,290143
overview,United Kingdom,K02000001,2020-06-09,1387,289140
overview,United Kingdom,K02000001,2020-06-08,1205,287399
overview,United Kingdom,K02000001,2020-06-07,1326,286194
overview,United Kingdom,K02000001,2020-06-06,1557,284868
overview,United Kingdom,K02000001,2020-06-05,1650,283311
overview,United Kingdom,K02000001,2020-06-04,1805,281661
overview,United Kingdom,K02000001,2020-06-03,1871,279856
overview,United Kingdom,K02000001,2020-06-02,1613,277985
overview,United Kingdom,K02000001,2020-06-01,1570,276332
overview,United Kingdom,K02000001,2020-05-31,1936,274762
overview,United Kingdom,K02000001,2020-05-30,2445,272826
overview,United Kingdom,K02000001,2020-05-29,2095,271222
overview,United Kingdom,K02000001,2020-05-28,1887,269127
overview,United Kingdom,K02000001,2020-05-27,2013,267240
overview,United Kingdom,K02000001,2020-05-26,2004,265227
overview,United Kingdom,K02000001,2020-05-25,1625,261184
overview,United Kingdom,K02000001,2020-05-24,2409,259559
overview,United Kingdom,K02000001,2020-05-23,2959,257154
overview,United Kingdom,K02000001,2020-05-22,3287,254195
overview,United Kingdom,K02000001,2020-05-21,2615,250908
overview,United Kingdom,K02000001,2020-05-20,2472,248293
overview,United Kingdom,K02000001,2020-05-19,2412,248818
overview,United Kingdom,K02000001,2020-05-18,2684,246406
overview,United Kingdom,K02000001,2020-05-17,3562,243723
overview,United Kingdom,K02000001,2020-05-16,3451,240161
overview,United Kingdom,K02000001,2020-05-15,3560,236711
overview,United Kingdom,K02000001,2020-05-14,3446,233151
overview,United Kingdom,K02000001,2020-05-13,3242,229705
overview,United Kingdom,K02000001,2020-05-12,3403,226463
overview,United Kingdom,K02000001,2020-05-11,3877,223060
overview,United Kingdom,K02000001,2020-05-10,3923,219183
overview,United Kingdom,K02000001,2020-05-09,3896,215260
overview,United Kingdom,K02000001,2020-05-08,4649,211364
overview,United Kingdom,K02000001,2020-05-07,5614,206715
overview,United Kingdom,K02000001,2020-05-06,6111,201101
overview,United Kingdom,K02000001,2020-05-05,4406,194990
overview,United Kingdom,K02000001,2020-05-04,3985,190584
overview,United Kingdom,K02000001,2020-05-03,4339,186599
overview,United Kingdom,K02000001,2020-05-02,4806,182260
overview,United Kingdom,K02000001,2020-05-01,6201,177454
overview,United Kingdom,K02000001,2020-04-30,6032,171253
overview,United Kingdom,K02000001,2020-04-29,4076,165221
overview,United Kingdom,K02000001,2020-04-28,3996,161145
overview,United Kingdom,K02000001,2020-04-27,4310,157149
overview,United Kingdom,K02000001,2020-04-26,4463,152840
overview,United Kingdom,K02000001,2020-04-25,4913,148377
overview,United Kingdom,K02000001,2020-04-24,5386,143464
overview,United Kingdom,K02000001,2020-04-23,4583,138078
overview,United Kingdom,K02000001,2020-04-22,4451,133495
overview,United Kingdom,K02000001,2020-04-21,4301,129044
overview,United Kingdom,K02000001,2020-04-20,4676,124743
overview,United Kingdom,K02000001,2020-04-19,5850,120067
overview,United Kingdom,K02000001,2020-04-18,5526,114217
overview,United Kingdom,K02000001,2020-04-17,5599,108692
overview,United Kingdom,K02000001,2020-04-16,4618,103093
overview,United Kingdom,K02000001,2020-04-15,4605,98476
overview,United Kingdom,K02000001,2020-04-14,5252,93873
overview,United Kingdom,K02000001,2020-04-13,4342,88621
overview,United Kingdom,K02000001,2020-04-12,5288,84279
overview,United Kingdom,K02000001,2020-04-11,5234,78991
overview,United Kingdom,K02000001,2020-04-10,5706,73758
overview,United Kingdom,K02000001,2020-04-09,4675,68052
overview,United Kingdom,K02000001,2020-04-08,5865,63377
overview,United Kingdom,K02000001,2020-04-07,3888,57512
overview,United Kingdom,K02000001,2020-04-06,4143,53624
overview,United Kingdom,K02000001,2020-04-05,6199,49481
overview,United Kingdom,K02000001,2020-04-04,4000,43282
overview,United Kingdom,K02000001,2020-04-03,4672,39282
overview,United Kingdom,K02000001,2020-04-02,4522,34610
overview,United Kingdom,K02000001,2020-04-01,4567,30088
overview,United Kingdom,K02000001,2020-03-31,3250,25521
overview,United Kingdom,K02000001,2020-03-30,2665,22271
overview,United Kingdom,K02000001,2020-03-29,2502,19606
overview,United Kingdom,K02000001,2020-03-28,2556,17104
overview,United Kingdom,K02000001,2020-03-27,2890,14548
overview,United Kingdom,K02000001,2020-03-26,2129,11658
overview,United Kingdom,K02000001,2020-03-25,1452,9529
overview,United Kingdom,K02000001,2020-03-24,1427,8077
overview,United Kingdom,K02000001,2020-03-23,967,6650
overview,United Kingdom,K02000001,2020-03-22,665,5683
overview,United Kingdom,K02000001,2020-03-21,1035,5018
overview,United Kingdom,K02000001,2020-03-20,714,3983
overview,United Kingdom,K02000001,2020-03-19,643,3269
overview,United Kingdom,K02000001,2020-03-18,676,2626
overview,United Kingdom,K02000001,2020-03-17,407,1950
overview,United Kingdom,K02000001,2020-03-16,152,1543
overview,United Kingdom,K02000001,2020-03-15,330,1391
overview,United Kingdom,K02000001,2020-03-14,264,1061
overview,United Kingdom,K02000001,2020-03-13,207,797
overview,United Kingdom,K02000001,2020-03-12,134,590
overview,United Kingdom,K02000001,2020-03-11,83,456
overview,United Kingdom,K02000001,2020-03-10,52,373
overview,United Kingdom,K02000001,2020-03-09,50,321
overview,United Kingdom,K02000001,2020-03-08,65,271
overview,United Kingdom,K02000001,2020-03-07,46,206
overview,United Kingdom,K02000001,2020-03-06,46,160
overview,United Kingdom,K02000001,2020-03-05,29,114
overview,United Kingdom,K02000001,2020-03-04,34,85
overview,United Kingdom,K02000001,2020-03-03,11,51
overview,United Kingdom,K02000001,2020-03-02,5,40
overview,United Kingdom,K02000001,2020-03-01,12,35
overview,United Kingdom,K02000001,2020-02-29,4,23
overview,United Kingdom,K02000001,2020-02-28,6,19
overview,United Kingdom,K02000001,2020-02-27,0,13
overview,United Kingdom,K02000001,2020-02-26,0,13
overview,United Kingdom,K02000001,2020-02-25,0,13
overview,United Kingdom,K02000001,2020-02-24,4,13
overview,United Kingdom,K02000001,2020-02-23,0,9
overview,United Kingdom,K02000001,2020-02-22,0,9
overview,United Kingdom,K02000001,2020-02-21,0,9
overview,United Kingdom,K02000001,2020-02-20,0,9
overview,United Kingdom,K02000001,2020-02-19,0,9
overview,United Kingdom,K02000001,2020-02-18,0,9
overview,United Kingdom,K02000001,2020-02-17,0,9
overview,United Kingdom,K02000001,2020-02-16,0,9
overview,United Kingdom,K02000001,2020-02-15,0,9
overview,United Kingdom,K02000001,2020-02-14,0,9
overview,United Kingdom,K02000001,2020-02-13,1,9
overview,United Kingdom,K02000001,2020-02-12,0,8
overview,United Kingdom,K02000001,2020-02-11,0,8
overview,United Kingdom,K02000001,2020-02-10,4,8
overview,United Kingdom,K02000001,2020-02-09,1,4
overview,United Kingdom,K02000001,2020-02-08,0,3
overview,United Kingdom,K02000001,2020-02-07,0,3
overview,United Kingdom,K02000001,2020-02-06,1,3
overview,United Kingdom,K02000001,2020-02-05,0,2
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,0,2
overview,United Kingdom,K02000001,2020-02-01,0,2
overview,United Kingdom,K02000001,2020-01-31,2,2
