areaType,areaName,areaCode,date,hospitalCases
nation,Wales,W92000004,2020-08-14,70
nation,Wales,W92000004,2020-08-13,68
nation,Wales,W92000004,2020-08-12,69
nation,Wales,W92000004,2020-08-11,69
nation,Wales,W92000004,2020-08-10,78
nation,Wales,W92000004,2020-08-09,82
nation,Wales,W92000004,2020-08-08,88
nation,Wales,W92000004,2020-08-07,96
nation,Wales,W92000004,2020-08-06,103
nation,Wales,W92000004,2020-08-05,105
nation,Wales,W92000004,2020-08-04,115
nation,Wales,W92000004,2020-08-03,119
nation,Wales,W92000004,2020-08-02,116
nation,Wales,W92000004,2020-08-01,124
nation,Wales,W92000004,2020-07-31,116
nation,Wales,W92000004,2020-07-30,132
nation,Wales,W92000004,2020-07-29,137
nation,Wales,W92000004,2020-07-28,136
nation,Wales,W92000004,2020-07-27,130
nation,Wales,W92000004,2020-07-26,127
nation,Wales,W92000004,2020-07-25,129
nation,Wales,W92000004,2020-07-24,132
nation,Wales,W92000004,2020-07-23,132
nation,Wales,W92000004,2020-07-22,123
nation,Wales,W92000004,2020-07-21,118
nation,Wales,W92000004,2020-07-20,130
nation,Wales,W92000004,2020-07-19,113
nation,Wales,W92000004,2020-07-18,125
nation,Wales,W92000004,2020-07-17,119
nation,Wales,W92000004,2020-07-16,136
nation,Wales,W92000004,2020-07-15,131
nation,Wales,W92000004,2020-07-14,136
nation,Wales,W92000004,2020-07-13,140
nation,Wales,W92000004,2020-07-12,133
nation,Wales,W92000004,2020-07-11,127
nation,Wales,W92000004,2020-07-10,133
nation,Wales,W92000004,2020-07-09,172
nation,Wales,W92000004,2020-07-08,177
nation,Wales,W92000004,2020-07-07,181
nation,Wales,W92000004,2020-07-06,186
nation,Wales,W92000004,2020-07-05,187
nation,Wales,W92000004,2020-07-04,190
nation,Wales,W92000004,2020-07-03,198
nation,Wales,W92000004,2020-07-02,206
nation,Wales,W92000004,2020-07-01,218
nation,Wales,W92000004,2020-06-30,234
nation,Wales,W92000004,2020-06-29,235
nation,Wales,W92000004,2020-06-28,246
nation,Wales,W92000004,2020-06-27,232
nation,Wales,W92000004,2020-06-26,254
nation,Wales,W92000004,2020-06-25,265
nation,Wales,W92000004,2020-06-24,270
nation,Wales,W92000004,2020-06-23,281
nation,Wales,W92000004,2020-06-22,297
nation,Wales,W92000004,2020-06-21,280
nation,Wales,W92000004,2020-06-20,271
nation,Wales,W92000004,2020-06-19,276
nation,Wales,W92000004,2020-06-18,285
nation,Wales,W92000004,2020-06-17,288
nation,Wales,W92000004,2020-06-16,303
nation,Wales,W92000004,2020-06-15,306
nation,Wales,W92000004,2020-06-14,293
nation,Wales,W92000004,2020-06-13,291
nation,Wales,W92000004,2020-06-12,294
nation,Wales,W92000004,2020-06-11,315
nation,Wales,W92000004,2020-06-10,319
nation,Wales,W92000004,2020-06-09,341
nation,Wales,W92000004,2020-06-08,352
nation,Wales,W92000004,2020-06-07,383
nation,Wales,W92000004,2020-06-06,404
nation,Wales,W92000004,2020-06-05,392
nation,Wales,W92000004,2020-06-04,395
nation,Wales,W92000004,2020-06-03,399
nation,Wales,W92000004,2020-06-02,427
nation,Wales,W92000004,2020-06-01,431
nation,Wales,W92000004,2020-05-31,433
nation,Wales,W92000004,2020-05-30,423
nation,Wales,W92000004,2020-05-29,431
nation,Wales,W92000004,2020-05-28,438
nation,Wales,W92000004,2020-05-27,425
nation,Wales,W92000004,2020-05-26,436
nation,Wales,W92000004,2020-05-25,380
nation,Wales,W92000004,2020-05-24,393
nation,Wales,W92000004,2020-05-23,383
nation,Wales,W92000004,2020-05-22,385
nation,Wales,W92000004,2020-05-21,309
nation,Wales,W92000004,2020-05-20,324
nation,Wales,W92000004,2020-05-19,329
nation,Wales,W92000004,2020-05-18,356
nation,Wales,W92000004,2020-05-17,373
nation,Wales,W92000004,2020-05-16,378
nation,Wales,W92000004,2020-05-15,336
nation,Wales,W92000004,2020-05-14,364
nation,Wales,W92000004,2020-05-13,394
nation,Wales,W92000004,2020-05-12,425
nation,Wales,W92000004,2020-05-11,465
nation,Wales,W92000004,2020-05-10,461
nation,Wales,W92000004,2020-05-09,448
nation,Wales,W92000004,2020-05-08,416
nation,Wales,W92000004,2020-05-07,470
nation,Wales,W92000004,2020-05-06,478
nation,Wales,W92000004,2020-05-05,501
nation,Wales,W92000004,2020-05-04,538
nation,Wales,W92000004,2020-05-03,539
nation,Wales,W92000004,2020-05-02,521
nation,Wales,W92000004,2020-05-01,529
nation,Wales,W92000004,2020-04-30,643
nation,Wales,W92000004,2020-04-29,664
nation,Wales,W92000004,2020-04-28,676
nation,Wales,W92000004,2020-04-27,734
nation,Wales,W92000004,2020-04-26,710
nation,Wales,W92000004,2020-04-25,719
nation,Wales,W92000004,2020-04-24,743
nation,Wales,W92000004,2020-04-23,741
nation,Wales,W92000004,2020-04-22,773
nation,Wales,W92000004,2020-04-21,838
nation,Wales,W92000004,2020-04-20,853
nation,Wales,W92000004,2020-04-19,828
nation,Wales,W92000004,2020-04-18,818
nation,Wales,W92000004,2020-04-17,825
nation,Wales,W92000004,2020-04-16,844
nation,Wales,W92000004,2020-04-15,884
nation,Wales,W92000004,2020-04-14,919
nation,Wales,W92000004,2020-04-13,897
nation,Wales,W92000004,2020-04-12,910
nation,Wales,W92000004,2020-04-11,865
nation,Wales,W92000004,2020-04-10,833
nation,Wales,W92000004,2020-04-09,795
nation,Wales,W92000004,2020-04-08,816
nation,Wales,W92000004,2020-04-07,738
nation,Wales,W92000004,2020-04-06,731
nation,Wales,W92000004,2020-04-05,664
nation,Wales,W92000004,2020-04-04,596
nation,Wales,W92000004,2020-04-03,568
nation,Wales,W92000004,2020-04-02,525
nation,Wales,W92000004,2020-04-01,483
nation,Wales,W92000004,2020-03-31,439
nation,Wales,W92000004,2020-03-30,387
nation,Wales,W92000004,2020-03-29,329
nation,Wales,W92000004,2020-03-28,310
nation,Wales,W92000004,2020-03-27,243
nation,Wales,W92000004,2020-03-26,203
nation,Wales,W92000004,2020-03-25,188
nation,Wales,W92000004,2020-03-24,150
nation,Wales,W92000004,2020-03-23,110
