Date,CA,CAName,NewPositive,TotalCases,CrudeRatePositive,NewDeaths,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210925,S12000005,Clackmannanshire,35,5662,11039.188925716515,1,102,198.86917527783191,27692,53991.03139013452
20210925,S12000006,Dumfries and Galloway,97,10566,7125.227594578191,0,162,109.24539753186325,66408,44782.5207363949
20210925,S12000008,East Ayrshire,104,13621,11201.480263157895,0,250,205.5921052631579,55483,45627.46710526316
20210925,S12000010,East Lothian,53,9407,8718.25764596849,2,128,118.62835959221502,48978,45392.0296570899
20210925,S12000011,East Renfrewshire,69,12161,12659.795960857797,0,183,190.5059337913804,45943,47827.399541952946
20210925,S12000013,Na h-Eileanan Siar,9,717,2705.6603773584907,0,13,49.056603773584904,9548,36030.188679245286
20210925,S12000014,Falkirk,109,15497,9651.843547583458,0,271,168.78425510712506,77041,47982.6856003986
20210925,S12000017,Highland,68,12619,5359.9796117742,1,117,49.69630038652678,100503,42689.122032026506
20210925,S12000018,Inverclyde,31,8486,11012.198287049052,1,164,212.82117830262135,38251,49637.944458863225
20210925,S12000019,Midlothian,57,10135,10880.300590445519,0,166,178.20719269994632,44663,47947.39667203435
20210925,S12000020,Moray,31,3679,3843.903458363807,0,33,34.47915578309477,38402,40123.289102497125
20210925,S12000021,North Ayrshire,96,14452,10764.990689013035,0,294,218.9944134078212,58973,43927.74674115456
20210925,S12000023,Orkney Islands,8,313,1397.3214285714284,0,8,35.714285714285715,7014,31312.5
20210925,S12000026,Scottish Borders,33,7339,6368.448455397431,0,131,113.67580701145435,48782,42330.787920860814
20210925,S12000027,Shetland Islands,1,635,2776.5631832094446,0,11,48.09794490599038,9750,42632.26934849148
20210925,S12000028,South Ayrshire,136,10592,9445.33618690922,2,232,206.88425182807205,51918,46297.48528624933
20210925,S12000029,South Lanarkshire,194,40211,12533.819587307524,1,687,214.13876940340378,153714,47912.8483261642
20210925,S12000030,Stirling,74,8130,8641.581632653062,0,129,137.1173469387755,47316,50293.36734693878
20210925,S12000033,Aberdeen City,93,17467,7625.5129660351,1,259,113.07081114118571,109866,47963.85226578189
20210925,S12000034,Aberdeenshire,143,15947,6115.116189891863,0,205,78.61032287752128,107853,41357.84952833806
20210925,S12000035,Argyll and Bute,58,5693,6663.9353856958915,0,78,91.30282102305982,37819,44268.99215732179
20210925,S12000036,City of Edinburgh,201,51583,9776.543724650317,0,667,126.41673931996513,285485,54108.07020203935
20210925,S12000038,Renfrewshire,129,24142,13457.829310440939,0,403,224.6502034673059,88653,49419.14265009198
20210925,S12000039,West Dunbartonshire,85,11883,13451.437627348882,1,187,211.68213719719267,43415,49145.34752094182
20210925,S12000040,West Lothian,184,19204,10447.176585790448,1,277,150.6908932651507,81067,44101.2947448591
20210925,S12000041,Angus,41,8607,7431.359005353134,0,144,124.33085822828527,50599,43687.61871870143
20210925,S12000042,Dundee City,100,18454,12400.215024862251,0,275,184.7869909958339,69529,46720.19889799759
20210925,S12000045,East Dunbartonshire,60,13092,12038.620689655172,1,212,194.94252873563218,52678,48439.54022988506
20210925,S12000047,Fife,249,33123,8853.33974821586,3,424,113.32959131852564,171855,45934.56819821987
20210925,S12000048,Perth and Kinross,89,11352,7472.8457639391745,2,251,165.22941215193205,70589,46467.64531630571
20210925,S12000049,Glasgow City,393,88635,13944.213705871247,0,1300,204.51828078786735,314966,49551.003712793405
20210925,S12000050,North Lanarkshire,220,48879,14328.135076508177,1,761,223.07557014715368,160848,47150.14363604385
