Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200731,S92000003,Total,d,45 to 64,"",5,6127,409.8464831599719,0,206,13.779725074417206,96387,6447.506605572093
20200731,S92000003,Total,d,60+,"",1,8263,586.590413935622,0,2414,171.36987283560347,102176,7253.474783285262
20200731,S92000003,Total,d,65 to 74,"",0,1658,282.8082277066777,0,407,69.42276759747757,30612,5221.547326029445
20200731,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,29638,8678.617652398492
20200731,S92000003,Total,d,85plus,"",0,2806,2186.8740793852435,0,1045,814.4274458152457,21255,16565.220440959856
20200731,S92000003,Total,d,Total,d,21,18691,341.95023783388217,0,2551,46.67032564946945,310400,5678.741309915843
20200801,S92000003,Female,"",0 to 14,"",0,87,20.75832301382218,0,0,0,8075,1926.7064176622312
20200801,S92000003,Female,"",0 to 59,"",6,6913,339.09844842716296,0,47,2.3054574101080085,126483,6204.2802043125785
20200801,S92000003,Female,"",15 to 19,"",1,139,100.78817805428059,0,0,0,4604,3338.3364874957406
20200801,S92000003,Female,"",20 to 24,"",2,585,347.27787572794784,0,0,0,12046,7150.956053023692
20200801,S92000003,Female,"",25 to 44,"",3,2956,408.9289271564222,0,6,0.8300316518736581,54294,7510.956417804731
20200801,S92000003,Female,"",45 to 64,"",1,3817,494.32119869976816,0,72,9.324371576207312,59591,7717.342036080138
20200801,S92000003,Female,"",60+,"",3,4672,613.0051026901634,0,1163,152.5952342527098,57781,7581.345855851955
20200801,S92000003,Female,"",65 to 74,"",1,741,242.29622266401591,0,144,47.08590561891807,15400,5035.576017578738
20200801,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16118,8393.4801853877
20200801,S92000003,Female,"",85plus,"",1,1905,2311.1919927206554,0,623,755.8386411889596,14136,17150.136487716107
20200801,S92000003,Female,"",Total,d,9,11585,413.63359168919607,0,1210,43.20212740128849,184279,6579.541186266151
20200801,S92000003,Male,"",0 to 14,"",0,77,17.472956628490902,0,0,0,8647,1962.1903372280628
20200801,S92000003,Male,"",0 to 59,"",12,3511,173.92295079530987,0,90,4.458292672052944,82667,4095.04089245112
20200801,S92000003,Male,"",15 to 19,"",1,75,52.00857101250286,0,0,0,3221,2233.594763083623
20200801,S92000003,Male,"",20 to 24,"",2,203,117.13655930110443,0,0,0,7050,4068.0430693240705
20200801,S92000003,Male,"",25 to 44,"",8,1387,195.78200584099451,0,12,1.693860180311416,35230,4972.891179364266
20200801,S92000003,Male,"",45 to 64,"",1,2305,318.90755139876586,0,134,18.53952793381112,37158,5140.983425108609
20200801,S92000003,Male,"",60+,"",1,3591,555.4507178632085,0,1251,193.502881661619,44960,6954.348169069855
20200801,S92000003,Male,"",65 to 74,"",1,918,327.34391436283823,0,263,93.7815353784602,15429,5501.731214274761
20200801,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,13676,9149.294870079477
20200801,S92000003,Male,"",85plus,"",0,902,1965.7411846750642,0,422,919.6704877304625,7216,15725.929477400514
20200801,S92000003,Male,"",Total,d,13,7110,266.77052332047134,0,1341,50.3149468034813,127639,4789.074940379977
20200801,S92000003,Total,d,0 to 14,"",0,164,19.074425150327407,0,0,0,16731,1945.9402877446817
20200801,S92000003,Total,d,0 to 59,"",18,10438,257.26144965027675,0,137,3.3765873349384856,209457,5162.407689154821
20200801,S92000003,Total,d,15 to 19,"",2,214,75.85424641996313,0,0,0,7830,2775.414717141642
20200801,S92000003,Total,d,20 to 24,"",4,788,230.57453438867026,0,0,0,19124,5595.821568082398
20200801,S92000003,Total,d,25 to 44,"",11,4353,304.1280509744604,0,18,1.2575935946566246,89675,6265.26142226849
20200801,S92000003,Total,d,45 to 64,"",2,6129,409.98026689855845,0,206,13.779725074417206,96881,6480.551189002977
20200801,S92000003,Total,d,60+,"",4,8267,586.8743739568906,0,2414,171.36987283560347,102822,7299.334326720142
20200801,S92000003,Total,d,65 to 74,"",2,1660,283.14937152779555,0,407,69.42276759747757,30844,5261.120009279112
20200801,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,29818,8731.325364708087
20200801,S92000003,Total,d,85plus,"",1,2807,2187.653435792722,0,1045,814.4274458152457,21376,16659.52256626478
20200801,S92000003,Total,d,Total,d,22,18713,342.35272594218804,0,2551,46.67032564946945,312323,5713.922429564581
20200802,S92000003,Female,"",0 to 14,"",1,88,20.99692442777416,0,0,0,8159,1946.7489364341975
20200802,S92000003,Female,"",0 to 59,"",4,6917,339.29465756844877,0,47,2.3054574101080085,127253,6242.0504640100935
20200802,S92000003,Female,"",15 to 19,"",0,139,100.78817805428059,0,0,0,4641,3365.164995323139
20200802,S92000003,Female,"",20 to 24,"",2,587,348.46515051676135,0,0,0,12172,7225.754364718942
20200802,S92000003,Female,"",25 to 44,"",1,2957,409.0672657650679,0,6,0.8300316518736581,54599,7553.149693441644
20200802,S92000003,Female,"",45 to 64,"",0,3817,494.32119869976816,0,72,9.324371576207312,59879,7754.639522384967
20200802,S92000003,Female,"",60+,"",0,4672,613.0051026901634,0,1163,152.5952342527098,58142,7628.712046363758
20200802,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,15512,5072.198388615674
20200802,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16227,8450.242149664115
20200802,S92000003,Female,"",85plus,"",0,1905,2311.1919927206554,0,623,755.8386411889596,14206,17235.062177737338
20200802,S92000003,Female,"",Total,d,4,11589,413.7764086392829,0,1210,43.20212740128849,185410,6619.922678903223
20200802,S92000003,Male,"",0 to 14,"",1,78,17.69987814314663,0,0,0,8757,1987.151703840193
20200802,S92000003,Male,"",0 to 59,"",11,3522,174.46785323300523,0,90,4.458292672052944,83426,4132.6391606521
20200802,S92000003,Male,"",15 to 19,"",2,77,53.39546623950294,0,0,0,3259,2259.9457723966243
20200802,S92000003,Male,"",20 to 24,"",2,205,118.29061407254387,0,0,0,7156,4129.207972210361
20200802,S92000003,Male,"",25 to 44,"",4,1391,196.34662590109832,0,12,1.693860180311416,35543,5017.072699067389
20200802,S92000003,Male,"",45 to 64,"",4,2309,319.4609701430587,0,134,18.53952793381112,37399,5174.326904452254
20200802,S92000003,Male,"",60+,"",4,3595,556.0694321131257,0,1251,193.502881661619,45294,7006.0108089379455
20200802,S92000003,Male,"",65 to 74,"",1,919,327.70049814754725,0,263,93.7815353784602,15560,5548.443690071637
20200802,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,13791,9226.230297840455
20200802,S92000003,Male,"",85plus,"",1,903,1967.9204986270322,0,422,919.6704877304625,7255,15810.922721527262
20200802,S92000003,Male,"",Total,d,15,7125,267.33333033169595,0,1341,50.3149468034813,128732,4830.084811264544
20200802,S92000003,Total,d,0 to 14,"",2,166,19.307040091185055,0,0,0,16925,1968.503937007874
20200802,S92000003,Total,d,0 to 59,"",15,10453,257.6311489935182,0,137,3.3765873349384856,210986,5200.092375542565
20200802,S92000003,Total,d,15 to 19,"",2,216,76.56316461080391,0,0,0,7905,2801.999149298171
20200802,S92000003,Total,d,20 to 24,"",4,792,231.7449634972422,0,0,0,19356,5663.70645637957
20200802,S92000003,Total,d,25 to 44,"",5,4358,304.4773825285316,0,18,1.2575935946566246,90293,6308.438802351699
20200802,S92000003,Total,d,45 to 64,"",4,6133,410.24783437573166,0,206,13.779725074417206,97410,6515.936987859126
20200802,S92000003,Total,d,60+,"",4,8271,587.1583339781592,0,2414,171.36987283560347,103517,7348.672380415561
20200802,S92000003,Total,d,65 to 74,"",1,1661,283.31994343835447,0,407,69.42276759747757,31087,5302.568983544928
20200802,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,30042,8796.917184471136
20200802,S92000003,Total,d,85plus,"",1,2808,2188.432792200201,0,1045,814.4274458152457,21485,16744.472414679956
20200802,S92000003,Total,d,Total,d,19,18732,342.70032930845224,0,2551,46.67032564946945,314547,5754.610318331504
20200803,S92000003,Female,"",0 to 14,"",1,89,21.23552584172614,0,0,0,8270,1973.233693382867
20200803,S92000003,Female,"",0 to 59,"",22,6939,340.3738078455206,0,47,2.3054574101080085,128840,6319.89644081523
20200803,S92000003,Female,"",15 to 19,"",4,143,103.6885572788642,0,0,0,4718,3420.9972953963734
20200803,S92000003,Female,"",20 to 24,"",1,588,349.0587879111681,0,0,0,12414,7369.414614165376
20200803,S92000003,Female,"",25 to 44,"",8,2965,410.17397463423276,0,6,0.8300316518736581,55293,7649.156687841696
20200803,S92000003,Female,"",45 to 64,"",9,3826,495.48674514679414,0,72,9.324371576207312,60485,7833.119649818044
20200803,S92000003,Female,"",60+,"",1,4673,613.1363109741296,0,1163,152.5952342527098,58678,7699.039686569652
20200803,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,15679,5126.804959715392
20200803,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16370,8524.709680779046
20200803,S92000003,Female,"",85plus,"",0,1905,2311.1919927206554,0,623,755.8386411889596,14289,17335.759781619654
20200803,S92000003,Female,"",Total,d,23,11612,414.59760610228267,0,1210,43.20212740128849,187533,6695.722775161847
20200803,S92000003,Male,"",0 to 14,"",2,80,18.153721172458084,0,0,0,8900,2019.6014804359615
20200803,S92000003,Male,"",0 to 59,"",32,3554,176.05302396084628,0,90,4.458292672052944,84721,4196.789038544417
20200803,S92000003,Male,"",15 to 19,"",4,81,56.16925669350309,0,0,0,3329,2308.4871053416273
20200803,S92000003,Male,"",20 to 24,"",8,213,122.9068331583017,0,0,0,7355,4244.036421968587
20200803,S92000003,Male,"",25 to 44,"",15,1406,198.4639511264876,0,12,1.693860180311416,36112,5097.389902617156
20200803,S92000003,Male,"",45 to 64,"",6,2315,320.291098259498,0,134,18.53952793381112,37824,5233.127646033371
20200803,S92000003,Male,"",60+,"",5,3600,556.8428249255222,0,1251,193.502881661619,45804,7084.896875802395
20200803,S92000003,Male,"",65 to 74,"",1,920,328.0570819322562,0,263,93.7815353784602,15758,5619.047279444015
20200803,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,13928,9317.88380743397
20200803,S92000003,Male,"",85plus,"",1,904,1970.0998125790002,0,422,919.6704877304625,7319,15950.398814453209
20200803,S92000003,Male,"",Total,d,37,7162,268.72158762605,0,1341,50.3149468034813,130537,4897.809254948575
20200803,S92000003,Total,d,0 to 14,"",3,169,19.655962502471535,0,0,0,17179,1998.046034496796
20200803,S92000003,Total,d,0 to 59,"",54,10507,258.96206662918735,0,137,3.3765873349384856,213873,5271.2471758051
20200803,S92000003,Total,d,15 to 19,"",8,224,79.39883737416703,0,0,0,8052,2854.104636324968
20200803,S92000003,Total,d,20 to 24,"",9,801,234.37842899152903,0,0,0,19799,5793.331480153911
20200803,S92000003,Total,d,25 to 44,"",23,4381,306.0843076772596,0,18,1.2575935946566246,91559,6396.88955184255
20200803,S92000003,Total,d,45 to 64,"",15,6148,411.25121241513096,0,206,13.779725074417206,98441,6584.902505100506
20200803,S92000003,Total,d,60+,"",6,8277,587.5842740100621,0,2414,171.36987283560347,104564,7422.998915982619
20200803,S92000003,Total,d,65 to 74,"",1,1662,283.4905153489134,0,407,69.42276759747757,31452,5364.827730898931
20200803,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,30322,8878.906959174948
20200803,S92000003,Total,d,85plus,"",1,2809,2189.21214860768,0,1045,814.4274458152457,21633,16859.817162986805
20200803,S92000003,Total,d,Total,d,60,18792,343.7980241492865,0,2551,46.67032564946945,318481,5826.582510062202
20200804,S92000003,Female,"",0 to 14,"",1,90,21.474127255678116,0,0,0,8404,2005.2062828524322
20200804,S92000003,Female,"",0 to 59,"",20,6959,341.3548535519496,0,47,2.3054574101080085,130814,6416.725652039766
20200804,S92000003,Female,"",15 to 19,"",2,145,105.13874689115602,0,0,0,4847,3514.534525389194
20200804,S92000003,Female,"",20 to 24,"",7,595,353.21424967201534,0,0,0,12690,7533.258535021638
20200804,S92000003,Female,"",25 to 44,"",6,2971,411.0040062861064,0,6,0.8300316518736581,56130,7764.946103278071
20200804,S92000003,Female,"",45 to 64,"",6,3832,496.263776111478,0,72,9.324371576207312,61224,7928.823963634951
20200804,S92000003,Female,"",60+,"",3,4676,613.5299358260282,0,1163,152.5952342527098,59328,7784.325071147692
20200804,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,15895,5197.433818143769
20200804,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16545,8615.841274800812
20200804,S92000003,Female,"",85plus,"",1,1906,2312.4052168638154,0,623,755.8386411889596,14407,17478.920230512587
20200804,S92000003,Female,"",Total,d,23,11635,415.4188035652823,0,1210,43.20212740128849,190157,6789.410694418857
20200804,S92000003,Male,"",0 to 14,"",0,80,18.153721172458084,0,0,0,9053,2054.3204721782877
20200804,S92000003,Male,"",0 to 59,"",31,3585,177.5886581034423,0,90,4.458292672052944,86313,4275.651282254509
20200804,S92000003,Male,"",15 to 19,"",4,85,58.94304714750324,0,0,0,3444,2388.2335808941316
20200804,S92000003,Male,"",20 to 24,"",13,226,130.40818917265813,0,0,0,7608,4390.024350555677
20200804,S92000003,Male,"",25 to 44,"",12,1418,200.15781130679903,0,12,1.693860180311416,36777,5191.257987609413
20200804,S92000003,Male,"",45 to 64,"",5,2320,320.9828716898641,0,134,18.53952793381112,38349,5305.76385622181
20200804,S92000003,Male,"",60+,"",3,3603,557.3068606129602,0,1251,193.502881661619,46309,7163.009549854448
20200804,S92000003,Male,"",65 to 74,"",0,920,328.0570819322562,0,263,93.7815353784602,15933,5681.449441768084
20200804,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,14073,9414.889346784768
20200804,S92000003,Male,"",85plus,"",0,904,1970.0998125790002,0,422,919.6704877304625,7385,16094.233535283092
20200804,S92000003,Male,"",Total,d,34,7196,269.9972835181592,0,1341,50.3149468034813,132634,4976.489675117777
20200804,S92000003,Total,d,0 to 14,"",1,170,19.772269972900357,0,0,0,17466,2031.4262785098688
20200804,S92000003,Total,d,0 to 59,"",51,10558,260.2190443962083,0,137,3.3765873349384856,217442,5359.2109728736805
20200804,S92000003,Total,d,15 to 19,"",6,230,81.52559194668936,0,0,0,8296,2940.592655607543
20200804,S92000003,Total,d,20 to 24,"",20,821,240.2305745343887,0,0,0,20329,5948.413337039692
20200804,S92000003,Total,d,25 to 44,"",18,4399,307.3419012719162,0,18,1.2575935946566246,93062,6501.898616996378
20200804,S92000003,Total,d,45 to 64,"",11,6159,411.9870229773571,0,206,13.779725074417206,99706,6669.520719756514
20200804,S92000003,Total,d,60+,"",6,8283,588.010214041965,0,2414,171.36987283560347,105719,7504.992372123928
20200804,S92000003,Total,d,65 to 74,"",0,1662,283.4905153489134,0,407,69.42276759747757,31843,5431.521347927466
20200804,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,30642,8972.609558836448
20200804,S92000003,Total,d,85plus,"",1,2810,2189.9915050151585,0,1045,814.4274458152457,21817,17003.218741962886
20200804,S92000003,Total,d,Total,d,57,18849,344.84083424807903,0,2551,46.67032564946945,323205,5913.007683863886
20200805,S92000003,Female,"",0 to 14,"",2,92,21.951330083582075,0,0,0,8567,2044.0983133266047
20200805,S92000003,Female,"",0 to 59,"",28,6987,342.7283175409501,0,47,2.3054574101080085,133038,6525.817934594663
20200805,S92000003,Female,"",15 to 19,"",6,151,109.48931572803144,0,0,0,4978,3609.521944994308
20200805,S92000003,Female,"",20 to 24,"",8,603,357.96334882726933,0,0,0,13048,7745.780722219254
20200805,S92000003,Female,"",25 to 44,"",5,2976,411.6956993293344,0,6,0.8300316518736581,57073,7895.399411230881
20200805,S92000003,Female,"",45 to 64,"",7,3839,497.1703122369426,0,72,9.324371576207312,61994,8028.5429374360565
20200805,S92000003,Female,"",60+,"",0,4676,613.5299358260282,0,1163,152.5952342527098,59887,7857.670501884807
20200805,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,16058,5250.732447420739
20200805,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16698,8695.51632557413
20200805,S92000003,Female,"",85plus,"",0,1906,2312.4052168638154,0,623,755.8386411889596,14509,17602.669093114953
20200805,S92000003,Female,"",Total,d,28,11663,416.4185222158907,0,1210,43.20212740128849,192940,6888.77558744182
20200805,S92000003,Male,"",0 to 14,"",1,81,18.38064268711381,0,0,0,9212,2090.400993008548
20200805,S92000003,Male,"",0 to 59,"",32,3617,179.17382883128334,0,90,4.458292672052944,88071,4362.7365991152765
20200805,S92000003,Male,"",15 to 19,"",3,88,61.02338998800335,0,0,0,3553,2463.8193707656355
20200805,S92000003,Male,"",20 to 24,"",14,240,138.4865725727343,0,0,0,7897,4556.785265028679
20200805,S92000003,Male,"",25 to 44,"",7,1425,201.1458964119807,0,12,1.693860180311416,37558,5301.50005434468
20200805,S92000003,Male,"",45 to 64,"",10,2330,322.36641855059634,0,134,18.53952793381112,38877,5378.815130468469
20200805,S92000003,Male,"",60+,"",4,3607,557.9255748628774,0,1251,193.502881661619,46778,7235.553795657244
20200805,S92000003,Male,"",65 to 74,"",1,921,328.4136657169652,0,263,93.7815353784602,16100,5740.998933814484
20200805,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,14211,9507.211860097941
20200805,S92000003,Male,"",85plus,"",0,904,1970.0998125790002,0,422,919.6704877304625,7441,16216.275116593295
20200805,S92000003,Male,"",Total,d,36,7232,271.34802034509823,0,1341,50.3149468034813,134861,5060.047756050925
20200805,S92000003,Total,d,0 to 14,"",3,173,20.121192384186838,0,0,0,17788,2068.8772839879502
20200805,S92000003,Total,d,0 to 59,"",60,10618,261.69784176917403,0,137,3.3765873349384856,221425,5457.378471815724
20200805,S92000003,Total,d,15 to 19,"",9,239,84.71572380547285,0,0,0,8536,3025.662838508436
20200805,S92000003,Total,d,20 to 24,"",22,843,246.6679346315343,0,0,0,20976,6137.730245351202
20200805,S92000003,Total,d,25 to 44,"",12,4411,308.1802970016873,0,18,1.2575935946566246,94787,6622.41800315097
20200805,S92000003,Total,d,45 to 64,"",17,6176,413.12418475534304,0,206,13.779725074417206,101004,6756.3463660992
20200805,S92000003,Total,d,60+,"",4,8287,588.2941740632336,0,2414,171.36987283560347,106748,7578.0410875952775
20200805,S92000003,Total,d,65 to 74,"",1,1663,283.6610872594723,0,407,69.42276759747757,32173,5487.810078411908
20200805,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,30933,9057.820360403623
20200805,S92000003,Total,d,85plus,"",0,2810,2189.9915050151585,0,1045,814.4274458152457,21976,17127.136410752
20200805,S92000003,Total,d,Total,d,64,18913,346.01170874496887,0,2551,46.67032564946945,328217,6004.701792901574
20200806,S92000003,Female,"",0 to 14,"",1,93,22.189931497534054,0,0,0,8708,2077.7411126938337
20200806,S92000003,Female,"",0 to 59,"",21,7008,343.7584155327005,0,47,2.3054574101080085,134954,6619.802113270556
20200806,S92000003,Female,"",15 to 19,"",2,153,110.93950534032325,0,0,0,5086,3687.832184058066
20200806,S92000003,Female,"",20 to 24,"",3,606,359.74426101048954,0,0,0,13345,7922.091028358058
20200806,S92000003,Female,"",25 to 44,"",6,2982,412.5257309812081,0,6,0.8300316518736581,57929,8013.8172602315235
20200806,S92000003,Female,"",45 to 64,"",10,3849,498.4653638447492,0,72,9.324371576207312,62637,8111.81475581802
20200806,S92000003,Female,"",60+,"",1,4677,613.6611441099944,0,1163,152.5952342527098,60373,7921.4377278923885
20200806,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,16208,5299.780265773778
20200806,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16807,8752.278289850545
20200806,S92000003,Female,"",85plus,"",0,1906,2312.4052168638154,0,623,755.8386411889596,14607,17721.56505914468
20200806,S92000003,Female,"",Total,d,22,11685,417.2040154413687,0,1210,43.20212740128849,195342,6974.537165969005
20200806,S92000003,Male,"",0 to 14,"",1,82,18.607564201769534,0,0,0,9360,2123.9853771775956
20200806,S92000003,Male,"",0 to 59,"",37,3654,181.00668248534956,0,90,4.458292672052944,89658,4441.351159899144
20200806,S92000003,Male,"",15 to 19,"",3,91,63.10373282850347,0,0,0,3660,2538.0182654101395
20200806,S92000003,Male,"",20 to 24,"",13,253,145.98792858709075,0,0,0,8140,4697.002919758572
20200806,S92000003,Male,"",25 to 44,"",14,1439,203.122066622344,0,12,1.693860180311416,38274,5402.567045103262
20200806,S92000003,Male,"",45 to 64,"",8,2338,323.47325603918205,0,134,18.53952793381112,39342,5443.1500594925155
20200806,S92000003,Male,"",60+,"",3,3610,558.3896105503154,0,1251,193.502881661619,47196,7300.2094347735965
20200806,S92000003,Male,"",65 to 74,"",0,921,328.4136657169652,0,263,93.7815353784602,16266,5800.191842076174
20200806,S92000003,Male,"",75 to 84,"",0,1235,826.2195937809413,0,510,341.1918970269475,14323,9582.140276699938
20200806,S92000003,Male,"",85plus,"",1,905,1972.2791265309681,0,422,919.6704877304625,7489,16320.882186287758
20200806,S92000003,Male,"",Total,d,40,7272,272.84883904169726,0,1341,50.3149468034813,136866,5135.27629321795
20200806,S92000003,Total,d,0 to 14,"",2,175,20.353807325044485,0,0,0,18077,2102.490142941881
20200806,S92000003,Total,d,0 to 59,"",58,10676,263.12734589637427,0,137,3.3765873349384856,224929,5543.740238396924
20200806,S92000003,Total,d,15 to 19,"",5,244,86.4880192825748,0,0,0,8751,3101.8715440238198
20200806,S92000003,Total,d,20 to 24,"",16,859,251.34965106582203,0,0,0,21516,6295.738175008412
20200806,S92000003,Total,d,25 to 44,"",20,4431,309.5776232179724,0,18,1.2575935946566246,96359,6732.247843750983
20200806,S92000003,Total,d,45 to 64,"",18,6194,414.3282384026221,0,206,13.779725074417206,102115,6830.663232884043
20200806,S92000003,Total,d,60+,"",4,8291,588.5781340845022,0,2414,171.36987283560347,107654,7642.358032412616
20200806,S92000003,Total,d,65 to 74,"",0,1663,283.6610872594723,0,407,69.42276759747757,32489,5541.710802148524
20200806,S92000003,Total,d,75 to 84,"",0,2590,758.4054160102604,0,875,256.21804594941233,31154,9122.533718294846
20200806,S92000003,Total,d,85plus,"",1,2811,2190.770861422637,0,1045,814.4274458152457,22122,17240.92244624389
20200806,S92000003,Total,d,Total,d,62,18975,347.145993413831,0,2551,46.67032564946945,332627,6085.38236370289
20200807,S92000003,Female,"",0 to 14,"",1,94,22.428532911486034,0,0,0,8842,2109.7137021633994
20200807,S92000003,Female,"",0 to 59,"",23,7031,344.88661809509375,0,47,2.3054574101080085,136638,6702.406161751873
20200807,S92000003,Female,"",15 to 19,"",3,156,113.11478975876096,0,0,0,5192,3764.692233509531
20200807,S92000003,Female,"",20 to 24,"",9,615,365.0869975601503,0,0,0,13576,8059.221266466017
20200807,S92000003,Female,"",25 to 44,"",7,2989,413.4941012417273,0,6,0.8300316518736581,58636,8111.622656543969
20200807,S92000003,Female,"",45 to 64,"",3,3852,498.85387932709114,0,72,9.324371576207312,63277,8194.698058717639
20200807,S92000003,Female,"",60+,"",0,4677,613.6611441099944,0,1163,152.5952342527098,60966,7999.244240284354
20200807,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,16416,5367.79324055666
20200807,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,16962,8832.994844555538
20200807,S92000003,Female,"",85plus,"",0,1906,2312.4052168638154,0,623,755.8386411889596,14703,17838.03457688808
20200807,S92000003,Female,"",Total,d,23,11708,418.02521290436835,0,1210,43.20212740128849,197619,7055.835714805976
20200807,S92000003,Male,"",0 to 14,"",1,83,18.83448571642526,0,0,0,9519,2160.065898007856
20200807,S92000003,Male,"",0 to 59,"",21,3675,182.04695077549525,0,90,4.458292672052944,91041,4509.860257293024
20200807,S92000003,Male,"",15 to 19,"",2,93,64.49062805550355,0,0,0,3745,2596.9613125576425
20200807,S92000003,Male,"",20 to 24,"",7,260,150.0271202871288,0,0,0,8334,4808.946232588199
20200807,S92000003,Male,"",25 to 44,"",8,1447,204.25130674255158,0,12,1.693860180311416,38864,5485.848503968573
20200807,S92000003,Male,"",45 to 64,"",3,2341,323.88832009740173,0,134,18.53952793381112,39790,5505.132958853316
20200807,S92000003,Male,"",60+,"",2,3612,558.698967675274,0,1251,193.502881661619,47643,7369.350752201849
20200807,S92000003,Male,"",65 to 74,"",1,922,328.77024950167413,0,263,93.7815353784602,16441,5862.594004400245
20200807,S92000003,Male,"",75 to 84,"",1,1236,826.888597500602,0,510,341.1918970269475,14459,9673.124782573792
20200807,S92000003,Male,"",85plus,"",0,905,1972.2791265309681,0,422,919.6704877304625,7532,16414.592686222375
20200807,S92000003,Male,"",Total,d,23,7295,273.7118097922417,0,1341,50.3149468034813,138696,5203.938748587354
20200807,S92000003,Total,d,0 to 14,"",2,177,20.58642226590214,0,0,0,18370,2136.568231777527
20200807,S92000003,Total,d,0 to 59,"",44,10720,264.2117973032158,0,137,3.3765873349384856,228001,5619.454663892771
20200807,S92000003,Total,d,15 to 19,"",5,249,88.26031475967673,0,0,0,8942,3169.573231249114
20200807,S92000003,Total,d,20 to 24,"",16,875,256.03136750010975,0,0,0,21943,6420.681482348466
20200807,S92000003,Total,d,25 to 44,"",15,4446,310.62561788018627,0,18,1.2575935946566246,97656,6822.864448877073
20200807,S92000003,Total,d,45 to 64,"",6,6200,414.72958961838185,0,206,13.779725074417206,103206,6903.642262283019
20200807,S92000003,Total,d,60+,"",2,8293,588.7201140951365,0,2414,171.36987283560347,108697,7716.400607958405
20200807,S92000003,Total,d,65 to 74,"",1,1664,283.83165917003123,0,407,69.42276759747757,32875,5607.551559624265
20200807,S92000003,Total,d,75 to 84,"",1,2591,758.6982366342027,0,875,256.21804594941233,31445,9207.744519862023
20200807,S92000003,Total,d,85plus,"",0,2811,2190.770861422637,0,1045,814.4274458152457,22261,17349.25298688343
20200807,S92000003,Total,d,Total,d,46,19021,347.98755945847057,0,2551,46.67032564946945,336742,6160.665934870106
20200808,S92000003,Female,"",0 to 14,"",0,94,22.428532911486034,0,0,0,8949,2135.2440534562606
20200808,S92000003,Female,"",0 to 59,"",16,7047,345.67145466023686,0,47,2.3054574101080085,137530,6746.160800258604
20200808,S92000003,Female,"",15 to 19,"",3,159,115.29007417719866,0,0,0,5245,3803.1222582352643
20200808,S92000003,Female,"",20 to 24,"",4,619,367.4615471377773,0,0,0,13691,8127.489566822793
20200808,S92000003,Female,"",25 to 44,"",4,2993,414.0474556763098,0,6,0.8300316518736581,59016,8164.191327829301
20200808,S92000003,Female,"",45 to 64,"",5,3857,499.5014051309945,0,72,9.324371576207312,63578,8233.679112112617
20200808,S92000003,Female,"",60+,"",0,4677,613.6611441099944,0,1163,152.5952342527098,61328,8046.741639080125
20200808,S92000003,Female,"",65 to 74,"",0,741,242.29622266401591,0,144,47.08590561891807,16543,5409.3203934289
20200808,S92000003,Female,"",75 to 84,"",0,1355,705.6189137113993,0,365,190.07446753111492,17073,8890.79831276363
20200808,S92000003,Female,"",85plus,"",0,1906,2312.4052168638154,0,623,755.8386411889596,14763,17910.828025477706
20200808,S92000003,Female,"",Total,d,16,11724,418.59648070471593,0,1210,43.20212740128849,198875,7100.680237133264
20200808,S92000003,Male,"",0 to 14,"",1,84,19.061407231080985,0,0,0,9626,2184.346500076019
