Date,CA,CAName,NewPositive,TotalCases,CrudeRatePositive,NewDeaths,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210904,S12000005,Clackmannanshire,33,4641,9048.547475141353,0,96,187.170988496783,26242,51163.96958471437
20210904,S12000006,Dumfries and Galloway,167,8667,5844.628767954683,0,148,99.80443725133186,62232,41966.41715557354
20210904,S12000008,East Ayrshire,148,11076,9108.552631578948,0,239,196.54605263157896,52033,42790.29605263158
20210904,S12000010,East Lothian,62,8042,7453.197405004635,0,121,112.14087117701575,45269,41954.587581093605
20210904,S12000011,East Renfrewshire,172,10056,10468.4572142411,1,176,183.21882156985217,42770,44524.25567353737
20210904,S12000013,Na h-Eileanan Siar,11,598,2256.6037735849054,0,13,49.056603773584904,8619,32524.52830188679
20210904,S12000014,Falkirk,166,12435,7744.768310911809,0,261,162.55605381165918,71708,44661.18584952666
20210904,S12000017,Highland,171,9821,4171.515949539141,0,108,45.873508049101645,88905,37762.81697319798
20210904,S12000018,Inverclyde,156,6791,8812.613547884765,0,155,201.14196729820918,35398,45935.63457046457
20210904,S12000019,Midlothian,84,8302,8912.506709608158,0,162,173.91304347826087,41402,44446.59151905529
20210904,S12000020,Moray,37,3004,3138.6479991641418,0,33,34.47915578309477,34877,36440.288371121096
20210904,S12000021,North Ayrshire,161,11635,8666.666666666666,0,282,210.0558659217877,54578,40654.00372439479
20210904,S12000023,Orkney Islands,1,208,928.5714285714286,1,5,22.32142857142857,6416,28642.85714285714
20210904,S12000026,Scottish Borders,84,6086,5281.15237764665,1,122,105.86601874349184,44916,38976.049982644916
20210904,S12000027,Shetland Islands,16,521,2278.0935723655443,0,10,43.72540445999125,9155,40030.607783121995
20210904,S12000028,South Ayrshire,115,8339,7436.2404137685035,0,221,197.07508471553413,48476,43228.107722489745
20210904,S12000029,South Lanarkshire,462,33821,10542.048500716914,0,665,207.28134156224675,143494,44727.261392681256
20210904,S12000030,Stirling,72,6507,6916.4540816326535,0,126,133.92857142857142,42868,45565.47619047619
20210904,S12000033,Aberdeen City,193,14283,6235.484152623767,0,251,109.57827643412207,99299,43350.65048458919
20210904,S12000034,Aberdeenshire,191,11765,4511.465603190429,0,197,75.54260296034973,96203,36890.48239895698
20210904,S12000035,Argyll and Bute,84,4324,5061.453821842444,0,75,87.79117406063443,34037,39841.97588669085
20210904,S12000036,City of Edinburgh,469,43673,8277.358705128692,3,643,121.86801106857207,249240,47238.5428907168
20210904,S12000038,Renfrewshire,326,20133,11223.033613913818,0,385,214.61619934221528,83086,46315.8481520709
20210904,S12000039,West Dunbartonshire,164,9369,10605.6146705909,0,176,199.23024677382838,40649,46014.263074484945
20210904,S12000040,West Lothian,198,15514,8439.778043738439,0,260,141.44271570014143,75144,40879.12087912088
20210904,S12000041,Angus,99,7230,6242.445173545156,0,142,122.6040407528924,47317,40853.911241581765
20210904,S12000042,Dundee City,155,15462,10389.732562827576,0,259,174.03574788334902,64719,43488.106437306815
20210904,S12000045,East Dunbartonshire,132,10873,9998.16091954023,0,203,186.66666666666666,48936,44998.620689655174
20210904,S12000047,Fife,376,25748,6882.099804880657,3,406,108.51842942292787,155751,41630.182022291716
20210904,S12000048,Perth and Kinross,80,9518,6265.551971562109,1,238,156.671713514581,65328,43004.41050622079
20210904,S12000049,Glasgow City,942,75884,11938.204014851173,0,1242,195.39361902963944,288968,45460.95274054496
20210904,S12000050,North Lanarkshire,609,40723,11937.327783314768,1,733,214.8677962126986,151451,44395.556076684064
