Date,CA,CAName,NewPositive,TotalCases,CrudeRatePositive,NewDeaths,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20211002,S12000005,Clackmannanshire,21,5816,11339.442386430102,0,104,202.7685708715149,27975,54542.79586664067
20211002,S12000006,Dumfries and Galloway,81,11086,7475.891833569358,0,163,109.91975183761548,67530,45539.146267448916
20211002,S12000008,East Ayrshire,60,14112,11605.263157894737,0,257,211.3486842105263,56329,46323.19078947369
20211002,S12000010,East Lothian,39,9679,8970.342910101946,0,132,122.33549582947172,49911,46256.719184430025
20211002,S12000011,East Renfrewshire,51,12483,12995.003123048096,1,184,191.54694982302726,46550,48459.2962731626
20211002,S12000013,Na h-Eileanan Siar,16,786,2966.0377358490564,0,13,49.056603773584904,9810,37018.867924528306
20211002,S12000014,Falkirk,90,16153,10060.413552566019,0,275,171.27553562531142,78161,48680.24414549078
20211002,S12000017,Highland,73,13018,5529.456738733381,1,121,51.39531920316017,102877,43697.489699698424
20211002,S12000018,Inverclyde,16,8752,11357.383856735012,0,165,214.11886841422267,38781,50325.720218011935
20211002,S12000019,Midlothian,43,10426,11192.699946323135,1,171,183.57487922705315,45300,48631.239935587764
20211002,S12000020,Moray,49,3917,4092.571309163097,0,33,34.47915578309477,39391,41156.618953087454
20211002,S12000021,North Ayrshire,78,15025,11191.806331471136,0,299,222.71880819366854,59920,44633.14711359404
20211002,S12000023,Orkney Islands,0,324,1446.4285714285713,1,9,40.17857142857143,7149,31915.178571428572
20211002,S12000026,Scottish Borders,46,7568,6567.164179104478,0,132,114.54356126345019,49732,43155.154460256854
20211002,S12000027,Shetland Islands,2,652,2850.89637079143,0,11,48.09794490599038,9876,43183.20944468737
20211002,S12000028,South Ayrshire,53,11115,9911.717495987159,1,244,217.58516140538612,52852,47130.37274835027
20211002,S12000029,South Lanarkshire,183,41425,12912.22492363319,0,692,215.69727573093945,155688,48528.146624275294
20211002,S12000030,Stirling,48,8448,8979.591836734693,1,130,138.18027210884352,48312,51352.040816326524
20211002,S12000033,Aberdeen City,74,18116,7908.844844145639,1,265,115.69021217148347,112273,49014.66864576966
20211002,S12000034,Aberdeenshire,134,16821,6450.264590842857,0,207,79.37725285681417,110344,42313.06081754736
20211002,S12000035,Argyll and Bute,40,5935,6947.2082406648715,0,80,93.64391899801007,38584,45164.46213274026
20211002,S12000036,City of Edinburgh,167,52801,10007.391683408514,0,677,128.31204275804558,292631,55462.45403889163
20211002,S12000038,Renfrewshire,76,24754,13798.985450694017,1,408,227.43742683538662,89703,50004.459557388924
20211002,S12000039,West Dunbartonshire,46,12230,13844.238170704099,0,190,215.07810731265565,43975,49779.26194249491
20211002,S12000040,West Lothian,157,20102,10935.697965400936,1,284,154.4989663801545,82325,44785.65988466979
20211002,S12000041,Angus,25,8861,7650.664824728026,1,148,127.78449317907096,51310,44301.50233120359
20211002,S12000042,Dundee City,70,19058,12806.074452358554,1,280,188.14675446848543,70795,47570.89100927295
20211002,S12000045,East Dunbartonshire,62,13509,12422.068965517241,0,215,197.70114942528738,53515,49209.19540229885
20211002,S12000047,Fife,172,34564,9238.499986635663,0,431,115.20059872236924,175074,46794.96431721594
20211002,S12000048,Perth and Kinross,53,11777,7752.616680929497,0,251,165.22941215193205,71893,47326.04831808308
20211002,S12000049,Glasgow City,293,90613,14255.396136177711,4,1317,207.19275061355484,320275,50386.22490718016
20211002,S12000050,North Lanarkshire,194,50359,14761.974555900802,2,768,225.12751363076745,162575,47656.38740692971
