Date,Country,SIMDQuintile,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210827,S92000003,1,102037,9394.69465884305,2279,209.8308371228408,475903,43817.079806613125
20210827,S92000003,2,89285,8215.523967964196,1879,172.8954419645486,465401,42823.68897591426
20210827,S92000003,3,71373,6536.725290486016,1490,136.4622571956365,443120,40583.32577753722
20210827,S92000003,4,72640,6564.013590688932,1317,119.00889178052485,454434,41064.302754283235
20210827,S92000003,5,71402,6539.327365677369,1120,102.57481092348468,438832,40190.276274263066
