Date,Country,SIMDQuintile,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200318,S92000003,3,4,45,4.12134333812325,0,1,0.09158540751385,1193,109.26139116402307
20200318,S92000003,4,9,80,7.22908985758693,0,1,0.09036362321983663,1176,106.26762090652788
20200318,S92000003,5,11,94,8.608957345363892,0,1,0.09158465261025418,1257,115.1219083310895
20200319,S92000003,1,11,59,5.432215616607111,1,2,0.1841429022578682,1565,144.09182101678186
20200319,S92000003,2,10,54,4.968788646133914,1,2,0.1840292091160709,1339,123.20755550320948
20200319,S92000003,3,9,54,4.9456120057479005,0,1,0.09158540751385,1323,121.16749414082355
20200319,S92000003,4,9,89,8.042362466565459,0,1,0.09036362321983663,1278,115.48471047495121
20200319,S92000003,5,9,103,9.43321921885618,1,2,0.18316930522050837,1361,124.64671220255593
20200320,S92000003,1,10,69,6.352930127896452,3,5,0.4603572556446705,1672,153.9434662875778
20200320,S92000003,2,12,66,6.07296390083034,1,3,0.27604381367410635,1441,132.59304516812907
20200320,S92000003,3,23,77,7.05207637856645,0,1,0.09158540751385,1452,132.98201171011021
20200320,S92000003,4,20,109,9.849634930962193,1,2,0.18072724643967325,1396,126.14761801489193
20200320,S92000003,5,17,120,10.990158313230502,0,2,0.18316930522050837,1474,134.99577794751468
20200321,S92000003,1,6,75,6.905358834670057,2,7,0.6445001579025387,1771,163.05853994934228
20200321,S92000003,2,14,80,7.361168364642836,1,4,0.3680584182321418,1528,140.59831576467818
20200321,S92000003,3,15,92,8.4258574912742,1,2,0.1831708150277,1533,140.40042971873206
20200321,S92000003,4,11,120,10.843634786380393,1,3,0.27109086965950985,1483,134.00925323501772
20200321,S92000003,5,20,140,12.821851365435585,1,3,0.27475395783076256,1552,142.13938085111448
20200322,S92000003,1,11,86,7.918144797088333,0,7,0.6445001579025387,1857,170.9766847464306
20200322,S92000003,2,14,94,8.649372828455332,2,6,0.5520876273482127,1609,148.05149873387904
20200322,S92000003,3,15,107,9.79963860398195,0,2,0.1831708150277,1591,145.71238335453535
20200322,S92000003,4,14,134,12.108725511458108,1,4,0.3614544928793465,1556,140.60579773006577
20200322,S92000003,5,18,158,14.470375112420161,2,5,0.4579232630512709,1609,147.359706049899
20200323,S92000003,1,25,111,10.219931075311685,1,8,0.7365716090314728,1973,181.65697307738697
20200323,S92000003,2,31,125,11.501825569754432,1,7,0.6441022319062482,1727,158.90922207172721
20200323,S92000003,3,30,137,12.54720082939745,1,3,0.27475622254155,1718,157.3437301087943
20200323,S92000003,4,16,150,13.554543482975493,0,4,0.3614544928793465,1676,151.4494325164462
20200323,S92000003,5,30,188,17.217914690727785,1,6,0.5495079156615251,1704,156.06024804787313
20200324,S92000003,1,33,144,13.25828896256651,1,9,0.8286430601604069,2112,194.4549047843088
20200324,S92000003,2,35,160,14.722336729285672,3,10,0.9201460455803545,1848,170.04298922324952
20200324,S92000003,3,25,162,14.8368360172437,1,4,0.3663416300554,1853,169.70776012316406
20200324,S92000003,4,29,179,16.175088556350758,1,5,0.4518181160991831,1804,163.01597628858528
20200324,S92000003,5,40,228,20.881300795137953,1,7,0.6410925682717793,1850,169.43160732897024
20200325,S92000003,1,42,186,17.125289909981742,1,10,0.920714511289341,2237,205.96383617542557
20200325,S92000003,2,33,193,17.75881867970084,1,11,1.01216065013839,1958,180.16459572463341
20200325,S92000003,3,33,195,17.85915446520075,4,8,0.7326832601108,1989,182.16337554504764
20200325,S92000003,4,40,219,19.789633485144222,1,6,0.5421817393190197,1953,176.48015614834094
20200325,S92000003,5,35,263,24.08676363649685,4,11,1.0074311787127959,1996,182.80296661006733
20200326,S92000003,1,53,239,22.00507681981525,1,11,1.0127859624182751,2378,218.94591078460527
20200326,S92000003,2,38,231,21.25537365290619,4,15,1.3802190683705318,2109,194.05880101289677
20200326,S92000003,3,32,227,20.78988750564395,1,9,0.82426866762465,2132,195.26008881952822
20200326,S92000003,4,45,264,23.85599653003687,4,10,0.9036362321983662,2130,192.47451745825202
20200326,S92000003,5,47,310,28.3912423091788,2,13,1.1906004839333044,2138,195.80798728072347
20200327,S92000003,1,60,299,27.529363887551295,1,12,1.1048574135472091,2518,231.83591394265605
20200327,S92000003,2,51,282,25.948118485366,6,21,1.9323066957187447,2248,206.8488310464637
20200327,S92000003,3,43,270,24.7280600287395,2,11,1.00743948265235,2276,208.4483875015226
20200327,S92000003,4,52,316,28.554904937468372,1,11,0.9939998554182028,2245,202.8663341285332
20200327,S92000003,5,65,375,34.34424472884532,1,14,1.2821851365435586,2307,211.2857935718564
20200328,S92000003,1,42,341,31.39636483496653,9,21,1.933500473707616,2633,242.42413082248348
20200328,S92000003,2,41,323,29.72071727224545,7,28,2.5764089276249926,2376,218.62670042989222
20200328,S92000003,3,37,307,28.11672010675195,8,19,1.74012274276315,2405,220.26290507080924
20200328,S92000003,4,36,352,31.80799537338249,2,13,1.174727101857876,2361,213.34851442203427
20200328,S92000003,5,47,422,38.64872340152727,3,17,1.556939094374321,2440,223.4665523690202
20200329,S92000003,1,50,391,35.99993739141323,6,27,2.4859291804812207,2712,249.69777546166927
20200329,S92000003,2,48,371,34.13741829103115,3,31,2.852452741299099,2455,225.89585418997703
20200329,S92000003,3,38,345,31.59696559227825,3,22,2.0148789653047,2491,228.13925011700036
20200329,S92000003,4,24,376,33.976722330658575,2,15,1.3554543482975492,2439,220.39687703318154
20200329,S92000003,5,34,456,41.76260159027591,6,23,2.106447010035846,2510,229.877478051738
20200330,S92000003,1,67,458,42.168724617051815,7,34,3.130429338383759,2869,264.15299328891194
20200330,S92000003,2,73,444,40.854484423767744,5,36,3.3125257640892762,2598,239.0539426417761
20200330,S92000003,3,46,391,35.80989433791535,11,33,3.02231844795705,2656,243.2508423567856
20200330,S92000003,4,64,440,39.75999421672812,2,17,1.5361815947372226,2625,237.20451095207113
20200330,S92000003,5,63,519,47.53243470472192,5,28,2.564370273087117,2706,247.82806996334782
20200331,S92000003,1,84,542,49.90272651188228,12,46,4.2352867519309685,3034,279.34478272518606
20200331,S92000003,2,79,523,48.12363818385254,8,44,4.04864260055356,2781,255.89261527589662
20200331,S92000003,3,42,433,39.65648145349705,11,44,4.0297579306094,2844,260.4688989693894
20200331,S92000003,4,63,503,45.45290247957782,3,20,1.8072724643967324,2831,255.81941733535749
20200331,S92000003,5,69,588,53.85177573482946,4,32,2.930708883528134,2935,268.800955411096
20200401,S92000003,1,75,617,56.80808534655234,13,59,5.432215616607111,3194,294.0762149058155
20200401,S92000003,2,81,604,55.57682115305341,10,54,4.968788646133914,2946,271.07502502797246
20200401,S92000003,3,72,505,46.25063079449425,7,51,4.67085578320635,3017,276.31317446928546
20200401,S92000003,4,67,570,51.50726523530688,10,30,2.7109086965950984,3011,272.0848695149281
20200401,S92000003,5,88,676,61.91122516453183,6,38,3.480216799189659,3095,283.4544998287367
20200402,S92000003,1,68,685,63.06894402331986,8,67,6.168787225638585,3357,309.08386143983176
20200402,S92000003,2,91,695,63.95015016783464,9,63,5.796920087156233,3102,285.429303339026
20200402,S92000003,3,79,584,53.4858779880884,8,59,5.40353904331715,3152,288.6772044836552
20200402,S92000003,4,70,640,57.83271886069544,8,38,3.4338176823537916,3159,285.45868575146386
20200402,S92000003,5,45,721,66.03253453199328,3,41,3.754970757020421,3256,298.1996288989876
20200403,S92000003,1,91,776,71.44744607605286,18,85,7.826073345959399,3533,325.28843683852415
20200403,S92000003,2,89,784,72.1394499734998,11,74,6.809080737294623,3266,300.5196984865438
20200403,S92000003,3,71,655,59.988441921571756,10,69,6.31939311845565,3338,305.7120902812313
20200403,S92000003,4,71,711,64.24853610930384,11,49,4.427817537771995,3310,299.10359285765924
20200403,S92000003,5,53,774,70.88652112033674,8,49,4.487647977902455,3425,313.6774351901206
20200404,S92000003,1,56,832,76.60344733927316,5,90,8.286430601604069,3674,338.2705114477039
20200404,S92000003,2,64,848,78.02838466521406,9,83,7.637212178316942,3384,311.37742182439194
20200404,S92000003,3,42,697,63.835029037153454,2,71,6.50256393348335,3429,314.04636236499164
20200404,S92000003,4,46,757,68.40526277741633,4,53,4.789272030651341,3416,308.6821369189619
20200404,S92000003,5,42,816,74.73307652996742,7,56,5.128740546174234,3527,323.01906975636655
20200405,S92000003,1,61,893,82.21980585813814,13,103,9.483359466280213,3781,348.1221567184998
20200405,S92000003,2,46,894,82.2610564748837,15,98,9.017431246687474,3504,322.4191743713562
20200405,S92000003,3,58,755,69.14698267295675,5,76,6.9604909710526,3523,322.65539067129356
20200405,S92000003,4,32,789,71.2968987204511,8,61,5.512181016410034,3502,316.45340851586786
20200405,S92000003,5,28,844,77.29744680305454,6,62,5.67824846183576,3611,330.7121805756279
20200406,S92000003,1,101,994,91.51902242216049,20,123,11.324788488858895,3983,366.7205898465445
20200406,S92000003,2,88,982,90.35834167599081,14,112,10.30563571049997,3665,337.2335257051999
20200406,S92000003,3,75,830,76.0158882364955,14,90,8.2426866762465,3691,338.04173913362035
20200406,S92000003,4,57,846,76.44762524398178,8,69,6.235090002168728,3646,329.46577025952433
20200406,S92000003,5,78,922,84.44104970665435,7,69,6.319341030107538,3765,344.816217077607
20200407,S92000003,1,95,1089,100.26581027940922,17,140,12.890003158050773,4166,383.5696654031395
20200407,S92000003,2,71,1053,96.89137859961133,13,125,11.501825569754432,3822,351.6798186208115
20200407,S92000003,3,70,900,82.42686676246501,10,100,9.158540751385,3835,351.23003781561476
20200407,S92000003,4,67,913,82.50198799971083,6,75,6.777271741487747,3808,344.1046772211379
20200407,S92000003,5,44,966,88.47077442150554,3,72,6.594094987938302,3913,358.3707456639246
20200408,S92000003,1,77,1166,107.35531201633715,20,160,14.731432180629456,4340,399.59009789957395
20200408,S92000003,2,74,1127,103.70045933690596,17,142,13.066073847241034,4011,369.0705788822802
20200408,S92000003,3,59,959,87.83040580578216,9,109,9.98280941900965,3990,365.4257759802615
20200408,S92000003,4,72,985,89.00816887153907,5,80,7.22908985758693,3934,355.4904937468373
20200408,S92000003,5,55,1021,93.50793031506952,2,74,6.77726429315881,4038,369.81882724020636
20200409,S92000003,1,82,1248,114.90517100890975,20,180,16.572861203208138,4500,414.3215300802035
20200409,S92000003,2,69,1196,110.04946705141039,16,158,14.538307520169601,4182,384.80507626170424
20200409,S92000003,3,48,1007,92.22650536644694,7,116,10.623907271606601,4157,380.72053903507447
20200409,S92000003,4,54,1039,93.88780452541025,16,96,8.674907829104315,4104,370.8523096942095
20200409,S92000003,5,49,1070,97.99557829297197,7,81,7.418356861430588,4171,381.9995860373702
20200410,S92000003,1,73,1321,121.62638694132194,20,200,18.41429022578682,4678,430.7102483811537
20200410,S92000003,2,78,1274,117.22660620693718,11,169,15.55046817030799,4356,400.8156174548024
20200410,S92000003,3,56,1063,97.35528818722256,7,123,11.265005124203551,4330,396.5648145349705
20200410,S92000003,4,64,1103,99.6710764114798,14,110,9.93999855418203,4248,383.864671437866
20200410,S92000003,5,53,1123,102.84956488131544,5,86,7.87628012448186,4304,394.18034483453397
20200411,S92000003,1,47,1368,125.95374514438186,14,214,19.703290541591898,4807,442.58746557678614
20200411,S92000003,2,41,1315,120.99920499381662,15,184,16.930687238678523,4475,411.7653553972087
20200411,S92000003,3,29,1092,100.0112650051242,8,131,11.997688384314351,4426,405.35701365630007
20200411,S92000003,4,28,1131,102.20125786163521,7,117,10.572543916720885,4376,395.431215210005
20200411,S92000003,5,36,1159,106.14661237528459,6,92,8.425788040143384,4384,401.50711704335436
20200412,S92000003,1,56,1424,131.10974640760216,12,226,20.808147955139106,4925,453.45189681000045
20200412,S92000003,2,52,1367,125.78396443083447,8,192,17.666804075142807,4588,422.1630057122666
20200412,S92000003,3,36,1128,103.3083396756228,18,149,13.64622571956365,4508,412.86701707243583
20200412,S92000003,4,35,1166,105.36398467432949,4,121,10.933998409600232,4451,402.20848695149283
20200412,S92000003,5,41,1200,109.90158313230502,7,99,9.066880608415163,4456,408.1012120312926
20200413,S92000003,1,79,1503,138.38339104678795,10,236,21.728862466428446,5082,467.90711463724307
20200413,S92000003,2,73,1440,132.50103056357105,10,202,18.58695012072316,4760,437.9895176962487
20200413,S92000003,3,76,1204,110.2688306466754,7,156,14.2873235721606,4668,427.5206822746518
20200413,S92000003,4,74,1240,112.05089279259742,7,128,11.566543772139088,4589,414.67866695583024
20200413,S92000003,5,54,1254,114.84715437325875,7,106,9.707973176686943,4588,420.19038617584624
20200414,S92000003,1,82,1585,145.93325003936056,12,248,22.833719879975657,5261,484.3879043893223
20200414,S92000003,2,77,1517,139.58615511453976,14,216,19.875154584535657,4930,453.6320004711148
20200414,S92000003,3,55,1259,115.30602805993715,10,166,15.2031776472991,4800,439.60995606648
20200414,S92000003,4,69,1309,118.28598279476614,6,134,12.108725511458108,4720,426.51630159762885
20200414,S92000003,5,63,1317,120.61698748770475,9,115,10.532235050179231,4740,434.1112533726048
20200415,S92000003,1,79,1664,153.20689467854632,12,260,23.938577293522865,5461,502.8021946151091
20200415,S92000003,2,74,1591,146.3952358518344,10,226,20.795300630116014,5100,469.27448324598083
20200415,S92000003,3,62,1321,120.98432332579584,11,177,16.21061712995145,4981,456.1869148264869
20200415,S92000003,4,64,1373,124.06925468083568,7,141,12.741270873996964,4897,442.51066290753994
20200415,S92000003,5,50,1367,125.19622011821748,2,117,10.71540435539974,4905,449.22272105329677
20200416,S92000003,1,111,1775,163.42682575385803,11,271,24.95136325594114,5712,525.9121288484715
20200416,S92000003,2,91,1682,154.7685648666156,12,238,21.899475884812436,5328,490.2538130852129
20200416,S92000003,3,76,1397,127.94481429684846,4,181,16.57695876000685,5162,472.7638735864937
20200416,S92000003,4,88,1461,132.0212535241813,9,150,13.554543482975493,5092,460.1315694354081
20200416,S92000003,5,58,1425,130.5081299696122,7,124,11.35649692367152,5069,464.24260408137843
20200417,S92000003,1,92,1867,171.89739925771997,12,283,26.056220669488347,5919,544.970919232161
20200417,S92000003,2,88,1770,162.86585006772273,8,246,22.63559272127672,5548,510.49702608798066
20200417,S92000003,3,56,1453,133.07359711762405,5,186,17.034885797576102,5344,489.4324177540144
20200417,S92000003,4,98,1559,140.87688859972528,8,158,14.277452468734186,5297,478.6561121954746
20200417,S92000003,5,56,1481,135.63687051578646,5,129,11.81442018672279,5222,478.25505593074735
20200418,S92000003,1,60,1927,177.421686325456,15,298,27.43729243642236,6094,561.0834231797244
20200418,S92000003,2,64,1834,168.754784759437,9,255,23.46372416229904,5731,527.3356987221011
20200418,S92000003,3,49,1502,137.5612820858027,7,193,17.675983650173052,5474,501.33852073081493
20200418,S92000003,4,51,1610,145.48543338393696,14,172,15.5425431938119,5416,489.4093833586351
20200418,S92000003,5,40,1521,139.30025662019662,7,136,12.455512754994569,5346,489.6115528544189
20200419,S92000003,1,44,1971,181.4728301751291,18,316,29.094578556743176,6229,573.5130690821305
20200419,S92000003,2,40,1874,172.43536894175844,12,267,24.56789941699547,5872,540.3097579647841
20200419,S92000003,3,29,1531,140.21725890370433,6,199,18.22549609525615,5578,510.8634031122553
20200419,S92000003,4,23,1633,147.5637967179932,6,178,16.084724933130918,5510,497.9035639412998
20200419,S92000003,5,23,1544,141.40670363023247,4,140,12.821851365435585,5440,498.2205101997828
20200420,S92000003,1,72,2043,188.10197465641238,16,332,30.56772177480612,6453,594.1370741350117
20200420,S92000003,2,85,1959,180.25661032919146,14,281,25.85610388080796,6060,557.6085036216948
20200420,S92000003,3,52,1583,144.97970009442457,10,209,19.141350170394652,5766,528.0814597248591
20200420,S92000003,4,61,1694,153.07597773440324,10,188,16.988361165329287,5722,517.0606520639051
20200420,S92000003,5,77,1621,148.45872188122203,11,151,13.82928254414838,5649,517.3617025953258
20200421,S92000003,1,94,2137,196.75669106253216,11,343,31.580507737224398,6673,614.3927933833772
20200421,S92000003,2,86,2045,188.1698663211825,15,296,27.236322949178494,6282,578.0357458335786
20200421,S92000003,3,68,1651,151.20750780536633,6,215,19.69086261547775,5975,547.2228098952538
20200421,S92000003,4,65,1759,158.94961324369262,8,196,17.71127015108798,5919,534.862285838213
20200421,S92000003,5,86,1707,156.3350020057039,11,162,14.836713722861177,5839,534.7627865912741
20200422,S92000003,1,81,2218,204.2144786039758,11,354,32.59329369964267,6919,637.042370361095
20200422,S92000003,2,72,2117,194.79491784936104,6,302,27.788410576526704,6482,596.4386667451859
20200422,S92000003,3,61,1712,156.7942176637112,10,225,20.606716690616253,6188,566.7305016957039
20200422,S92000003,4,68,1827,165.0943396226415,12,208,18.795633629726016,6118,552.8446468589605
20200422,S92000003,5,52,1759,161.0974039414371,7,169,15.477806291132957,6032,552.4386245450532
20200423,S92000003,1,74,2292,211.02776598751694,11,365,33.60607966206094,7169,660.0602331433286
20200423,S92000003,2,80,2197,202.1560862140039,15,317,29.16862964489724,6733,619.5343324892527
20200423,S92000003,3,45,1757,160.91556100183445,7,232,21.247814543213202,6386,584.864412383446
20200423,S92000003,4,49,1876,169.5221571604135,11,219,19.789633485144222,6319,571.0077351261476
20200423,S92000003,5,63,1822,166.86723705588312,5,174,15.935729554184228,6215,569.1986159727297
20200424,S92000003,1,76,2368,218.02519627331594,4,369,33.974365466576685,7445,685.4719536549143
20200424,S92000003,2,62,2259,207.86099169660207,14,331,30.45683410870973,6955,639.9615747011366
20200424,S92000003,3,61,1818,166.5022708601793,9,241,22.07208321083785,6593,603.8225917388131
20200424,S92000003,4,55,1931,174.49215643750452,6,225,20.331815224463238,6526,589.7130051326538
20200424,S92000003,5,52,1874,171.62963899161633,5,179,16.3936528172355,6380,584.3100836534218
20200425,S92000003,1,45,2413,222.16841157411798,14,383,35.26336578238176,7605,700.2033858355438
20200425,S92000003,2,52,2311,212.6457511336199,14,345,31.745038572522233,7113,654.4998822213062
20200425,S92000003,3,35,1853,169.70776012316406,7,248,22.7131810634348,6746,617.8351590884321
20200425,S92000003,4,27,1958,176.93197426444013,5,230,20.783633340562425,6680,603.6290031085086
20200425,S92000003,5,25,1899,173.91925530687269,7,186,17.03474538550728,6483,593.7433028722779
20200426,S92000003,1,34,2447,225.29884091250173,11,394,36.27615174480003,7763,714.7506751139153
20200426,S92000003,2,50,2361,217.24648136152172,13,358,32.94122843177669,7281,669.9583357870562
20200426,S92000003,3,32,1885,172.63849316360725,4,252,23.0795226934902,6877,629.8328474727465
20200426,S92000003,4,36,1994,180.18506470035425,8,238,21.506542326321117,6821,616.3702739825056
20200426,S92000003,5,18,1917,175.56777905385727,7,193,17.67583795377906,6612,605.5577230590006
20200427,S92000003,1,97,2544,234.22977167200835,10,404,37.19686625608938,8180,753.144470234681
20200427,S92000003,2,92,2453,225.71182498086097,16,374,34.41346210470526,7727,710.99684941994
20200427,S92000003,3,79,1964,179.8737403572014,9,261,23.903791361114852,7245,663.5362774378433
20200427,S92000003,4,87,2081,188.04669992048002,19,257,23.223451167498013,7216,652.0639051543411
20200427,S92000003,5,75,1992,182.43662799962632,6,199,18.22534586944058,6910,632.8499495368565
20200428,S92000003,1,94,2638,242.88448807812816,9,413,38.02550931624978,8626,794.2083374381855
20200428,S92000003,2,86,2539,233.625080972852,11,385,35.42562275484365,8220,756.3600494670513
20200428,S92000003,3,64,2028,185.7352064380878,7,268,24.5448892137118,7631,698.8882447381894
20200428,S92000003,4,66,2147,194.01069905298922,9,266,24.036723776476542,7579,684.8659003831418
20200428,S92000003,5,67,2059,188.57279972451337,5,204,18.683269132491855,7206,659.9590067094916
20200429,S92000003,1,98,2736,251.9074902887637,7,420,38.670009474152316,9259,852.4895660028008
20200429,S92000003,2,88,2627,241.7223661739591,7,392,36.0697249867499,8911,819.9421412166539
20200429,S92000003,3,87,2115,193.70313689179275,8,276,25.2775724738226,8172,748.4359502031823
20200429,S92000003,4,75,2222,200.787970794477,8,274,24.759632762235235,8198,740.8009831562206
20200429,S92000003,5,74,2133,195.3500640176722,8,212,19.415946353373887,7711,706.20925627767
