Date,Country,SIMDQuintile,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210917,S92000003,1,130253,11992.582723897054,2357,217.01241031089765,508906,46855.71390822133
20210917,S92000003,2,113825,10473.562363818386,1941,178.60034744714682,504098,46384.37812849656
20210917,S92000003,3,91555,8385.101984930538,1529,140.03408808867664,487860,44680.85690970686
20210917,S92000003,4,93489,8448.004771199307,1367,123.52707294151666,502198,45380.43085375551
20210917,S92000003,5,92822,8501.070624589014,1142,104.58967328091029,493162,45166.07045057817
