Date,Country,SIMDQuintile,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20211001,S92000003,1,140877,12970.74982069085,2427,223.45741188992307,525764,48407.854431352906
20211001,S92000003,2,123694,11381.654496201638,2041,187.80180790295037,524395,48251.998557211
20211001,S92000003,3,99780,9138.391961731953,1580,144.70494387188302,513272,47008.22528544882
20211001,S92000003,4,102033,9220.071567989591,1411,127.50307236318947,527447,47662.02197643316
20211001,S92000003,5,101213,9269.557444641658,1173,107.42879751182817,521347,47747.38388439819
