Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210205,S92000003,Total,"",Dose 1,49607,"",814136,"",All vaccinations
20210205,S92000003,Total,4439078,Dose 1,49583,1.11696618081503,813767,18.33189234341,18 years and over
20210205,S92000003,Total,2875396,Dose 1,47607,1.65566760195813,697534,24.258710800182,40 years and over
20210205,S92000003,Total,4549217,Dose 1,49607,1.1,814130,17.9,16 years and over
20210205,S92000003,Total,"",Dose 2,949,"",12362,"",All vaccinations
20210205,S92000003,Total,4439078,Dose 2,947,0.0213332588433905,12355,0.278323561784677,18 years and over
20210205,S92000003,Total,2875396,Dose 2,703,0.0244488063557159,9062,0.315156590605259,40 years and over
20210205,S92000003,Total,4549217,Dose 2,949,0,12362,0.3,16 years and over
20210206,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,32423,"",371877,"",All vaccinations
20210206,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,19,"",239,"",All vaccinations
20210206,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210206,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210206,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,21423,"",496105,"",All vaccinations
20210206,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,287,"",12429,"",All vaccinations
20210206,S92000003,Total,"",Dose 1,53846,"",867982,"",All vaccinations
20210206,S92000003,Total,4439078,Dose 1,53834,1.21272931000537,867601,19.5446216534154,18 years and over
20210206,S92000003,Total,2875396,Dose 1,52347,1.82051446131246,749881,26.0792252614944,40 years and over
20210206,S92000003,Total,4549217,Dose 1,53843,1.2,867973,19.1,16 years and over
20210206,S92000003,Total,"",Dose 2,306,"",12668,"",All vaccinations
20210206,S92000003,Total,4439078,Dose 2,306,0.00689332334327083,12661,0.285216885127948,18 years and over
20210206,S92000003,Total,2875396,Dose 2,209,0.00726856405169931,9271,0.322425154656959,40 years and over
20210206,S92000003,Total,4549217,Dose 2,306,0,12668,0.3,16 years and over
20210207,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,10125,"",382002,"",All vaccinations
20210207,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",239,"",All vaccinations
20210207,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210207,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210207,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,15674,"",511779,"",All vaccinations
20210207,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,131,"",12560,"",All vaccinations
20210207,S92000003,Total,"",Dose 1,25799,"",893781,"",All vaccinations
20210207,S92000003,Total,4439078,Dose 1,25789,0.580953972874547,893390,20.12557562629,18 years and over
20210207,S92000003,Total,2875396,Dose 1,24150,0.839884315064777,774031,26.9191095765592,40 years and over
20210207,S92000003,Total,4549217,Dose 1,25799,0.6,893772,19.6,16 years and over
20210207,S92000003,Total,"",Dose 2,131,"",12799,"",All vaccinations
20210207,S92000003,Total,4439078,Dose 2,131,0.0029510632613349,12792,0.288167948389283,18 years and over
20210207,S92000003,Total,2875396,Dose 2,101,0.00351255966134752,9372,0.325937714318306,40 years and over
20210207,S92000003,Total,4549217,Dose 2,131,0,12799,0.3,16 years and over
20210208,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,22571,"",404573,"",All vaccinations
20210208,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,36,"",275,"",All vaccinations
20210208,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210208,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210208,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,33952,"",545731,"",All vaccinations
20210208,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1540,"",14100,"",All vaccinations
20210208,S92000003,Total,"",Dose 1,56523,"",950304,"",All vaccinations
20210208,S92000003,Total,4439078,Dose 1,56512,1.27305715285922,949902,21.3986327791492,18 years and over
20210208,S92000003,Total,2875396,Dose 1,55163,1.91844879800904,829194,28.8375583745682,40 years and over
20210208,S92000003,Total,4549217,Dose 1,56523,1.2,950295,20.9,16 years and over
20210208,S92000003,Total,"",Dose 2,1576,"",14375,"",All vaccinations
20210208,S92000003,Total,4439078,Dose 2,1575,0.0354803407374234,14367,0.323648289126706,18 years and over
20210208,S92000003,Total,2875396,Dose 2,1263,0.0439243846760585,10635,0.369862098994365,40 years and over
20210208,S92000003,Total,4549217,Dose 2,1576,0,14375,0.3,16 years and over
20210209,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,26153,"",430726,"",All vaccinations
20210209,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,61,"",336,"",All vaccinations
20210209,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210209,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210209,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,31986,"",577717,"",All vaccinations
20210209,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,728,"",14828,"",All vaccinations
20210209,S92000003,Total,"",Dose 1,58139,"",1008443,"",All vaccinations
20210209,S92000003,Total,4439078,Dose 1,58123,1.3093484728135,1008025,22.7079812519627,18 years and over
20210209,S92000003,Total,2875396,Dose 1,56534,1.96612918707545,885728,30.8036875616437,40 years and over
20210209,S92000003,Total,4549217,Dose 1,58139,1.3,1008434,22.2,16 years and over
20210209,S92000003,Total,"",Dose 2,789,"",15164,"",All vaccinations
20210209,S92000003,Total,4439078,Dose 2,789,0.017773961169414,15156,0.34142225029612,18 years and over
20210209,S92000003,Total,2875396,Dose 2,563,0.0195799117756302,11198,0.389442010769995,40 years and over
20210209,S92000003,Total,4549217,Dose 2,789,0,15164,0.3,16 years and over
20210210,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,30944,"",461670,"",All vaccinations
20210210,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,60,"",396,"",All vaccinations
20210210,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210210,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,33267,"",610984,"",All vaccinations
20210210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,419,"",15247,"",All vaccinations
20210210,S92000003,Total,"",Dose 1,64211,"",1072654,"",All vaccinations
20210210,S92000003,Total,4439078,Dose 1,64196,1.44615616125691,1072221,24.1541374132196,18 years and over
20210210,S92000003,Total,2875396,Dose 1,62469,2.17253553945265,948197,32.9762231010963,40 years and over
20210210,S92000003,Total,4549217,Dose 1,64210,1.4,1072644,23.6,16 years and over
20210210,S92000003,Total,"",Dose 2,479,"",15643,"",All vaccinations
20210210,S92000003,Total,4439078,Dose 2,479,0.0107905290242704,15635,0.35221277932039,18 years and over
20210210,S92000003,Total,2875396,Dose 2,363,0.0126243480897935,11561,0.402066358859788,40 years and over
20210210,S92000003,Total,4549217,Dose 2,479,0,15643,0.3,16 years and over
20210211,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,30020,"",491690,"",All vaccinations
20210211,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,91,"",487,"",All vaccinations
20210211,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210211,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,32838,"",643822,"",All vaccinations
20210211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,438,"",15685,"",All vaccinations
20210211,S92000003,Total,"",Dose 1,62858,"",1135512,"",All vaccinations
20210211,S92000003,Total,4439078,Dose 1,62831,1.41540653261781,1135052,25.5695439458374,18 years and over
20210211,S92000003,Total,2875396,Dose 1,60842,2.11595202886837,1009039,35.0921751299647,40 years and over
20210211,S92000003,Total,4549217,Dose 1,62855,1.4,1135499,25,16 years and over
20210211,S92000003,Total,"",Dose 2,529,"",16172,"",All vaccinations
20210211,S92000003,Total,4439078,Dose 2,528,0.0118943618472124,16163,0.364107141167603,18 years and over
20210211,S92000003,Total,2875396,Dose 2,401,0.0139459051901025,11962,0.416012264049891,40 years and over
20210211,S92000003,Total,4549217,Dose 2,529,0,16172,0.4,16 years and over
20210212,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,31291,"",522981,"",All vaccinations
20210212,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,100,"",587,"",All vaccinations
20210212,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210212,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,28022,"",671844,"",All vaccinations
20210212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,533,"",16218,"",All vaccinations
20210212,S92000003,Total,"",Dose 1,59313,"",1194825,"",All vaccinations
20210212,S92000003,Total,4439078,Dose 1,59286,1.33554760695802,1194338,26.9050915527954,18 years and over
20210212,S92000003,Total,2875396,Dose 1,57547,2.00135911714421,1066586,37.0935342471089,40 years and over
20210212,S92000003,Total,4549217,Dose 1,59313,1.3,1194812,26.3,16 years and over
20210212,S92000003,Total,"",Dose 2,633,"",16805,"",All vaccinations
20210212,S92000003,Total,4439078,Dose 2,633,0.014259717896374,16796,0.378366859063977,18 years and over
20210212,S92000003,Total,2875396,Dose 2,466,0.0162064633879994,12428,0.43221872743789,40 years and over
20210212,S92000003,Total,4549217,Dose 2,633,0,16805,0.4,16 years and over
20210213,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,28480,"",551461,"",All vaccinations
20210213,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,50,"",637,"",All vaccinations
20210213,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210213,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,26182,"",698026,"",All vaccinations
20210213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,378,"",16596,"",All vaccinations
20210213,S92000003,Total,"",Dose 1,54662,"",1249487,"",All vaccinations
20210213,S92000003,Total,4439078,Dose 1,54632,1.23070601597899,1248970,28.1357975687744,18 years and over
20210213,S92000003,Total,2875396,Dose 1,52911,1.84012915090652,1119497,38.9336633980154,40 years and over
20210213,S92000003,Total,4549217,Dose 1,54662,1.2,1249474,27.5,16 years and over
20210213,S92000003,Total,"",Dose 2,428,"",17233,"",All vaccinations
20210213,S92000003,Total,4439078,Dose 2,427,0.00961911459992368,17223,0.3879859736639,18 years and over
20210213,S92000003,Total,2875396,Dose 2,324,0.0112680131710554,12752,0.443486740608946,40 years and over
20210213,S92000003,Total,4549217,Dose 2,428,0,17233,0.4,16 years and over
20210214,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,11749,"",563210,"",All vaccinations
20210214,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,11,"",648,"",All vaccinations
20210214,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210214,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,17844,"",715870,"",All vaccinations
20210214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,250,"",16846,"",All vaccinations
20210214,S92000003,Total,"",Dose 1,29593,"",1279080,"",All vaccinations
20210214,S92000003,Total,4439078,Dose 1,29586,0.666489753052323,1278556,28.8022873218267,18 years and over
20210214,S92000003,Total,2875396,Dose 1,28195,0.980560590610824,1147692,39.9142239886263,40 years and over
20210214,S92000003,Total,4549217,Dose 1,29593,0.7,1279067,28.1,16 years and over
20210214,S92000003,Total,"",Dose 2,261,"",17494,"",All vaccinations
20210214,S92000003,Total,4439078,Dose 2,260,0.00585707212173339,17483,0.393843045785634,18 years and over
20210214,S92000003,Total,2875396,Dose 2,211,0.00733811968855768,12963,0.450824860297503,40 years and over
20210214,S92000003,Total,4549217,Dose 2,261,0,17494,0.4,16 years and over
20210215,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,19462,"",582672,"",All vaccinations
20210215,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,54,"",702,"",All vaccinations
20210215,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210215,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9958,"",725828,"",All vaccinations
20210215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2831,"",19677,"",All vaccinations
20210215,S92000003,Total,"",Dose 1,29420,"",1308500,"",All vaccinations
20210215,S92000003,Total,4439078,Dose 1,29413,0.662592547371323,1307969,29.4648798691981,18 years and over
20210215,S92000003,Total,2875396,Dose 1,28240,0.982125592440137,1175932,40.8963495810664,40 years and over
20210215,S92000003,Total,4549217,Dose 1,29419,0.6,1308486,28.8,16 years and over
20210215,S92000003,Total,"",Dose 2,2885,"",20379,"",All vaccinations
20210215,S92000003,Total,4439078,Dose 2,2883,0.064945918949836,20366,0.45878896473547,18 years and over
20210215,S92000003,Total,2875396,Dose 2,2226,0.0774154238233621,15189,0.528240284120865,40 years and over
20210215,S92000003,Total,4549217,Dose 2,2885,0.1,20379,0.4,16 years and over
20210216,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,21860,"",604532,"",All vaccinations
20210216,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,143,"",845,"",All vaccinations
20210216,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210216,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9811,"",735639,"",All vaccinations
20210216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3452,"",23129,"",All vaccinations
20210216,S92000003,Total,"",Dose 1,31671,"",1340171,"",All vaccinations
20210216,S92000003,Total,4439078,Dose 1,31659,0.713188639622913,1339628,30.178068508821,18 years and over
20210216,S92000003,Total,2875396,Dose 1,30388,1.05682834642602,1206320,41.9531779274924,40 years and over
20210216,S92000003,Total,4549217,Dose 1,31671,0.7,1340157,29.5,16 years and over
20210216,S92000003,Total,"",Dose 2,3595,"",23974,"",All vaccinations
20210216,S92000003,Total,4439078,Dose 2,3594,0.08096275848273,23960,0.5397517232182,18 years and over
20210216,S92000003,Total,2875396,Dose 2,2819,0.0980386701518678,18008,0.626278954272733,40 years and over
20210216,S92000003,Total,4549217,Dose 2,3595,0.1,23974,0.5,16 years and over
20210217,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,24748,"",629280,"",All vaccinations
20210217,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,131,"",976,"",All vaccinations
20210217,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210217,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,8782,"",744421,"",All vaccinations
20210217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3845,"",26974,"",All vaccinations
20210217,S92000003,Total,"",Dose 1,33530,"",1373701,"",All vaccinations
20210217,S92000003,Total,4439078,Dose 1,33520,0.755111759694243,1373148,30.9331802685152,18 years and over
20210217,S92000003,Total,2875396,Dose 1,31773,1.10499562495044,1238093,43.0581735524429,40 years and over
20210217,S92000003,Total,4549217,Dose 1,33530,0.7,1373687,30.2,16 years and over
20210217,S92000003,Total,"",Dose 2,3976,"",27950,"",All vaccinations
20210217,S92000003,Total,4439078,Dose 2,3975,0.0895456218611162,27935,0.629297345079316,18 years and over
20210217,S92000003,Total,2875396,Dose 2,3118,0.108437237862194,21126,0.734716192134927,40 years and over
20210217,S92000003,Total,4549217,Dose 2,3976,0.1,27950,0.6,16 years and over
20210218,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,22243,"",651523,"",All vaccinations
20210218,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,181,"",1157,"",All vaccinations
20210218,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210218,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7782,"",752203,"",All vaccinations
20210218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4801,"",31775,"",All vaccinations
20210218,S92000003,Total,"",Dose 1,30025,"",1403726,"",All vaccinations
20210218,S92000003,Total,4439078,Dose 1,29996,0.675725905244287,1403144,31.6089061737595,18 years and over
20210218,S92000003,Total,2875396,Dose 1,28200,0.98073447970297,1266293,44.0389080321458,40 years and over
20210218,S92000003,Total,4549217,Dose 1,30025,0.7,1403712,30.9,16 years and over
20210218,S92000003,Total,"",Dose 2,4982,"",32932,"",All vaccinations
20210218,S92000003,Total,4439078,Dose 2,4965,0.11184755032464,32900,0.741144895403955,18 years and over
20210218,S92000003,Total,2875396,Dose 2,3831,0.133233822402201,24957,0.867950014537128,40 years and over
20210218,S92000003,Total,4549217,Dose 2,4981,0.1,32931,0.7,16 years and over
20210219,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,20407,"",671930,"",All vaccinations
20210219,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,121,"",1278,"",All vaccinations
20210219,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210219,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5729,"",757932,"",All vaccinations
20210219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4568,"",36343,"",All vaccinations
20210219,S92000003,Total,"",Dose 1,26136,"",1429862,"",All vaccinations
20210219,S92000003,Total,4439078,Dose 1,26119,0.588387949029055,1429263,32.1972941227886,18 years and over
20210219,S92000003,Total,2875396,Dose 1,24543,0.853551997707446,1290836,44.8924600298533,40 years and over
20210219,S92000003,Total,4549217,Dose 1,26135,0.6,1429847,31.4,16 years and over
20210219,S92000003,Total,"",Dose 2,4689,"",37621,"",All vaccinations
20210219,S92000003,Total,4439078,Dose 2,4683,0.105494879792606,37583,0.846639775196561,18 years and over
20210219,S92000003,Total,2875396,Dose 2,3483,0.121131141588845,28440,0.989081156125974,40 years and over
20210219,S92000003,Total,4549217,Dose 2,4689,0.1,37620,0.8,16 years and over
20210220,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15736,"",687666,"",All vaccinations
20210220,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,11,"",1289,"",All vaccinations
20210220,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210220,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3875,"",761807,"",All vaccinations
20210220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2047,"",38390,"",All vaccinations
20210220,S92000003,Total,"",Dose 1,19611,"",1449473,"",All vaccinations
20210220,S92000003,Total,4439078,Dose 1,19606,0.441668292379634,1448869,32.6389624151682,18 years and over
20210220,S92000003,Total,2875396,Dose 1,17909,0.622835950248244,1308745,45.5152959801015,40 years and over
20210220,S92000003,Total,4549217,Dose 1,19611,0.4,1449458,31.9,16 years and over
20210220,S92000003,Total,"",Dose 2,2058,"",39679,"",All vaccinations
20210220,S92000003,Total,4439078,Dose 2,2058,0.0463609785635666,39641,0.893000753760128,18 years and over
20210220,S92000003,Total,2875396,Dose 2,1542,0.0536273960178007,29982,1.04270855214377,40 years and over
20210220,S92000003,Total,4549217,Dose 2,2058,0,39678,0.9,16 years and over
20210221,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,9705,"",697371,"",All vaccinations
20210221,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,10,"",1299,"",All vaccinations
20210221,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210221,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3808,"",765615,"",All vaccinations
20210221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1878,"",40268,"",All vaccinations
20210221,S92000003,Total,"",Dose 1,13513,"",1462986,"",All vaccinations
20210221,S92000003,Total,4439078,Dose 1,13512,0.30438753272639,1462381,32.9433499478946,18 years and over
20210221,S92000003,Total,2875396,Dose 1,12425,0.432114393982603,1321170,45.9474103740841,40 years and over
20210221,S92000003,Total,4549217,Dose 1,13513,0.3,1462971,32.2,16 years and over
20210221,S92000003,Total,"",Dose 2,1888,"",41567,"",All vaccinations
20210221,S92000003,Total,4439078,Dose 2,1885,0.0424637728825671,41526,0.935464526642695,18 years and over
20210221,S92000003,Total,2875396,Dose 2,1405,0.0488628348930026,31387,1.09157138703678,40 years and over
20210221,S92000003,Total,4549217,Dose 2,1888,0,41566,0.9,16 years and over
20210222,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,13487,"",710858,"",All vaccinations
20210222,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,110,"",1409,"",All vaccinations
20210222,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210222,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5558,"",771173,"",All vaccinations
20210222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6019,"",46287,"",All vaccinations
20210222,S92000003,Total,"",Dose 1,19045,"",1482031,"",All vaccinations
20210222,S92000003,Total,4439078,Dose 1,19037,0.428850315313225,1481418,33.3722002632078,18 years and over
20210222,S92000003,Total,2875396,Dose 1,17462,0.607290265410399,1338632,46.5547006394945,40 years and over
20210222,S92000003,Total,4549217,Dose 1,19045,0.4,1482016,32.6,16 years and over
20210222,S92000003,Total,"",Dose 2,6129,"",47696,"",All vaccinations
20210222,S92000003,Total,4439078,Dose 2,6127,0.138024157268694,47653,1.07348868391139,18 years and over
20210222,S92000003,Total,2875396,Dose 2,4290,0.149196841061196,35677,1.24076822809797,40 years and over
20210222,S92000003,Total,4549217,Dose 2,6129,0.1,47695,1,16 years and over
20210223,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,16087,"",726945,"",All vaccinations
20210223,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,129,"",1538,"",All vaccinations
20210223,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210223,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,6994,"",778167,"",All vaccinations
20210223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7087,"",53374,"",All vaccinations
20210223,S92000003,Total,"",Dose 1,23081,"",1505112,"",All vaccinations
20210223,S92000003,Total,4439078,Dose 1,23067,0.519634933200092,1504485,33.8918351964079,18 years and over
20210223,S92000003,Total,2875396,Dose 1,20814,0.723865512785022,1359446,47.2785661522795,40 years and over
20210223,S92000003,Total,4549217,Dose 1,23081,0.5,1505097,33.1,16 years and over
20210223,S92000003,Total,"",Dose 2,7216,"",54912,"",All vaccinations
20210223,S92000003,Total,4439078,Dose 2,7214,0.162511224177633,54867,1.23599990808902,18 years and over
20210223,S92000003,Total,2875396,Dose 2,5204,0.18098376710547,40881,1.42175199520344,40 years and over
20210223,S92000003,Total,4549217,Dose 2,7216,0.2,54911,1.2,16 years and over
20210224,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17623,"",744568,"",All vaccinations
20210224,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,170,"",1708,"",All vaccinations
20210224,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210224,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,10452,"",788619,"",All vaccinations
20210224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6744,"",60118,"",All vaccinations
20210224,S92000003,Total,"",Dose 1,28075,"",1533187,"",All vaccinations
20210224,S92000003,Total,4439078,Dose 1,28051,0.631910500333628,1532536,34.5237456967415,18 years and over
20210224,S92000003,Total,2875396,Dose 1,24846,0.864089676691489,1384292,48.142655828971,40 years and over
20210224,S92000003,Total,4549217,Dose 1,28075,0.6,1533172,33.7,16 years and over
20210224,S92000003,Total,"",Dose 2,6914,"",61826,"",All vaccinations
20210224,S92000003,Total,4439078,Dose 2,6911,0.155685482435767,61778,1.39168539052479,18 years and over
20210224,S92000003,Total,2875396,Dose 2,4957,0.172393645953462,45838,1.5941456411569,40 years and over
20210224,S92000003,Total,4549217,Dose 2,6914,0.2,61825,1.4,16 years and over
20210225,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17610,"",762178,"",All vaccinations
20210225,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,95,"",1803,"",All vaccinations
20210225,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210225,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9897,"",798516,"",All vaccinations
20210225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6543,"",66661,"",All vaccinations
20210225,S92000003,Total,"",Dose 1,27507,"",1560694,"",All vaccinations
20210225,S92000003,Total,4439078,Dose 1,27482,0.619092523267219,1560018,35.1428382200087,18 years and over
20210225,S92000003,Total,2875396,Dose 1,23476,0.816444065443508,1407768,48.9590998944145,40 years and over
20210225,S92000003,Total,4549217,Dose 1,27507,0.6,1560679,34.3,16 years and over
20210225,S92000003,Total,"",Dose 2,6638,"",68464,"",All vaccinations
20210225,S92000003,Total,4439078,Dose 2,6636,0.149490502307011,68414,1.5411758928318,18 years and over
20210225,S92000003,Total,2875396,Dose 2,4787,0.166481416820501,50625,1.76062705797741,40 years and over
20210225,S92000003,Total,4549217,Dose 2,6638,0.1,68463,1.5,16 years and over
20210226,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15895,"",778073,"",All vaccinations
20210226,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,131,"",1934,"",All vaccinations
20210226,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210226,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9801,"",808317,"",All vaccinations
20210226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6905,"",73566,"",All vaccinations
20210226,S92000003,Total,"",Dose 1,25696,"",1586390,"",All vaccinations
20210226,S92000003,Total,4439078,Dose 1,25471,0.573790323125658,1585489,35.7166285431344,18 years and over
20210226,S92000003,Total,2875396,Dose 1,21499,0.747688318409012,1429267,49.7067882128236,40 years and over
20210226,S92000003,Total,4549217,Dose 1,25696,0.6,1586375,34.9,16 years and over
20210226,S92000003,Total,"",Dose 2,7036,"",75500,"",All vaccinations
20210226,S92000003,Total,4439078,Dose 2,7030,0.158366219291484,75444,1.69954211212328,18 years and over
20210226,S92000003,Total,2875396,Dose 2,5048,0.175558427430517,55673,1.93618548540792,40 years and over
