Date,Country,SIMDQuintile,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200228,S92000003,1,0,0,0,0,0,0,64,5.892572872251782
20200228,S92000003,2,0,0,0,0,0,0,97,8.925416642129438
20200228,S92000003,3,0,0,0,0,0,0,137,12.54720082939745
20200228,S92000003,4,1,2,0.18072724643967325,0,0,0,193,17.440179281428467
20200228,S92000003,5,0,0,0,0,0,0,195,17.859007258999565
20200229,S92000003,1,0,0,0,0,0,0,80,7.365716090314728
20200229,S92000003,2,0,0,0,0,0,0,107,9.845562687709794
20200229,S92000003,3,0,0,0,0,0,0,143,13.09671327448055
20200229,S92000003,4,0,2,0.18072724643967325,0,0,0,212,19.157088122605366
20200229,S92000003,5,0,0,0,0,0,0,209,19.141192395543122
20200301,S92000003,1,0,0,0,0,0,0,97,8.930930759506607
20200301,S92000003,2,0,0,0,0,0,0,115,10.581679524174076
20200301,S92000003,3,1,1,0.09158540751385,0,0,0,154,14.1041527571329
20200301,S92000003,4,0,2,0.18072724643967325,0,0,0,221,19.970360731583895
20200301,S92000003,5,1,1,0.09158465261025418,0,0,0,235,21.522393363409734
20200302,S92000003,1,0,0,0,0,0,0,142,13.07414606030864
20200302,S92000003,2,0,0,0,0,0,0,150,13.802190683705318
20200302,S92000003,3,0,1,0.09158540751385,0,0,0,189,17.30964202011765
20200302,S92000003,4,1,3,0.27109086965950985,0,0,0,256,23.133087544278176
20200302,S92000003,5,0,1,0.09158465261025418,0,0,0,289,26.46796460436346
20200303,S92000003,1,0,0,0,0,0,0,199,18.322218774657888
20200303,S92000003,2,0,0,0,0,0,0,191,17.574789470584772
20200303,S92000003,3,0,1,0.09158540751385,0,0,0,228,20.8814729131578
20200303,S92000003,4,2,5,0.4518181160991831,0,0,0,292,26.386177980192297
20200303,S92000003,5,1,2,0.18316930522050837,0,0,0,330,30.22293536138388
20200304,S92000003,1,0,0,0,0,0,0,243,22.373362624330987
20200304,S92000003,2,1,1,0.09201460455803545,0,0,0,225,20.70328602555798
20200304,S92000003,3,1,2,0.1831708150277,0,0,0,264,24.1785475836564
20200304,S92000003,4,1,6,0.5421817393190197,0,0,0,319,28.825995807127885
20200304,S92000003,5,3,5,0.4579232630512709,0,0,0,369,33.794736813183796
