Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210917,S92000003,Female,"",0 to 14,"",38349,9150.125623644444,2,0.4772028279039582,183258,43725.61791801178
20210917,S92000003,Female,"",0 to 59,"",232270,11393.37431161249,256,12.557385042290427,1050110,51510.29533890469
20210917,S92000003,Female,"",15 to 19,"",26936,19531.15369834606,,,69608,50472.39926620406
20210917,S92000003,Female,"",20 to 24,"",28784,17087.25876060385,3,1.7809121832202452,109417,64954.0227838032
20210917,S92000003,Female,"",25 to 44,"",85505,11828.642732242855,35,4.841851302596339,405235,56059.646074503646
20210917,S92000003,Female,"",45 to 64,"",63821,8265.148866182317,362,46.880868202597874,357978,46359.99844593807
20210917,S92000003,Female,"",60+,"",37623,4936.449267660963,3687,483.76494298344016,291981,38310.32596073986
20210917,S92000003,Female,"",65 to 74,"",11078,3622.3448780998224,577,188.6706079313592,103208,33747.51491053678
20210917,S92000003,Female,"",75 to 84,"",8315,4330.052595948549,1161,604.5930323386971,71008,36977.55559027236
20210917,S92000003,Female,"",85plus,"",7105,8619.957537154989,1803,2187.4431301182894,42379,51415.22596299667
20210917,S92000003,Male,"",0 to 14,"",38257,8681.33638618411,1,0.22692151465572602,197191,44746.88039647727
20210917,S92000003,Male,"",0 to 59,"",219148,10855.84358327843,342,16.94151215380119,912613,45207.73167022505
20210917,S92000003,Male,"",15 to 19,"",25336,17569.188735636966,1,0.6934476135000381,59603,41331.558107442776
20210917,S92000003,Male,"",20 to 24,"",29501,17022.884906117644,4,2.3081095428789054,86105,49684.94304739703
20210917,S92000003,Male,"",25 to 44,"",79837,11269.392934626878,52,7.340060781349471,343487,48484.91264621895
20210917,S92000003,Male,"",45 to 64,"",57185,7911.812723096931,539,74.57317579346413,289529,40057.693904092535
20210917,S92000003,Male,"",60+,"",33638,5203.077484679088,4064,628.6136779159228,245795,38019.21726460243
20210917,S92000003,Male,"",65 to 74,"",11769,4196.634562239917,893,318.4293197451139,98014,34950.20307446539
20210917,S92000003,Male,"",75 to 84,"",7294,4879.71313120501,1551,1037.6247691937167,60214,40283.389975648264
20210917,S92000003,Male,"",85plus,"",3607,7860.785424748288,1365,2974.7635444362113,24265,52881.05304450159
20210917,S92000003,Total,d,Total,d,523095,9569.978046103184,8349,152.7442371020856,2507523,45874.91767288694
