Date,Country,SIMDQuintile,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210925,S92000003,1,137323,12643.527883378616,2404,221.33976851395758,519951,47872.64308594041
20210925,S92000003,2,120330,11072.117366468407,2001,184.12122372062893,517524,47619.76620929274
20210925,S92000003,3,96924,8876.824037872399,1559,142.78165031409216,504877,46239.365789370044
20210925,S92000003,4,99201,8964.161787031013,1392,125.78616352201257,518813,46881.8224535531
20210925,S92000003,5,98344,9006.801076302838,1162,106.42136633311534,512151,46905.17141899429
