Date,DailyCases,CumulativeCases,Deaths
20201209,996,103925,4254
20201210,891,104816,4277
20201211,864,105680,4297
20201212,677,106357,4320
20201213,721,107078,4346
20201214,1083,108161,4377
20201215,1033,109194,4409
20201216,1028,110222,4440
20201217,911,111133,4476
20201218,920,112053,4499
20201219,747,112800,4526
20201220,812,113612,4555
20201221,1305,114917,4580
20201222,1327,116244,4608
20201223,1314,117558,4643
20201224,1016,118574,4679
20201225,516,119090,4714
20201226,1050,120140,4748
20201227,1681,121821,4782
20201228,1804,123625,4813
20201229,3133,126758,4839
20201230,2963,129721,4871
20201231,2374,132095,4915
20210101,1159,133254,4950
20210102,2239,135493,4992
20210103,2224,137717,5034
20210104,2376,140093,5071
20210105,3049,143142,5111
20210106,2548,145690,5159
20210107,2197,147887,5203
20210108,1822,149709,5245
20210109,1497,151206,5283
20210110,1423,152629,5342
20210111,2087,154716,5390
20210112,1977,156693,5441
20210113,1712,158405,5492
20210114,1619,160024,5550
20210115,1535,161559,5608
20210116,1176,162735,5684
20210117,1198,163933,5727
20210118,1735,165668,5790
20210119,1548,167216,5860
20210120,1570,168786,5926
20210121,1241,170027,5984
20210122,1228,171255,6052
20210123,936,172191,6105
20210124,857,173048,6175
20210125,1318,174366,6227
20210126,1178,175544,6277
20210127,1112,176656,6338
20210128,1113,177769,6385
20210129,961,178730,6444
20210130,779,179509,6488
20210131,809,180318,6536
20210201,1095,181413,6579
20210202,1049,182462,6623
20210203,930,183392,6671
20210204,899,184291,6703
20210205,935,185226,6747
20210206,698,185924,6798
20210207,654,186578,6840
20210208,991,187569,6879
20210209,758,188327,6928
20210210,845,189172,6965
20210211,842,190014,7000
20210212,902,190916,7041
20210213,542,191458,7073
20210214,681,192139,7105
20210215,964,193103,7139
20210216,912,194015,7165
20210217,825,194840,7193
20210218,879,195719,7228
20210219,890,196609,7272
20210220,660,197269,7299
20210221,608,197877,7319
20210222,787,198664,7341
20210223,693,199357,7357
20210224,699,200056,7375
20210225,628,200684,7395
20210226,514,201198,7411
20210227,414,201612,7430
20210228,426,202038,7439
20210301,547,202585,7459
20210302,518,203103,7471
20210303,495,203598,7482
20210304,558,204156,7496
20210305,465,204621,7504
20210306,480,205101,7514
20210307,433,205534,7524
20210308,588,206122,7539
20210309,653,206775,7549
20210310,622,207397,7554
20210311,662,208059,7561
20210312,584,208643,7567
20210313,464,209107,7571
20210314,443,209550,7578
20210315,689,210239,7579
20210316,572,210811,7590
20210317,597,211408,7598
20210318,552,211960,7601
20210319,542,212502,7607
20210320,458,212960,7612
20210321,463,213423,7616
20210322,681,214104,7619
20210323,603,214707,7622
20210324,541,215248,7626
20210325,573,215821,7633
20210326,474,216295,7638
20210327,386,216681,7643
20210328,357,217038,7648
20210329,514,217552,7653
20210330,394,217946,7655
20210331,394,218340,7656
20210401,413,218753,7657
20210402,353,219106,7659
20210403,280,219386,7661
20210404,254,219640,7662
20210405,293,219933,7666
20210406,356,220289,7668
20210407,282,220571,7670
20210408,282,220853,7672
20210409,266,221119,7674
20210410,227,221346,7677
20210411,212,221558,7679
20210412,260,221818,7679
20210413,261,222079,7679
20210414,212,222291,7682
20210415,198,222489,7684
20210416,382,222871,7685
20210417,202,223073,7686
20210418,178,223251,7686
20210419,264,223515,7687
20210420,242,223757,7688
20210421,237,223994,7691
20210422,231,224225,7691
20210423,188,224413,7693
20210424,150,224563,7693
20210425,109,224672,7695
20210426,195,224867,7696
20210427,195,225062,7697
20210428,193,225255,7698
20210429,174,225429,7698
20210430,172,225601,7698
20210501,126,225727,7698
20210502,121,225848,7699
20210503,162,226010,7699
20210504,196,226206,7699
20210505,222,226428,7699
20210506,218,226646,7699
20210507,203,226849,7699
20210508,185,227034,7699
20210509,210,227244,7699
20210510,329,227573,7699
20210511,282,227855,7699
20210512,298,228153,7701
20210513,314,228467,7701
20210514,291,228758,7701
20210515,228,228986,7701
20210516,231,229217,7701
20210517,361,229578,7702
20210518,417,229995,7702
20210519,409,230404,7702
20210520,381,230785,7702
20210521,360,231145,7702
20210522,291,231436,7703
20210523,324,231760,7704
20210524,496,232256,7704
20210525,504,232760,7704
20210526,626,233386,7705
20210527,552,233938,7706
20210528,549,234487,7707
20210529,435,234922,7709
20210530,486,235408,7710
20210531,601,236009,7710
20210601,773,236782,7710
20210602,959,237741,7711
20210603,948,238689,7713
20210604,822,239511,7714
20210605,606,240117,7714
20210606,677,240794,7715
20210607,953,241747,7716
20210608,1026,242773,7716
20210609,1056,243829,7718
20210610,1040,244869,7720
20210611,865,245734,7720
20210612,706,246440,7720
20210613,855,247295,7723
20210614,1128,248423,7724
20210615,1279,249702,7730
20210616,1265,250967,7731
20210617,1164,252131,7732
20210618,1231,253362,7735
20210619,997,254359,7737
20210620,1548,255907,7740
20210621,3019,258926,7742
20210622,3243,262169,7746
20210623,2890,265059,7747
20210624,2947,268006,7749
20210625,2619,270625,7750
20210626,2291,272916,7758
20210627,2511,275427,7761
20210628,3922,279349,7764
20210629,3873,283222,7767
20210630,3907,287129,7768
20210701,3429,290558,7770
20210702,3078,293636,7772
20210703,2510,296146,7776
20210704,2406,298552,7782
20210705,3377,301929,7787
20210706,3091,305020,7800
20210707,2896,307916,7805
20210708,2728,310644,7817
20210709,2381,313025,7824
20210710,1811,314836,7832
20210711,1881,316717,7838
20210712,2577,319294,7845
20210713,2443,321737,7854
20210714,2208,323945,7862
20210715,1963,325908,7869
20210716,1749,327657,7874
20210717,1400,329057,7881
20210718,1386,330443,7889
20210719,1908,332351,7898
20210720,1598,333949,7904
20210721,1573,335522,7912
20210722,1378,336900,7921
20210723,1277,338177,7928
20210724,954,339131,7931
20210725,942,340073,7936
20210726,1372,341445,7943
20210727,1352,342797,7951
20210728,1286,344083,7960
20210729,1171,345254,7966
20210730,1033,346287,7973
20210731,769,347056,7979
20210801,873,347929,7989
20210802,1322,349251,7996
20210803,1366,350617,7999
20210804,1292,351909,8005
20210805,1331,353240,8012
20210806,1257,354497,8019
20210807,941,355438,8025
20210808,1040,356478,8031
20210809,1488,357966,8037
20210810,1522,359488,8042
20210811,1567,361055,8045
20210812,1394,362449,8049
20210813,1529,363978,8059
20210814,1470,365448,8065
20210815,1628,367076,8071
20210816,2749,369825,8074
20210817,3362,373187,8078
20210818,3704,376891,8085
20210819,3711,380602,8092
20210820,3422,384024,8099
20210821,3029,387053,8104
20210822,3645,390698,8108
20210823,5517,396215,8115
20210824,5593,401808,8119
20210825,6824,408632,8124
20210826,7221,415853,8129
20210827,6021,421874,8139
20210828,4735,426609,8147
20210829,4430,431039,8155
20210830,6519,437558,8161
20210831,6955,444513,8170
20210901,7491,452004,8178
20210902,7521,459525,8189
20210903,6130,465655,8199
20210904,4985,470640,8208
20210905,4899,475539,8224
20210906,7084,482623,8234
20210907,6656,489279,8250
20210908,6205,495484,8260
20210909,5513,500997,8276
20210910,4749,505746,8296
20210911,3610,509356,8312
20210912,3338,512694,8323
20210913,4970,517664,8337
20210914,4299,521963,8344
20210915,1083,523046,8349
20210916,49,523095,8349
