Date,Country,SIMDQuintile,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200228,S92000003,1,0,0,0,0,0,0,63,5.800501421122848
20200228,S92000003,2,0,0,0,0,0,0,92,8.465343619339261
20200228,S92000003,3,0,0,0,0,0,0,135,12.36403001436975
20200228,S92000003,4,1,2,0.18072724643967325,0,0,0,189,17.078724788549124
20200228,S92000003,5,0,0,0,0,0,0,189,17.309499343338043
20200229,S92000003,1,0,0,0,0,0,0,79,7.273644639185794
20200229,S92000003,2,0,0,0,0,0,0,101,9.29347506036158
20200229,S92000003,3,0,0,0,0,0,0,141,12.91354245945285
20200229,S92000003,4,0,2,0.18072724643967325,0,0,0,206,18.614906383286343
20200229,S92000003,5,0,0,0,0,0,0,203,18.5916844798816
20200301,S92000003,1,0,0,0,0,0,0,96,8.838859308377673
20200301,S92000003,2,0,0,0,0,0,0,109,10.029591896825863
20200301,S92000003,3,1,1,0.09158540751385,0,0,0,152,13.9209819421052
20200301,S92000003,4,0,2,0.18072724643967325,0,0,0,215,19.428178992264872
20200301,S92000003,5,1,1,0.09158465261025418,0,0,0,228,20.881300795137953
20200302,S92000003,1,0,0,0,0,0,0,137,12.61378880466397
20200302,S92000003,2,0,0,0,0,0,0,143,13.15808845179907
20200302,S92000003,3,0,1,0.09158540751385,0,0,0,187,17.126471205089953
20200302,S92000003,4,1,3,0.27109086965950985,0,0,0,250,22.590905804959156
20200302,S92000003,5,0,1,0.09158465261025418,0,0,0,279,25.552118078260918
20200303,S92000003,1,0,0,0,0,0,0,193,17.76979006788428
20200303,S92000003,2,0,0,0,0,0,0,181,16.654643425004416
20200303,S92000003,3,0,1,0.09158540751385,0,0,0,226,20.6983020981301
20200303,S92000003,4,2,5,0.4518181160991831,0,0,0,286,25.843996240873274
20200303,S92000003,5,1,2,0.18316930522050837,0,0,0,319,29.215504182671083
20200304,S92000003,1,0,0,0,0,0,0,236,21.728862466428446
20200304,S92000003,2,1,1,0.09201460455803545,0,0,0,213,19.59911077086155
20200304,S92000003,3,1,2,0.1831708150277,0,0,0,262,23.995376768628702
20200304,S92000003,4,1,6,0.5421817393190197,0,0,0,311,28.10308682136919
20200304,S92000003,5,3,5,0.4579232630512709,0,0,0,358,32.787305634471
20200305,S92000003,1,1,1,0.0920714511289341,0,0,0,286,26.332435022875156
20200305,S92000003,2,0,1,0.09201460455803545,0,0,0,251,23.0956657440669
20200305,S92000003,3,0,2,0.1831708150277,0,0,0,291,26.65135358653035
20200305,S92000003,4,1,7,0.6325453625388563,0,0,0,345,31.175450010843633
20200305,S92000003,5,0,5,0.4579232630512709,0,0,0,386,35.35167590755812
20200306,S92000003,1,0,1,0.0920714511289341,0,0,0,331,30.475650323677186
20200306,S92000003,2,1,2,0.1840292091160709,0,0,0,282,25.948118485366
20200306,S92000003,3,0,2,0.1831708150277,0,0,0,332,30.4063552945982
20200306,S92000003,4,4,11,0.9939998554182028,0,0,0,380,34.338176823537914
20200306,S92000003,5,1,6,0.5495079156615251,0,0,0,429,39.289815969799044
20200307,S92000003,1,0,1,0.0920714511289341,0,0,0,352,32.409150797384804
20200307,S92000003,2,0,2,0.1840292091160709,0,0,0,312,28.70855662210706
20200307,S92000003,3,1,3,0.27475622254155,0,0,0,358,32.787575889958305
20200307,S92000003,4,2,13,1.174727101857876,0,0,0,404,36.50690378081399
20200307,S92000003,5,2,8,0.7326772208820335,0,0,0,457,41.854186242886165
20200308,S92000003,1,0,1,0.0920714511289341,0,0,0,381,35.07922288012389
20200308,S92000003,2,0,2,0.1840292091160709,0,0,0,336,30.916907131499915
20200308,S92000003,3,0,3,0.27475622254155,0,0,0,382,34.9856256702907
20200308,S92000003,4,1,14,1.2650907250777126,0,0,0,421,38.043085375551215
20200308,S92000003,5,2,10,0.9158465261025418,0,0,0,476,43.59429464248099
20200309,S92000003,1,1,2,0.1841429022578682,0,0,0,431,39.68279543657059
20200309,S92000003,2,1,3,0.27604381367410635,0,0,0,389,35.79368117307579
20200309,S92000003,3,2,5,0.45792703756925,0,0,0,431,39.47331063846935
20200309,S92000003,4,7,21,1.897636087616569,0,0,0,481,43.46490276874142
20200309,S92000003,5,4,14,1.2821851365435586,0,0,0,548,50.188389630419294
20200310,S92000003,1,0,2,0.1841429022578682,0,0,0,507,46.68022572236959
20200310,S92000003,2,4,7,0.6441022319062482,0,0,0,466,42.878805724044526
20200310,S92000003,3,2,7,0.6410978525969501,0,0,0,502,45.9758745719527
20200310,S92000003,4,9,30,2.7109086965950984,0,0,0,551,49.79035639412997
20200310,S92000003,5,6,20,1.8316930522050836,0,0,0,607,55.5918841344243
20200311,S92000003,1,2,4,0.3682858045157364,0,0,0,610,56.1635851886498
20200311,S92000003,2,1,8,0.7361168364642836,0,0,0,547,50.33198869324539
20200311,S92000003,3,5,12,1.0990248901662,0,0,0,588,53.8522196181438
20200311,S92000003,4,7,37,3.343454059133955,0,0,0,625,56.477264512397895
20200311,S92000003,5,10,30,2.7475395783076255,0,0,0,683,62.55231773280361
20200312,S92000003,1,7,11,1.0127859624182751,0,0,0,738,67.94873093315337
20200312,S92000003,2,2,10,0.9201460455803545,0,0,0,649,59.71747835816501
20200312,S92000003,3,8,20,1.831708150277,0,0,0,684,62.6444187394734
20200312,S92000003,4,5,42,3.795272175233138,0,0,0,716,64.70035422540303
20200312,S92000003,5,16,46,4.212894020071692,0,0,0,783,71.71078299382903
20200313,S92000003,1,6,17,1.5652146691918796,0,0,0,860,79.18144797088333
20200313,S92000003,2,6,16,1.4722336729285672,0,0,0,753,69.28699723220069
20200313,S92000003,3,7,27,2.4728060028739502,0,0,0,785,71.89454489837225
20200313,S92000003,4,15,57,5.150726523530688,0,0,0,807,72.92344393840816
20200313,S92000003,5,13,59,5.403494504004997,0,0,0,893,81.78509478095698
20200314,S92000003,1,5,22,2.0255719248365502,1,1,0.0920714511289341,959,88.2965216326478
20200314,S92000003,2,5,21,1.9323066957187447,0,0,0,826,76.00406336493728
20200314,S92000003,3,1,28,2.5643914103878003,0,0,0,853,78.12235260931406
20200314,S92000003,4,6,63,5.692908262849707,1,1,0.09036362321983663,857,77.44162509939999
20200314,S92000003,5,2,61,5.586663809225505,0,0,0,935,85.63165019058766
20200315,S92000003,1,2,24,2.2097148270944182,0,1,0.0920714511289341,1049,96.58295223425188
20200315,S92000003,2,2,23,2.1163359048348154,0,0,0,883,81.2488958247453
20200315,S92000003,3,3,31,2.83914763292935,0,0,0,902,82.6100375774927
20200315,S92000003,4,0,63,5.692908262849707,0,1,0.09036362321983663,898,81.146533651413293
20200315,S92000003,5,5,66,6.044587072276776,0,0,0,970,88.83711303194656
20200316,S92000003,1,5,29,2.6700720827390887,0,1,0.0920714511289341,1186,109.19674103891583
20200316,S92000003,2,4,27,2.484394323066957,0,0,0,978,89.99028325775866
20200316,S92000003,3,5,36,3.2970746704986,1,1,0.09158540751385,995,91.12748047628075
20200316,S92000003,4,2,65,5.873635509289381,0,1,0.09036362321983663,987,89.18889611797874
20200316,S92000003,5,5,71,6.502510335328046,0,0,0,1049,96.07230058815664
20200317,S92000003,1,8,37,3.4066436917705616,0,1,0.0920714511289341,1322,121.71845839245088
20200317,S92000003,2,10,37,3.4045403686473117,1,1,0.09201460455803545,1092,100.47994817737472
20200317,S92000003,3,5,41,3.75500170806785,0,1,0.09158540751385,1092,100.0112650051242
20200317,S92000003,4,6,71,6.4158172486084,0,1,0.09036362321983663,1084,97.95416757030289
20200317,S92000003,5,12,83,7.601526166651098,1,1,0.09158465261025418,1154,105.68868911223332
20200318,S92000003,1,11,48,4.4194296541888365,0,1,0.0920714511289341,1436,132.21460382114935
20200318,S92000003,2,7,44,4.04864260055356,0,1,0.09201460455803545,1209,111.24565691066486
