Date,Country,SIMDQuintile,TotalPositive,CrudeRatePositive,TotalDeaths,CrudeRateDeaths,TotalNegative,CrudeRateNegative
20210904,S92000003,1,113802,10477.915281374959,2297,211.48812324316162,487902,44921.8451487092
20210904,S92000003,2,99246,9132.081443966787,1891,173.99961721924504,479398,44111.617395913076
20210904,S92000003,3,79849,7313.00320457341,1504,137.7444529008304,459219,42057.75925310268
20210904,S92000003,4,81629,7376.292199812045,1326,119.82216438950336,472011,42652.6241596183
20210904,S92000003,5,80380,7361.574376812231,1130,103.49065744958722,458762,42015.55840078543
