Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20201211,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,1,"",1,"",All vaccinations
20201211,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201211,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,1,"",1,"",All vaccinations
20201211,S92000003,Total,"",Dose 1,5272,"",15970,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 1,5270,0.118718346467442,15966,0.359669282675366,18 years and over
20201211,S92000003,Total,2875396,Dose 1,3467,0.120574696493979,10616,0.36920132044421,40 years and over
20201211,S92000003,Total,"",Dose 2,2,"",2,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 2,2,4.50544009364107e-05,2,4.50544009364107e-05,18 years and over
20201211,S92000003,Total,2875396,Dose 2,2,6.95556368583666e-05,2,6.95556368583666e-05,40 years and over
20201212,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201212,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,2133,"",18103,"",All vaccinations
20201212,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,1,"",2,"",All vaccinations
20201212,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201212,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",1,"",All vaccinations
20201212,S92000003,Total,"",Dose 1,2133,"",18103,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 1,2132,0.0480279913982138,18098,0.40769727407358,18 years and over
20201212,S92000003,Total,2875396,Dose 1,1324,0.0460458316002387,11940,0.415247152044449,40 years and over
20201212,S92000003,Total,"",Dose 2,1,"",3,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,3,6.7581601404616e-05,18 years and over
20201212,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,3,0.00010433345528755,40 years and over
20201213,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201213,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,1113,"",19216,"",All vaccinations
20201213,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",2,"",All vaccinations
20201213,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201213,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",1,"",All vaccinations
20201213,S92000003,Total,"",Dose 1,1113,"",19216,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 1,1113,0.0250727741211125,19211,0.432770048194693,18 years and over
20201213,S92000003,Total,2875396,Dose 1,709,0.024657473266291,12649,0.43990462531074,40 years and over
20201213,S92000003,Total,"",Dose 2,0,"",3,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 2,0,0,3,6.7581601404616e-05,18 years and over
20201213,S92000003,Total,2875396,Dose 2,0,0,3,0.00010433345528755,40 years and over
20201214,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201214,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,5698,"",24914,"",All vaccinations
20201214,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",2,"",All vaccinations
20201214,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201214,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,1,"",2,"",All vaccinations
20201214,S92000003,Total,"",Dose 1,5698,"",24914,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 1,5697,0.128337461067366,24908,0.561107509262059,18 years and over
20201214,S92000003,Total,2875396,Dose 1,3892,0.135355269326381,16541,0.575259894637121,40 years and over
20201214,S92000003,Total,"",Dose 2,1,"",4,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,4,9.01088018728213e-05,18 years and over
20201214,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,4,0.000139111273716733,40 years and over
20201215,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201215,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,7365,"",32279,"",All vaccinations
20201215,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,5,"",7,"",All vaccinations
20201215,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201215,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",2,"",All vaccinations
20201215,S92000003,Total,"",Dose 1,7365,"",32279,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 1,7362,0.165845249846928,32270,0.726952759108986,18 years and over
20201215,S92000003,Total,2875396,Dose 1,5179,0.18011432164474,21720,0.755374216281862,40 years and over
20201215,S92000003,Total,"",Dose 2,5,"",9,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 2,5,0.000112636002341027,9,0.000202744804213848,18 years and over
20201215,S92000003,Total,2875396,Dose 2,4,0.000139111273716733,8,0.000278222547433467,40 years and over
20201216,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201216,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,7167,"",39446,"",All vaccinations
20201216,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,2,"",9,"",All vaccinations
20201216,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201216,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",2,"",All vaccinations
20201216,S92000003,Total,"",Dose 1,7167,"",39446,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 1,7163,0.161362336953755,39433,0.888315096062741,18 years and over
20201216,S92000003,Total,2875396,Dose 1,4898,0.17034175466614,26618,0.925715970948002,40 years and over
20201216,S92000003,Total,"",Dose 2,2,"",11,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 2,2,4.50544009364107e-05,11,0.000247799205150259,18 years and over
20201216,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,9,0.00031300036586265,40 years and over
20201217,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201217,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,7084,"",46530,"",All vaccinations
20201217,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",9,"",All vaccinations
20201217,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201217,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",2,"",All vaccinations
20201217,S92000003,Total,"",Dose 1,7084,"",46530,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 1,7080,0.159492579314894,46513,1.04780767537763,18 years and over
20201217,S92000003,Total,2875396,Dose 1,5067,0.176219205980672,31685,1.10193517692867,40 years and over
20201217,S92000003,Total,"",Dose 2,0,"",11,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 2,0,0,11,0.000247799205150259,18 years and over
20201217,S92000003,Total,2875396,Dose 2,0,0,9,0.00031300036586265,40 years and over
20201218,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201218,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,8464,"",54994,"",All vaccinations
20201218,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",9,"",All vaccinations
20201218,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201218,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,7,"",9,"",All vaccinations
20201218,S92000003,Total,"",Dose 1,8464,"",54994,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 1,8454,0.190444952758208,54967,1.23825262813584,18 years and over
20201218,S92000003,Total,2875396,Dose 1,6238,0.216944031361246,37923,1.31887920828992,40 years and over
20201218,S92000003,Total,"",Dose 2,7,"",18,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 2,7,0.000157690403277437,18,0.000405489608427696,18 years and over
20201218,S92000003,Total,2875396,Dose 2,3,0.00010433345528755,12,0.0004173338211502,40 years and over
20201219,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201219,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,3355,"",58349,"",All vaccinations
20201219,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",9,"",All vaccinations
20201219,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201219,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",9,"",All vaccinations
20201219,S92000003,Total,"",Dose 1,3355,"",58349,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 1,3353,0.0755337031698925,58320,1.31378633130573,18 years and over
20201219,S92000003,Total,2875396,Dose 1,2360,0.0820756514928726,40283,1.40095485978279,40 years and over
20201219,S92000003,Total,"",Dose 2,0,"",18,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 2,0,0,18,0.000405489608427696,18 years and over
20201219,S92000003,Total,2875396,Dose 2,0,0,12,0.0004173338211502,40 years and over
20201220,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201220,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,2541,"",60890,"",All vaccinations
20201220,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,1,"",10,"",All vaccinations
20201220,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201220,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",9,"",All vaccinations
20201220,S92000003,Total,"",Dose 1,2541,"",60890,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 1,2539,0.0571965619887733,60859,1.37098289329451,18 years and over
20201220,S92000003,Total,2875396,Dose 1,1822,0.063365185177972,42105,1.46432004496076,40 years and over
20201220,S92000003,Total,"",Dose 2,1,"",19,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,19,0.000428016808895901,18 years and over
20201220,S92000003,Total,2875396,Dose 2,0,0,12,0.0004173338211502,40 years and over
20201221,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201221,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,9561,"",70451,"",All vaccinations
20201221,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,2,"",12,"",All vaccinations
20201221,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201221,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,9,"",18,"",All vaccinations
20201221,S92000003,Total,"",Dose 1,9561,"",70451,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 1,9554,0.215224873273234,70413,1.58620776656774,18 years and over
20201221,S92000003,Total,2875396,Dose 1,6932,0.241079837351099,49037,1.70539988231186,40 years and over
20201221,S92000003,Total,"",Dose 2,11,"",30,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 2,11,0.000247799205150259,30,0.00067581601404616,18 years and over
20201221,S92000003,Total,2875396,Dose 2,6,0.0002086669105751,18,0.0006260007317253,40 years and over
20201222,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201222,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,11790,"",82241,"",All vaccinations
20201222,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,3,"",15,"",All vaccinations
20201222,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201222,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,4,"",22,"",All vaccinations
20201222,S92000003,Total,"",Dose 1,11790,"",82241,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 1,11786,0.265505584718268,82199,1.85171335128601,18 years and over
20201222,S92000003,Total,2875396,Dose 1,8699,0.302532242515466,57736,2.00793212482733,40 years and over
20201222,S92000003,Total,"",Dose 2,7,"",37,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 2,7,0.000157690403277437,37,0.000833506417323597,18 years and over
20201222,S92000003,Total,2875396,Dose 2,4,0.000139111273716733,22,0.000765112005442033,40 years and over
20201223,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201223,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,10135,"",92376,"",All vaccinations
20201223,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,2,"",17,"",All vaccinations
20201223,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201223,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,3,"",25,"",All vaccinations
20201223,S92000003,Total,"",Dose 1,10135,"",92376,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 1,10128,0.228155486341984,92327,2.07986883762799,18 years and over
20201223,S92000003,Total,2875396,Dose 1,7600,0.264311420061793,65336,2.27224354488912,40 years and over
20201223,S92000003,Total,"",Dose 2,5,"",42,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 2,5,0.000112636002341027,42,0.000946142419664624,18 years and over
20201223,S92000003,Total,2875396,Dose 2,3,0.00010433345528755,25,0.000869445460729583,40 years and over
20201224,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201224,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,2816,"",95192,"",All vaccinations
20201224,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,1,"",18,"",All vaccinations
20201224,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201224,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",25,"",All vaccinations
20201224,S92000003,Total,"",Dose 1,2816,"",95192,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 1,2812,0.0633464877165934,95139,2.14321532534459,18 years and over
20201224,S92000003,Total,2875396,Dose 1,2186,0.0760243110861947,67522,2.34826785597532,40 years and over
20201224,S92000003,Total,"",Dose 2,1,"",43,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,43,0.00096866962013283,18 years and over
20201224,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,26,0.000904223279158766,40 years and over
20201225,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201225,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,16,"",95208,"",All vaccinations
20201225,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",18,"",All vaccinations
20201225,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201225,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",25,"",All vaccinations
20201225,S92000003,Total,"",Dose 1,16,"",95208,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 1,16,0.000360435207491285,95155,2.14357576055208,18 years and over
20201225,S92000003,Total,2875396,Dose 1,13,0.000452111639579383,67535,2.3487199676149,40 years and over
20201225,S92000003,Total,"",Dose 2,0,"",43,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 2,0,0,43,0.00096866962013283,18 years and over
20201225,S92000003,Total,2875396,Dose 2,0,0,26,0.000904223279158766,40 years and over
20201226,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201226,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,3,"",95211,"",All vaccinations
20201226,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",18,"",All vaccinations
20201226,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201226,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",25,"",All vaccinations
20201226,S92000003,Total,"",Dose 1,3,"",95211,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 1,3,6.7581601404616e-05,95158,2.14364334215348,18 years and over
20201226,S92000003,Total,2875396,Dose 1,1,3.47778184291833e-05,67536,2.34875474543332,40 years and over
20201226,S92000003,Total,"",Dose 2,0,"",43,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 2,0,0,43,0.00096866962013283,18 years and over
20201226,S92000003,Total,2875396,Dose 2,0,0,26,0.000904223279158766,40 years and over
20201227,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201227,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,471,"",95682,"",All vaccinations
20201227,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,0,"",18,"",All vaccinations
20201227,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201227,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",25,"",All vaccinations
20201227,S92000003,Total,"",Dose 1,471,"",95682,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 1,471,0.0106103114205247,95629,2.15425365357401,18 years and over
20201227,S92000003,Total,2875396,Dose 1,432,0.0150240175614072,67968,2.36377876299473,40 years and over
20201227,S92000003,Total,"",Dose 2,0,"",43,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 2,0,0,43,0.00096866962013283,18 years and over
20201227,S92000003,Total,2875396,Dose 2,0,0,26,0.000904223279158766,40 years and over
20201228,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201228,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201228,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,1737,"",97419,"",All vaccinations
20201228,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,1,"",19,"",All vaccinations
20201228,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201228,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",25,"",All vaccinations
20201228,S92000003,Total,"",Dose 1,1737,"",97419,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 1,1735,0.0390846928123363,97364,2.19333834638634,18 years and over
20201228,S92000003,Total,2875396,Dose 1,1334,0.0463936097845306,69302,2.41017237277926,40 years and over
20201228,S92000003,Total,"",Dose 2,1,"",44,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,44,0.000991196820601035,18 years and over
20201228,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,27,0.00093900109758795,40 years and over
20201229,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201229,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201229,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,7611,"",105030,"",All vaccinations
20201229,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,7,"",26,"",All vaccinations
20201229,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201229,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,2,"",27,"",All vaccinations
20201229,S92000003,Total,"",Dose 1,7611,"",105030,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 1,7607,0.171364413961638,104971,2.36470276034798,18 years and over
20201229,S92000003,Total,2875396,Dose 1,5569,0.193677670832122,74871,2.60385004361138,40 years and over
20201229,S92000003,Total,"",Dose 2,9,"",53,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 2,9,0.000202744804213848,53,0.00119394162481488,18 years and over
20201229,S92000003,Total,2875396,Dose 2,3,0.00010433345528755,30,0.0010433345528755,40 years and over
20201230,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201230,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201230,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,7701,"",112731,"",All vaccinations
20201230,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,24,"",50,"",All vaccinations
20201230,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201230,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,1,"",28,"",All vaccinations
20201230,S92000003,Total,"",Dose 1,7701,"",112731,"",All vaccinations
20201230,S92000003,Total,4439078,Dose 1,7698,0.173414389204245,112669,2.53811714955223,18 years and over
20201230,S92000003,Total,2875396,Dose 1,5843,0.203206793081718,80714,2.8070568366931,40 years and over
20201230,S92000003,Total,"",Dose 2,25,"",78,"",All vaccinations
20201230,S92000003,Total,4439078,Dose 2,25,0.000563180011705133,78,0.00175712163652002,18 years and over
20201230,S92000003,Total,2875396,Dose 2,22,0.000765112005442033,52,0.00180844655831753,40 years and over
20201231,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 1,0,"",0,"",All vaccinations
20201231,S92000003,Covid-19 mRNA Vaccine Moderna,"",Dose 2,0,"",0,"",All vaccinations
20201231,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 1,4220,"",116951,"",All vaccinations
20201231,S92000003,Covid-19 mRNA Vaccine Pfizer,"",Dose 2,9,"",59,"",All vaccinations
20201231,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 1,0,"",0,"",All vaccinations
20201231,S92000003,Covid-19 Vaccine AstraZeneca,"",Dose 2,0,"",28,"",All vaccinations
20201231,S92000003,Total,"",Dose 1,4220,"",116951,"",All vaccinations
20201231,S92000003,Total,4439078,Dose 1,4215,0.0949521499734855,116884,2.63306929952571,18 years and over
20201231,S92000003,Total,2875396,Dose 1,3247,0.112923576439558,83961,2.91998041313266,40 years and over
20201231,S92000003,Total,"",Dose 2,9,"",87,"",All vaccinations
