date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-11-16,AK,23240,849107,,143,559,,,14,,7165,A,2020-11-16 03:59:00,f9555880eaacb39588e3dbdc1822f7fca35ebf82,2020-11-16T03:59:00Z,98,559,872347,872347,872347,2,0,9,4387,578,4965,2,US-AK,2020-11-18 00:05:27,US
2020-11-16,AL,219232,1281958,,1262,22716,,2153,,1244,88038,A,2020-11-16 11:00:00,6a3bed8bae24c6fd056a322cdf8bdb75b8e91348,2020-11-16T11:00:00Z,3249,22716,1501190,1466603,1501190,1,1,441,6043,1410,7197,1,US-AL,2020-11-18 00:05:27,US
2020-11-16,AR,134348,1396858,,861,7949,346,,123,902,115625,A+,2020-11-16 00:00:00,43de65cf93ca926ad2da304f49f1e72c306610af,2020-11-16T00:00:00Z,2225,7949,1531206,1516866,1531206,5,42,73,10147,1308,11312,5,US-AR,2020-11-18 00:05:27,US
2020-11-16,AS,0,1768,,,,,,,,,D,2020-11-01 00:00:00,6d34dd5451bcb98bd8f892b4d1c5814819a71c0e,2020-11-01T00:00:00Z,0,,1768,1768,1768,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-11-16,AZ,276912,1718324,,1557,23122,374,,194,,45737,A+,2020-11-16 00:00:00,3fa72aa48704fd1d9ef5023f31ab1208aab31b55,2020-11-16T00:00:00Z,6302,23122,1995236,1987781,1995236,4,0,73,11929,1476,13283,4,US-AZ,2020-11-18 00:05:27,US
2020-11-16,CA,1029235,20039659,,4559,,1131,,,,,B,2020-11-16 02:59:00,8d179dd4a451eccee3decd5678f78ae4597d5c8e,2020-11-16T02:59:00Z,18263,,21068894,21068894,21068894,6,10,0,192219,9890,202109,6,US-CA,2020-11-18 00:05:27,US
2020-11-16,CO,163417,1299566,,1417,11124,,,,,9657,A,2020-11-15 01:59:00,76348c23dc21ab6c0c75f8752324a3fe5c5f2cde,2020-11-15T01:59:00Z,2234,11124,1462983,2523752,1462983,8,0,68,14476,4183,38301,8,US-CO,2020-11-18 00:05:27,US
2020-11-16,CT,93284,2699868,,757,12257,,,,,9800,C,2020-11-15 20:30:00,39effdf537c565b774f896701882c1803f6fa0f9,2020-11-15T20:30:00Z,4759,12257,2793152,2793152,2793152,9,22,0,81846,4639,86485,9,US-CT,2020-11-18 00:05:27,US
2020-11-16,DC,19064,571288,,101,,33,,18,,14271,A+,2020-11-15 00:00:00,4f008f04ee9b745fb7c85e5a74283ccf810d7374,2020-11-15T00:00:00Z,660,,590352,590352,590352,11,0,0,1645,87,1732,11,US-DC,2020-11-18 00:05:27,US
2020-11-16,DE,29200,353709,,141,,31,,,,15007,A+,2020-11-15 18:00:00,6d9d5cb35f59a1085897480573b79b27255aea9d,2020-11-15T18:00:00Z,736,,382909,628938,382909,10,0,0,2697,397,6597,10,US-DE,2020-11-18 00:05:27,US
2020-11-16,FL,877340,5748137,5136,3243,52649,,,,,,A,2020-11-15 23:59:00,31c36a48488f71cd0fe8d47f001ba24bc86a1431,2020-11-15T23:59:00Z,17775,52649,6630613,11073495,6625477,12,41,120,21642,4530,51327,12,US-FL,2020-11-18 00:05:27,US
2020-11-16,GA,387930,3512778,,2070,33265,,6229,,,,A+,2020-11-16 02:50:00,5ea423dfb8a9921aead74167bd2c4077ef84d66a,2020-11-16T02:50:00Z,8967,33265,3900708,3900708,3900708,13,10,24,12441,981,13422,13,US-GA,2020-11-18 00:05:27,US
2020-11-16,GU,6175,71958,,70,,18,,11,,3950,A,2020-11-16 06:30:00,2ecb3ad8550dac5dcefdafcd14f2c712c6a63ad5,2020-11-16T06:30:00Z,98,,78133,78133,78133,66,4,0,703,54,757,66,US-GU,2020-11-18 00:05:27,US
2020-11-16,HI,16853,295153,,63,1194,14,,1,,11958,B,2020-11-15 23:00:00,99f6b70b6eda3e9f7aa0adefc2e4c2007134efd3,2020-11-15T23:00:00Z,222,1194,312006,599994,312006,15,0,0,0,94,4879,84,US-UM,2020-11-18 00:05:27,US
2020-11-16,HI,16853,295153,,63,1194,14,,1,,11958,B,2020-11-15 23:00:00,99f6b70b6eda3e9f7aa0adefc2e4c2007134efd3,2020-11-15T23:00:00Z,222,1194,312006,599994,312006,15,0,0,0,94,4879,15,US-HI,2020-11-18 00:05:27,US
2020-11-16,IA,169353,823498,,1392,,271,,123,,108187,A+,2020-11-16 00:00:00,7c54ae0cb2b93a182cdedf2e7da13d54f257757d,2020-11-16T00:00:00Z,1991,,992851,992851,992851,19,6,0,2179,2071,4250,19,US-IA,2020-11-18 00:05:27,US
2020-11-16,ID,82245,359988,,395,3168,96,613,,,35215,A,2020-11-15 19:00:00,699a2a1403fe4633615509752947bf80c2b0b381,2020-11-15T19:00:00Z,759,3168,442233,430423,442233,16,0,20,1591,928,2469,16,US-ID,2020-11-18 00:05:27,US
2020-11-16,IL,585248,8576205,,5581,,1144,,514,,,A,2020-11-16 00:00:00,2fb3335bb643f78e6192cfec928cb9c67baab562,2020-11-16T00:00:00Z,11204,,9161453,9161453,9161453,17,42,0,78980,11632,90612,17,US-IL,2020-11-18 00:05:27,US
2020-11-16,IN,256744,1695458,,2768,21043,750,3969,232,,150235,A+,2020-11-15 23:59:00,1e8858e21a4ae4ac6ca1d391ee6a3113ab174e1b,2020-11-15T23:59:00Z,4936,21043,1952202,3569955,1952202,18,26,339,8766,5147,33873,18,US-IN,2020-11-18 00:05:27,US
2020-11-16,KS,122741,611015,,551,4431,163,1205,58,355,3006,A+,2020-11-16 10:00:00,a503c478dafbfd2edc769dfafc919a423d1dc236,2020-11-16T10:00:00Z,1266,4431,733756,733756,733756,20,10,104,19735,7234,26969,20,US-KS,2020-11-18 00:05:27,US
2020-11-16,KY,139097,2126562,,1442,8874,360,2236,128,,24568,B,2020-11-16 00:00:00,1447bec6c12e9ca41eb56300ae6635aa3426cd8b,2020-11-16T00:00:00Z,1664,8874,2265659,2241836,2265659,21,3,91,45378,1511,47738,21,US-KY,2020-11-18 00:05:27,US
2020-11-16,LA,205059,2832177,,818,,,,81,,176107,A,2020-11-16 13:00:00,3a06d4ee49faa4ac99c07bc0bee8f0f6c57ad752,2020-11-16T13:00:00Z,6139,,3037236,3037236,3037236,22,7,0,7094,546,7640,22,US-LA,2020-11-18 00:05:27,US
2020-11-16,MA,190439,2869642,,781,13588,159,,74,,137422,A+,2020-11-16 08:00:00,477dbfabf6e7cd7c0d8d0066802317d6b64016d0,2020-11-16T08:00:00Z,10340,13588,3060081,7321731,3060081,25,11,0,14993,2164,53265,25,US-MA,2020-11-18 00:05:27,US
2020-11-16,MD,167656,1955619,,985,18688,237,,,,8380,A,2020-11-16 10:00:00,07d6a2bd326385aca2098d8bcebd4930f9be0142,2020-11-16T10:00:00Z,4309,18688,2123275,3894566,2123275,24,7,112,11083,1726,34833,24,US-MD,2020-11-18 00:05:27,US
2020-11-16,ME,9117,747055,,69,577,28,,7,,6830,A+,2020-11-15 23:59:00,757f98a65def34ce4ddadbd23f1539f65f33055a,2020-11-15T23:59:00Z,165,577,756172,756172,756172,23,0,3,21284,173,21457,23,US-ME,2020-11-18 00:05:27,US
2020-11-16,MI,288954,5519516,,3580,,749,,343,,138862,A+,2020-11-16 00:00:00,37c1ecb30ecd2c64cd1e29064cb0fb8d19de598d,2020-11-16T00:00:00Z,8431,,5808470,5808470,5808470,26,55,0,102724,13162,115886,71,US-UM,2020-11-18 00:05:27,US
2020-11-16,MI,288954,5519516,,3580,,749,,343,,138862,A+,2020-11-16 00:00:00,37c1ecb30ecd2c64cd1e29064cb0fb8d19de598d,2020-11-16T00:00:00Z,8431,,5808470,5808470,5808470,26,55,0,102724,13162,115886,26,US-MI,2020-11-18 00:05:27,US
2020-11-16,MN,231018,1945267,,1558,13251,324,3203,,,179614,A,2020-11-14 17:00:00,9bf90521604d7791d2f804b9d6df8ba7e00a11d9,2020-11-14T17:00:00Z,2917,13251,2176285,3413692,2176285,27,12,177,17566,7437,49157,27,US-MN,2020-11-18 00:05:27,US
2020-11-16,MO,243169,1435403,,2525,,559,,275,,,A+,2020-11-16 00:59:00,d91aa11955a293f07a3e50dbf12bf9c076b8399c,2020-11-16T00:59:00Z,3386,,1678572,2801747,1678572,29,12,0,5381,3718,16348,29,US-MO,2020-11-18 00:05:27,US
2020-11-16,MP,102,16467,,,4,,,,,29,D,2020-11-16 00:00:00,c9e8e37de31836c36e66f6c8b3c45ae653fbf338,2020-11-16T00:00:00Z,2,4,16569,16569,16569,69,0,0,0,2,2,69,US-MP,2020-11-18 00:05:27,US
2020-11-16,MS,134898,906991,,807,7091,180,,96,,116683,A+,2020-11-15 00:00:00,2341f0108612c80a37b46200fbb19dc6bd501691,2020-11-15T00:00:00Z,3545,7091,1041889,1041889,1041889,28,2,177,33128,589,33717,28,US-MS,2020-11-18 00:05:27,US
2020-11-16,MT,48027,525307,,453,2066,,,,,27496,B,2020-11-16 01:59:00,576f58e54645f5b0fc0233e1b9f10ee022f6d67e,2020-11-16T01:59:00Z,522,2066,573334,573334,573334,30,2,19,-96,869,773,30,US-MT,2020-11-18 00:05:27,US
2020-11-16,NC,314207,4345622,,1424,,360,,,,276132,A+,2020-11-16 11:40:00,699dd8a93fac4e76a66343b036b51b749e6bd77f,2020-11-16T11:40:00Z,4814,,4659829,4659829,4659829,37,8,0,25248,1972,27220,37,US-NC,2020-11-18 00:05:27,US
2020-11-16,ND,64885,260606,,400,2195,39,369,,,53242,B,2020-11-16 01:59:00,ef754e47ffddcfbcd973c19331552ebfe565fe5c,2020-11-16T01:59:00Z,595,2195,325491,970684,325491,38,25,17,742,1089,7759,38,US-ND,2020-11-18 00:05:27,US
2020-11-16,NE,98161,566819,,914,3575,,,,,53528,A,2020-11-15 22:00:00,03075c91fe850cd0d771e8882776cfe9da187799,2020-11-15T22:00:00Z,779,3575,664980,1137246,664980,31,0,24,2410,1327,7014,31,US-NE,2020-11-18 00:05:27,US
2020-11-16,NH,15029,372579,,74,817,,268,,,11185,B,2020-11-16 09:00:00,7e928432cc9a10349a858a05fd879e0b59ddbd42,2020-11-16T09:00:00Z,500,817,387608,717889,387608,33,1,13,2498,358,27530,33,US-NH,2020-11-18 00:05:27,US
2020-11-16,NJ,281493,5059796,,2115,39106,417,,137,,39643,A,2020-11-16 00:00:00,61f80592740372c1f81afd291ec7598931f932d8,2020-11-16T00:00:00Z,16580,39106,5341289,5341289,5341289,34,14,88,0,2219,2219,34,US-NJ,2020-11-18 00:05:27,US
2020-11-16,NM,64201,1308666,,506,5570,,,,,25089,A,2020-11-15 17:30:00,88f1d6d117de7cbb1adce8052383ec593a145a19,2020-11-15T17:30:00Z,1215,5570,1372867,1372867,1372867,35,7,47,11385,1030,12415,35,US-NM,2020-11-18 00:05:27,US
2020-11-16,NV,122097,765062,,1157,,251,,146,,2621,A+,2020-11-16 00:00:00,2e27a382412d916c9165ab8e106f5d55cc2fdfe5,2020-11-16T00:00:00Z,1917,,887159,1435791,887159,32,8,0,2722,1914,9709,32,US-NV,2020-11-18 00:05:27,US
2020-11-16,NY,563690,16313153,,1968,89995,391,,158,,81908,B,2020-11-15 23:59:00,9bd5e6ff06980840632263f30df88b28c5b3906a,2020-11-15T23:59:00Z,26159,89995,16876843,16876843,16876843,36,26,0,121075,3490,124565,36,US-NY,2020-11-18 00:05:27,US
2020-11-16,OH,305364,5013475,,3387,22478,850,4223,407,,205198,A+,2020-11-16 14:00:00,914de5306e36593d49a8c9770130e0b44687ad68,2020-11-16T14:00:00Z,5742,22478,5318839,5318839,5318839,39,20,213,49545,7268,56813,39,US-OH,2020-11-18 00:05:27,US
2020-11-16,OK,156857,1653599,7999,1247,10417,362,,,,126162,A+,2020-11-16 00:00:00,952b9cd8673ab437682d3eac71343e746eebae58,2020-11-16T00:00:00Z,1538,10417,1818455,1810456,1810456,40,10,45,0,2729,2729,40,US-OK,2020-11-18 00:05:27,US
2020-11-16,OR,57646,905336,,413,3754,93,,40,,5870,A+,2020-11-16 03:01:00,72463d62daa1207acd581e5f5e040f6f992637f2,2020-11-16T03:01:00Z,765,3754,962982,962982,962982,41,4,126,4237,766,5003,41,US-OR,2020-11-18 00:05:27,US
2020-11-16,PA,269613,2573621,,2575,,558,,269,,183336,A+,2020-11-16 12:00:00,db9d83a730090e4c01e49b17aa9cf5a5ed5ca4db,2020-11-16T12:00:00Z,9325,,2843234,2843234,2843234,42,13,0,14125,4476,18601,95,US-UM,2020-11-18 00:05:27,US
2020-11-16,PA,269613,2573621,,2575,,558,,269,,183336,A+,2020-11-16 12:00:00,db9d83a730090e4c01e49b17aa9cf5a5ed5ca4db,2020-11-16T12:00:00Z,9325,,2843234,2843234,2843234,42,13,0,14125,4476,18601,42,US-PA,2020-11-18 00:05:27,US
2020-11-16,PR,43016,305972,,533,,83,,66,,35461,B,2020-11-16 00:00:00,5e7e9504359b2d166c99040913eabcac06ec6d67,2020-11-16T00:00:00Z,942,,348988,348988,348988,72,7,0,0,537,537,72,US-PR,2020-11-18 00:05:27,US
2020-11-16,RI,43923,441477,,256,3857,21,,12,,3172,A+,2020-11-16 13:00:00,1dd8d4f0152a3013706b3b43ff87fc337a0e3d70,2020-11-16T13:00:00Z,1270,3857,485400,1355717,485400,44,5,0,1336,481,6195,44,US-RI,2020-11-18 00:05:27,US
2020-11-16,SC,196617,1908916,,769,11233,210,,102,,102038,A+,2020-11-15 11:59:00,6bf6475eaa15f70fa530b7b6fbfd98e42bba8a43,2020-11-15T11:59:00Z,4143,11233,2105533,2105533,2105533,45,31,22,13834,1110,14944,45,US-SC,2020-11-18 00:05:27,US
2020-11-16,SD,66278,229869,,560,3698,97,,48,,47495,A+,2020-11-15 14:00:00,8c09cfdbaf5352d3b95e76bc7f85df378dbb2019,2020-11-15T14:00:00Z,644,3698,296147,296147,296147,46,0,54,1136,897,2033,46,US-SD,2020-11-18 00:05:27,US
2020-11-16,TN,318888,3842958,,1999,11201,541,,237,,271864,A+,2020-11-16 15:00:00,3a8062d8d5c4b1f1fbdf90a2b935abb1e6376d4d,2020-11-16T15:00:00Z,3923,11201,4161846,4161846,4161846,47,30,60,53566,7951,61517,47,US-TN,2020-11-18 00:05:27,US
2020-11-16,TX,1027889,8350722,,7468,,2047,,,,875521,A,2020-11-16 17:55:00,544cb72a4931aba80571cfd97cb1722bc280cb25,2020-11-16T17:55:00Z,19579,,9378611,9378611,9378611,48,20,0,0,7168,7168,48,US-TX,2020-11-18 00:05:27,US
2020-11-16,UT,155779,1042778,,519,6859,198,1303,,487,105481,A+,2020-11-16 10:21:00,e006b8c526ef984197ae2a4ebaf6f54ccc18c70b,2020-11-16T10:21:00Z,723,6859,1198557,1615313,1198557,49,5,90,7318,1971,13520,49,US-UT,2020-11-18 00:05:27,US
2020-11-16,VA,204637,2752608,266,1337,23699,263,,118,,22362,A+,2020-11-15 17:00:00,50481822c2133201773bea7eabeaa40cf1dba300,2020-11-15T17:00:00Z,3806,23699,2957511,2938133,2957245,51,6,163,15325,2677,17396,51,US-VA,2020-11-18 00:05:27,US
2020-11-16,VI,1434,24635,41,,,,,,,1370,D,2020-11-16 06:55:00,8978d6d0f6c0b835efee45b80c552937481a295c,2020-11-16T06:55:00Z,23,,26110,26069,26069,78,0,0,0,0,0,78,US-VI,2020-11-18 00:05:27,US
2020-11-16,VT,3008,198168,,20,,1,,,,2050,B,2020-11-15 23:59:00,0edfc2b95b304646ffb3cb33a4a8c6b5e4b8f923,2020-11-15T23:59:00Z,59,,201176,477590,201176,50,0,0,753,119,2662,50,US-VT,2020-11-18 00:05:27,US
2020-11-16,WA,130040,2648055,,572,9425,,,84,,,B,2020-11-15 02:59:00,1b7cfb484cfd4fce353dbb4f6598c9404c75e5fa,2020-11-15T02:59:00Z,2519,9425,2778095,2778095,2778095,53,0,144,27004,2309,29313,53,US-WA,2020-11-18 00:05:27,US
2020-11-16,WI,334562,2009148,197,2278,14499,456,1666,,,243841,A+,2020-11-16 00:00:00,de47e34149ae06e94d29fff9aa29ef674ef474f8,2020-11-16T00:00:00Z,2764,14499,2343907,3893526,2343710,55,13,118,7909,4638,28350,79,US-UM,2020-11-18 00:05:27,US
2020-11-16,WI,334562,2009148,197,2278,14499,456,1666,,,243841,A+,2020-11-16 00:00:00,de47e34149ae06e94d29fff9aa29ef674ef474f8,2020-11-16T00:00:00Z,2764,14499,2343907,3893526,2343710,55,13,118,7909,4638,28350,55,US-WI,2020-11-18 00:05:27,US
2020-11-16,WV,34460,904451,,383,,108,,41,,23498,B,2020-11-15 23:59:00,bce2365325b4f91e9b71ac7b14400e2cd4e46136,2020-11-15T23:59:00Z,585,,938911,938911,938911,54,3,0,11231,801,12032,54,US-WV,2020-11-18 00:05:27,US
2020-11-16,WY,23193,130208,,191,576,,,,,12902,B,2020-11-16 16:46:00,9f55d5e6b0530a0bc409617cec9ca8f8cba3d295,2020-11-16T16:46:00Z,144,576,153401,153401,153401,56,0,-4,0,699,699,56,US-WY,2020-11-18 00:05:27,US
2020-11-15,AK,22662,844720,,141,550,,,7,,7164,A,2020-11-15 03:59:00,81f469085067ebf2a1bacf325448c29c4604127b,2020-11-15T03:59:00Z,98,550,867382,867382,867382,2,0,7,4476,642,5118,2,US-AK,2020-11-18 00:05:27,US
2020-11-15,AL,217822,1275915,,1195,22275,,2151,,1244,88038,A,2020-11-15 11:00:00,bd0aca6268151786d8349818e098840bf0ce6a42,2020-11-15T11:00:00Z,3248,22275,1493737,1459406,1493737,1,2,0,4655,1979,6251,1,US-AL,2020-11-18 00:05:27,US
2020-11-15,AR,133040,1386711,,830,7876,317,,116,896,114312,A+,2020-11-15 00:00:00,ab1a929e35ccb685bbdf041a4f5491937600eba0,2020-11-15T00:00:00Z,2183,7876,1519751,1505554,1519751,5,35,29,19634,2722,21690,5,US-AR,2020-11-18 00:05:27,US
2020-11-15,AS,0,1768,,,,,,,,,D,2020-11-01 00:00:00,813bc3f3f482bbfdfd3a086443cfb046dba631ec,2020-11-01T00:00:00Z,0,,1768,1768,1768,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-11-15,AZ,275436,1706395,,1506,23049,368,,183,,45400,A+,2020-11-15 00:00:00,571befb8fbe9d4c51e05b3695a2062038d4f6d47,2020-11-15T00:00:00Z,6302,23049,1981831,1974498,1981831,4,2,112,10789,2383,13084,4,US-AZ,2020-11-18 00:05:27,US
2020-11-15,CA,1019345,19847440,,4454,,1094,,,,,B,2020-11-15 02:59:00,08f82bec00c59b6ab70475f82427f8111d3ba196,2020-11-15T02:59:00Z,18253,,20866785,20866785,20866785,6,35,0,184221,10968,195189,6,US-CA,2020-11-18 00:05:27,US
2020-11-15,CO,159234,1285090,,1325,11056,,,,,9528,A,2020-11-14 01:59:00,92b3a82b85c4ae7d4f79d1f34ece4e3339aec602,2020-11-14T01:59:00Z,2234,11056,1444324,2485451,1444324,8,0,195,15227,5196,41852,8,US-CO,2020-11-18 00:05:27,US
2020-11-15,CT,88645,2618022,,659,12257,,,,,9800,C,2020-11-12 20:30:00,8742c2171b7666f82c8062cdf6d7ae8a78c1337f,2020-11-12T20:30:00Z,4737,12257,2706667,2706667,2706667,9,0,0,0,0,0,9,US-CT,2020-11-18 00:05:27,US
2020-11-15,DC,18977,569643,,104,,33,,21,,14182,A+,2020-11-14 00:00:00,5ece8183a7d7d1b1ac81052212ca078b003682bf,2020-11-14T00:00:00Z,660,,588620,588620,588620,11,2,0,5138,163,5301,11,US-DC,2020-11-18 00:05:27,US
2020-11-15,DE,28803,351012,,81,,16,,,,14867,A+,2020-11-14 18:00:00,e3fb1fa18f5834a521ed640db5512d4d4b37ec8d,2020-11-14T18:00:00Z,736,,379815,622341,379815,10,0,0,2043,408,5894,10,US-DE,2020-11-18 00:05:27,US
2020-11-15,FL,872810,5726495,5139,3118,52529,,,,,,A,2020-11-14 23:59:00,62a563b6d7e5d0a502ae2e296057f7db41b680d0,2020-11-14T23:59:00Z,17734,52529,6604444,11022168,6599305,12,30,88,34533,9820,122779,12,US-FL,2020-11-18 00:05:27,US
2020-11-15,GA,386949,3500337,,1978,33241,,6225,,,,A+,2020-11-15 14:50:00,ef88778fd978ef17002cd6f5b9badd05239d5524,2020-11-15T14:50:00Z,8957,33241,3887286,3887286,3887286,13,1,25,19395,1952,21347,13,US-GA,2020-11-18 00:05:27,US
2020-11-15,GU,6121,71255,,75,,21,,12,,3942,A,2020-11-15 04:10:00,cde9a33a22c98b6581d6ccb5e3b89606c093e97e,2020-11-15T04:10:00Z,94,,77376,77376,77376,66,1,0,463,156,619,66,US-GU,2020-11-18 00:05:27,US
2020-11-15,HI,16759,295153,,63,1194,14,,1,,11958,B,2020-11-14 21:00:00,418dba46578e43047c4e071ec4848a1ac4d2ed41,2020-11-14T21:00:00Z,222,1194,311912,595115,311912,15,0,0,0,107,5318,84,US-UM,2020-11-18 00:05:27,US
2020-11-15,HI,16759,295153,,63,1194,14,,1,,11958,B,2020-11-14 21:00:00,418dba46578e43047c4e071ec4848a1ac4d2ed41,2020-11-14T21:00:00Z,222,1194,311912,595115,311912,15,0,0,0,107,5318,15,US-HI,2020-11-18 00:05:27,US
2020-11-15,IA,167282,821319,,1279,,247,,115,,107888,A+,2020-11-15 00:00:00,b7ba812921935ce14e2f19c88d86070e724d5ee2,2020-11-15T00:00:00Z,1985,,988601,988601,988601,19,13,0,5161,3554,8715,19,US-IA,2020-11-18 00:05:27,US
2020-11-15,ID,81317,358397,,395,3148,96,610,,,34826,A,2020-11-14 19:00:00,fd66651acc53bc51e08840ea4b66cbce5b1b9bff,2020-11-14T19:00:00Z,759,3148,439714,427954,439714,16,7,46,2332,1519,3539,16,US-ID,2020-11-18 00:05:27,US
2020-11-15,IL,573616,8497225,,5474,,1045,,490,,,A,2020-11-15 00:00:00,539d01958b9b6c17596742b549887b634a9cfec6,2020-11-15T00:00:00Z,11162,,9070841,9070841,9070841,17,74,0,74200,10631,84831,17,US-IL,2020-11-18 00:05:27,US
2020-11-15,IN,251597,1686692,,2628,20704,729,3900,224,,146886,A+,2020-11-14 11:59:00,801f671eb4fcefc975d4aed59142545a5a33033a,2020-11-14T11:59:00Z,4910,20704,1938289,3536082,1938289,18,22,321,13628,6710,53337,18,US-IN,2020-11-18 00:05:27,US
2020-11-15,KS,115507,591280,,811,4327,211,1184,74,348,2960,A+,2020-11-13 10:00:00,66bafa24bc45f28dc4c68f5ccda95fc37e65d68b,2020-11-13T10:00:00Z,1256,4327,706787,706787,706787,20,0,0,0,0,0,20,US-KS,2020-11-18 00:05:27,US
2020-11-15,KY,137586,2081184,,1378,8783,308,2222,167,,24329,B,2020-11-15 00:00:00,77532b3805bcd750835f8a35b03dac52145a743d,2020-11-15T00:00:00Z,1661,8783,2218770,2194098,2218770,21,3,0,0,1449,0,21,US-KY,2020-11-18 00:05:27,US
2020-11-15,LA,204513,2825083,,753,,,,58,,176107,A,2020-11-15 13:00:00,7fcdb5dfbfc988d0dd9cdf3e0fe3d5fce35e417d,2020-11-15T13:00:00Z,6132,,3029596,3029596,3029596,22,11,0,34596,2532,37128,22,US-LA,2020-11-18 00:05:27,US
2020-11-15,MA,188275,2854649,,737,13588,159,,70,,137422,A+,2020-11-15 08:00:00,c92de40e06cf0d940eccd579301e4bc01b02bdee,2020-11-15T08:00:00Z,10329,13588,3042924,7268466,3042924,25,36,0,16064,2133,71371,25,US-MA,2020-11-18 00:05:27,US
2020-11-15,MD,165930,1944536,,938,18576,238,,,,8374,A,2020-11-15 10:00:00,8e3c28327f1d5df1a36106ceaaf3b50e5d172981,2020-11-15T10:00:00Z,4302,18576,2110466,3859733,2110466,24,9,118,10457,1840,28574,24,US-MD,2020-11-18 00:05:27,US
2020-11-15,ME,8944,725771,,67,574,23,,7,,6681,A+,2020-11-14 23:59:00,24daee076579379a3ec9ae2fff842e421207cfab,2020-11-14T23:59:00Z,165,574,734715,734715,734715,23,2,2,0,153,153,23,US-ME,2020-11-18 00:05:27,US
2020-11-15,MI,275792,5416792,,3241,,660,,272,,138862,A+,2020-11-14 00:00:00,d9f586aec3bf6cf4b1bc056fa63bca19dabfc3e2,2020-11-14T00:00:00Z,8376,,5692584,5692584,5692584,26,0,0,0,0,0,71,US-UM,2020-11-18 00:05:27,US
2020-11-15,MI,275792,5416792,,3241,,660,,272,,138862,A+,2020-11-14 00:00:00,d9f586aec3bf6cf4b1bc056fa63bca19dabfc3e2,2020-11-14T00:00:00Z,8376,,5692584,5692584,5692584,26,0,0,0,0,0,26,US-MI,2020-11-18 00:05:27,US
2020-11-15,MN,223581,1927701,,1424,13074,293,3176,,,172873,A,2020-11-14 17:00:00,0ca9dc15a2e935050a39a30a044c253e681ec193,2020-11-14T17:00:00Z,2905,13074,2151282,3364535,2151282,27,31,159,24650,7553,62036,27,US-MN,2020-11-18 00:05:27,US
2020-11-15,MO,239451,1430022,,2462,,536,,275,,,A+,2020-11-15 00:59:00,725f567c828834b493e08170aa9904546186cfa7,2020-11-15T00:59:00Z,3374,,1669473,2785399,1669473,29,1,0,4714,3729,16314,29,US-MO,2020-11-18 00:05:27,US
2020-11-15,MP,100,16467,,,4,,,,,29,D,2020-11-13 00:00:00,a828a4f601b9e5d8f7881381be2c426c8ad02da8,2020-11-13T00:00:00Z,2,4,16567,16567,16567,69,0,0,0,0,0,69,US-MP,2020-11-18 00:05:27,US
2020-11-15,MS,134309,873863,,756,6914,185,,96,,111430,A+,2020-11-14 00:00:00,31f19cfabef450c2a3bfa53f94a6077729773ec5,2020-11-14T00:00:00Z,3543,6914,1008172,1008172,1008172,28,3,0,0,969,969,28,US-MS,2020-11-18 00:05:27,US
2020-11-15,MT,47158,525403,,435,2047,,,,,27472,B,2020-11-15 01:59:00,8464bcbefebe0a7779d4bcf7a13f921ddf43aa5c,2020-11-15T01:59:00Z,520,2047,572561,572561,572561,30,6,5,1595,1272,2867,30,US-MT,2020-11-18 00:05:27,US
2020-11-15,NC,312235,4320374,,1395,,352,,,,261719,A+,2020-11-15 12:00:00,c14991500bce4d7b376bf4033a3de244886ac705,2020-11-15T12:00:00Z,4806,,4632609,4632609,4632609,37,50,0,37967,3117,41084,37,US-NC,2020-11-18 00:05:27,US
2020-11-15,ND,63796,259864,,400,2178,38,368,,,51936,B,2020-11-15 01:59:00,407321e97a262df7c19f28b7b8a5044f8d3accda,2020-11-15T01:59:00Z,570,2178,323660,962925,323660,38,0,25,508,924,7450,38,US-ND,2020-11-18 00:05:27,US
2020-11-15,NE,96834,564409,,889,3551,,,,,52511,A,2020-11-14 22:00:00,899fd419b44c7afc1c4744acd28dd8b5091cec4c,2020-11-14T22:00:00Z,779,3551,661243,1130232,661243,31,4,29,3372,1912,12973,31,US-NE,2020-11-18 00:05:27,US
2020-11-15,NH,14671,370081,,69,804,,266,,,10866,B,2020-11-15 09:00:00,c6c045db332fe784689998837299bb500c3e46f1,2020-11-15T09:00:00Z,499,804,384752,690359,384752,33,0,0,2980,360,0,33,US-NH,2020-11-18 00:05:27,US
2020-11-15,NJ,279274,5059796,,2004,39018,392,,135,,39489,A,2020-11-15 00:00:00,946925b58476bcc90cc844eb2d8ac0296e060423,2020-11-15T00:00:00Z,16566,39018,5339070,5339070,5339070,34,18,82,123805,4538,128343,34,US-NJ,2020-11-18 00:05:27,US
2020-11-15,NM,63171,1297281,,480,5523,,,,,24788,A,2020-11-14 17:30:00,a8d5a999aaee73a9730aac24cd815fdbc6a0cd85,2020-11-14T17:30:00Z,1208,5523,1360452,1360452,1360452,35,10,51,11093,1165,12258,35,US-NM,2020-11-18 00:05:27,US
