date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-04-29,NM,2974,58771,,157,509,,,,,705,C,2020-04-28 18:00:00,041290874d7eae8ca38ab4d2303e0ed966294aee,2020-04-28T18:00:00Z,110,509,61745,61745,61745,35,6,28,2791,151,2942,35,US-NM,2020-11-18 00:05:27,US
2020-04-29,NV,4898,36130,,,,,,,,100,D,2020-04-29 10:00:00,cbabef7e3bc2fe67c1142998fd0354680fc5c416,2020-04-29T10:00:00Z,257,,41028,47354,41028,32,6,0,816,93,1265,32,US-NV,2020-11-18 00:05:27,US
2020-04-29,NY,299691,572790,,12159,76450,3923,,,,53238,B,2020-04-29 00:00:00,590c7b30dc3c98d916a88074195f178a7064d220,2020-04-29T00:00:00Z,18015,76450,872481,872481,872481,36,377,1088,22902,4585,27487,36,US-NY,2020-11-18 00:05:27,US
2020-04-29,OH,17303,111605,,,3421,,1014,,,,B,2020-04-29 14:00:00,26a560610955936cafb7814cbacbf4fd10db84a6,2020-04-29T14:00:00Z,937,3421,128908,128908,128908,39,138,81,5027,534,5561,39,US-OH,2020-11-18 00:05:27,US
2020-04-29,OK,3473,57794,,283,693,126,,,,2319,A,2020-04-29 00:00:00,c1007398252cad644a7054e99614ba583ad14f71,2020-04-29T00:00:00Z,214,693,61267,61267,61267,40,7,37,1505,63,1568,40,US-OK,2020-11-18 00:05:27,US
2020-04-29,OR,2446,52026,,227,569,56,,24,,,A,2020-04-29 11:00:00,496d60f6b1ec9dec9d133b481c2923b459758c8a,2020-04-29T11:00:00Z,101,569,54472,54472,54472,41,9,15,3182,92,3274,41,US-OR,2020-11-18 00:05:27,US
2020-04-29,PA,44366,170517,,2781,,,,602,,,B,2020-04-29 00:00:00,20f2f0e001eaf86b484f6e07774c712fb07ad25f,2020-04-29T00:00:00Z,2195,,214883,214883,214883,42,479,0,4693,1102,5795,95,US-UM,2020-11-18 00:05:27,US
2020-04-29,PA,44366,170517,,2781,,,,602,,,B,2020-04-29 00:00:00,20f2f0e001eaf86b484f6e07774c712fb07ad25f,2020-04-29T00:00:00Z,2195,,214883,214883,214883,42,479,0,4693,1102,5795,42,US-PA,2020-11-18 00:05:27,US
2020-04-29,PR,904,9313,1940,125,,,,,,,D,2020-04-29 06:00:00,c470edbffe92a9954e6a253d335c6cfaf482ef07,2020-04-29T06:00:00Z,86,,12157,10217,10217,72,0,0,0,6,6,72,US-PR,2020-11-18 00:05:27,US
2020-04-29,RI,8668,48143,,269,750,80,,55,,391,A+,2020-04-29 03:00:00,5b2320902aa9cc63d91e7450732fa6b227b0bffa,2020-04-29T03:00:00Z,251,750,56811,62531,56811,44,12,18,2454,372,2673,44,US-RI,2020-11-18 00:05:27,US
2020-04-29,SC,5881,48336,,,1000,,,,,3252,B,2020-04-29 15:30:00,a7b8a7146837522c132ae936736885c4619b2b5d,2020-04-29T15:30:00Z,203,1000,54217,54217,54217,45,26,56,1804,268,2072,45,US-SC,2020-11-18 00:05:27,US
2020-04-29,SD,2373,14460,,69,165,,,,,1492,C,2020-04-28 18:00:00,057b38abcd41ed6ec52158fc4584a6b05cb8244a,2020-04-28T18:00:00Z,13,165,16833,16833,16833,46,2,8,161,60,221,46,US-SD,2020-11-18 00:05:27,US
2020-04-29,TN,10366,158183,,614,1013,,,,,5140,B,2020-04-28 15:00:00,207bc6d7f309b03abead00179ef6903dfc0e9b98,2020-04-28T15:00:00Z,195,1013,168549,168549,168549,47,7,119,6307,314,6621,47,US-TN,2020-11-18 00:05:27,US
2020-04-29,TX,27054,287736,,1702,,,,,,12507,B,2020-04-29 13:00:00,c675979fa7c4882e81e9dfb056c7b5b694f0b9ed,2020-04-29T13:00:00Z,732,,314790,314790,314790,48,42,0,13523,883,14406,48,US-TX,2020-11-18 00:05:27,US
2020-04-29,UT,4495,105250,,,383,,,,,1790,C,2020-04-29 15:00:00,0674816df4c408abb8cbbf017075d256aecf1c30,2020-04-29T15:00:00Z,45,383,109745,115190,109745,49,0,13,4040,152,4750,49,US-UT,2020-11-18 00:05:27,US
2020-04-29,VA,14961,70979,620,1566,3608,387,,222,,2042,B,2020-04-29 00:00:00,08b0d9229af31384e7ce56333ee5985256f5bda8,2020-04-29T00:00:00Z,522,3608,86560,106271,85940,51,30,186,2020,622,4089,51,US-VA,2020-11-18 00:05:27,US
2020-04-29,VI,62,732,78,,,,,,,51,C,2020-04-28 20:30:00,42c39e8c561a7912bee8e132b8f117d4bbf956a2,2020-04-28T20:30:00Z,4,,872,794,794,78,0,0,13,3,16,78,US-VI,2020-11-18 00:05:27,US
2020-04-29,VT,866,14155,,26,,,,,,,C,2020-04-29 00:00:00,e86cbfacb02ec4a9bcc27dec439a49c7d2308ddf,2020-04-29T00:00:00Z,47,,15021,16595,15021,50,0,0,208,4,165,50,US-VT,2020-11-18 00:05:27,US
2020-04-29,WA,15371,198707,,490,,156,,,,,B,2020-04-29 00:00:00,acce8dafb8e265d798380500b0c61f06c226a737,2020-04-29T00:00:00Z,786,,214078,214078,214078,53,21,0,5368,328,5696,53,US-WA,2020-11-18 00:05:27,US
2020-04-29,WI,7660,66630,227,350,1489,121,363,,,,A,2020-04-29 00:00:00,afd03017ba0323d3f3a8a54ba7b950487aefb022,2020-04-29T00:00:00Z,308,1489,74517,80656,74290,55,8,33,3095,269,3676,79,US-UM,2020-11-18 00:05:27,US
2020-04-29,WI,7660,66630,227,350,1489,121,363,,,,A,2020-04-29 00:00:00,afd03017ba0323d3f3a8a54ba7b950487aefb022,2020-04-29T00:00:00Z,308,1489,74517,80656,74290,55,8,33,3095,269,3676,55,US-WI,2020-11-18 00:05:27,US
2020-04-29,WV,1095,41976,,102,,40,,21,,504,C,2020-04-29 10:00:00,83fb46c93ede0cbc0e1a72c0625f8ffecec67232,2020-04-29T10:00:00Z,38,,43071,43071,43071,54,1,0,0,16,16,54,US-WV,2020-11-18 00:05:27,US
2020-04-29,WY,544,8681,,12,56,,,,,362,C,2020-04-29 00:00:00,fa1da4ca9e4033284bb6dc5923a96af221cca713,2020-04-29T00:00:00Z,7,56,9225,9225,9225,56,0,0,455,8,463,56,US-WY,2020-11-18 00:05:27,US
2020-04-28,AK,351,16738,,16,38,,,,,228,B,2020-04-28 14:50:00,174c31159794201ceebd938bfd3ca267430cbc2b,2020-04-28T14:50:00Z,9,38,17089,17089,17089,2,0,1,827,6,833,2,US-AK,2020-11-18 00:05:27,US
2020-04-28,AL,6687,69140,,530,911,,335,,195,,B,2020-04-28 00:00:00,1717fb856e1e1748e89365ee7a43164a64a4f7ae,2020-04-28T00:00:00Z,242,911,75827,75827,75827,1,20,39,1642,188,1830,1,US-AL,2020-11-18 00:05:27,US
2020-04-28,AR,3111,37560,,104,291,,,20,57,1146,B,2020-04-28 09:00:00,18ab85bf223af09d9132fe69e4f0f08d20aa53f6,2020-04-28T09:00:00Z,52,291,40671,40671,40671,5,2,0,120,94,214,5,US-AR,2020-11-18 00:05:27,US
2020-04-28,AS,0,3,17,,,,,,,,F,2020-04-19 00:00:00,0e5ea7fcfea9d2b351c8b0d234145182013d1f9f,2020-04-19T00:00:00Z,0,,20,3,3,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-04-28,AZ,6948,60490,,737,1824,303,,193,,1450,A+,2020-04-27 00:00:00,efad36a7b35a3ab9824dbe7cdd87718ad1accbee,2020-04-27T00:00:00Z,293,1824,67438,67438,67438,4,18,52,663,232,895,4,US-AZ,2020-11-18 00:05:27,US
2020-04-28,CA,45031,532577,,4983,,1485,,,,,B,2020-04-27 00:00:00,6a4e1ca618f8633687b9b2a3409af9ce8a9d25f6,2020-04-27T00:00:00Z,1809,,577608,577608,577608,6,54,0,22632,1567,24199,6,US-CA,2020-11-18 00:05:27,US
2020-04-28,CO,13879,52462,,994,2485,,,,,2275,B,2020-04-26 00:00:00,09650856f70d5bf6c176394af1fc59b3a4619c54,2020-04-26T00:00:00Z,706,2485,66341,72403,66341,8,26,47,2629,438,2659,8,US-CO,2020-11-18 00:05:27,US
2020-04-28,CT,26312,66433,,1732,,,,,,,C,2020-04-28 16:00:00,18a9cb04edf0e2fd5eceba429f5be7aedcb8483e,2020-04-28T16:00:00Z,2089,,92745,92745,92745,9,91,0,11891,1043,12934,9,US-CT,2020-11-18 00:05:27,US
2020-04-28,DC,3994,14891,,,,,,,,660,B,2020-04-27 00:00:00,f6b31a479514d9d2a84173e5750cc1e36a416a6e,2020-04-27T00:00:00Z,190,,18885,18885,18885,11,5,0,367,102,469,11,US-DC,2020-11-18 00:05:27,US
2020-04-28,DE,4575,16605,,337,,,,,,1096,B,2020-04-27 18:00:00,959581047dfd0999b7779cae63d778507afa8895,2020-04-27T18:00:00Z,192,,21180,29153,21180,10,11,0,1151,413,730,10,US-DE,2020-11-18 00:05:27,US
2020-04-28,FL,31672,334029,1216,,5266,,,,,,C,2020-04-28 09:36:00,9dcfa09862d518b15b7f55927b76f675b2dd4bcb,2020-04-28T09:36:00Z,1154,5266,366917,361556,365701,12,53,55,9704,748,11763,12,US-FL,2020-11-18 00:05:27,US
2020-04-28,GA,24615,115405,,,4814,,1087,,,,B,2020-04-28 13:25:00,c94d2610266bc1d06af30d76cba16190992cfb00,2020-04-28T13:25:00Z,1026,4814,140020,139914,140020,13,55,133,12149,702,3735,13,US-GA,2020-11-18 00:05:27,US
2020-04-28,GU,144,1538,,3,,,,,,129,D,2020-04-28 09:15:00,44ee876ab8897b59d32ff6504afefdea16695226,2020-04-28T09:15:00Z,5,,1682,1682,1682,66,0,0,114,2,116,66,US-GU,2020-11-18 00:05:27,US
2020-04-28,HI,607,28576,,,68,,,,,493,C,2020-04-27 18:00:00,7b458218748102fb2e4f698719adc648f5c6733d,2020-04-27T18:00:00Z,16,68,29183,30007,29183,15,2,0,172,1,249,84,US-UM,2020-11-18 00:05:27,US
2020-04-28,HI,607,28576,,,68,,,,,493,C,2020-04-27 18:00:00,7b458218748102fb2e4f698719adc648f5c6733d,2020-04-27T18:00:00Z,16,68,29183,30007,29183,15,2,0,172,1,249,15,US-HI,2020-11-18 00:05:27,US
2020-04-28,IA,6376,33447,,304,,98,,64,,2164,B,2020-04-27 12:00:00,4808fbcd0625c4cb5087a8032525719a22529158,2020-04-27T12:00:00Z,136,,39823,39823,39823,19,9,0,1165,508,1673,19,US-IA,2020-11-18 00:05:27,US
2020-04-28,ID,1917,18135,,41,172,,73,,,1039,C,2020-04-27 19:00:00,b6d02c88cce3e65d66f1ddd450fdad4c0864332c,2020-04-27T19:00:00Z,58,172,20052,20052,20052,16,2,3,8,20,28,16,US-ID,2020-11-18 00:05:27,US
2020-04-28,IL,48102,194087,,4738,,1245,,778,,,A,2020-04-28 00:00:00,2f7bd200ca68d3f2f871eb665044287c17ca391a,2020-04-28T00:00:00Z,2125,,242189,242189,242189,17,142,0,12342,2219,14561,17,US-IL,2020-11-18 00:05:27,US
2020-04-28,IN,16588,70593,,1518,,546,,275,,,B,2020-04-27 23:59:00,ea3f66307d0361c888e497574e7c4faa88708783,2020-04-27T23:59:00Z,901,,87181,115095,87181,18,57,0,2078,627,5640,18,US-IN,2020-11-18 00:05:27,US
2020-04-28,KS,3491,24599,,,504,,,,,,C,2020-04-28 10:00:00,0a2abd3a5503711c4f77077b7be26b880f15c43c,2020-04-28T10:00:00Z,124,504,28090,28090,28090,20,4,8,760,163,923,20,US-KS,2020-11-18 00:05:27,US
2020-04-28,KY,4146,44653,,313,1281,165,612,,,1521,A,2020-04-27 17:00:00,680a61bd25544cd0e7a4b9c3a12b64f981511222,2020-04-27T17:00:00Z,213,1281,48799,48798,48799,21,5,7,253,72,324,21,US-KY,2020-11-18 00:05:27,US
2020-04-28,LA,27286,123822,,1666,,,,244,,17303,B,2020-04-28 13:00:00,8dc30456085108cca61c1043f42d4c9cb0934b7a,2020-04-28T13:00:00Z,1758,,151108,151108,151108,22,61,0,3901,218,4119,22,US-LA,2020-11-18 00:05:27,US
2020-04-28,MA,58302,196198,,3875,5515,1005,,,,,B,2020-04-28 16:00:00,2edfbf7ea919ab4ad7de0dbb3dfc03fc5a781eb4,2020-04-28T16:00:00Z,3153,5515,254500,321343,254500,25,150,278,7773,1840,15275,25,US-MA,2020-11-18 00:05:27,US
2020-04-28,MD,20113,87672,,1528,4268,551,,,,1295,A,2020-04-28 10:00:00,2dd5b69915faea00d187db04051e385e21b3d61f,2020-04-28T10:00:00Z,1099,4268,107785,109837,107785,24,54,167,2183,626,2827,24,US-MD,2020-11-18 00:05:27,US
2020-04-28,ME,1040,16784,,33,163,17,,7,,585,B,2020-04-28 11:45:00,7488aa6edca2b70b71abccd578fea29f737f83bb,2020-04-28T11:45:00Z,51,163,17824,17824,17824,23,0,2,0,17,17,23,US-ME,2020-11-18 00:05:27,US
2020-04-28,MI,45538,148910,,2623,,1027,,801,,8342,A+,2020-04-28 11:00:00,3dfd8c039869922cc7a886629761d86bd97560dc,2020-04-28T11:00:00Z,4247,,194448,194448,194448,26,99,0,7938,829,8767,71,US-UM,2020-11-18 00:05:27,US
2020-04-28,MI,45538,148910,,2623,,1027,,801,,8342,A+,2020-04-28 11:00:00,3dfd8c039869922cc7a886629761d86bd97560dc,2020-04-28T11:00:00Z,4247,,194448,194448,194448,26,99,0,7938,829,8767,26,US-MI,2020-11-18 00:05:27,US
2020-04-28,MN,6788,63248,,314,912,120,324,,,1611,A,2020-04-27 17:00:00,5e04926d66972b45c451a28fffef05ee1738d4a6,2020-04-27T17:00:00Z,301,912,70036,70036,70036,27,15,51,2745,601,3346,27,US-MN,2020-11-18 00:05:27,US
2020-04-28,MO,7303,66200,,655,,,,105,,,B,2020-04-28 15:00:00,40d490d4b441210eb043b8e55e1d9626ec7eb442,2020-04-28T15:00:00Z,314,,73503,75149,73503,29,26,0,2265,132,1136,29,US-MO,2020-11-18 00:05:27,US
2020-04-28,MP,14,51,,,,,,,,12,D,2020-04-28 00:00:00,af8a2660bb387c6c865fb591c6b00b1cd2916c58,2020-04-28T00:00:00Z,2,,65,65,65,69,0,0,0,0,0,69,US-MP,2020-11-18 00:05:27,US
2020-04-28,MS,6342,58070,,639,1088,162,,77,,,B,2020-04-27 19:00:00,f4ebad7705145c90aacb54d1404896a34130ad62,2020-04-27T19:00:00Z,239,1088,64412,64412,64412,28,10,28,702,248,950,28,US-MS,2020-11-18 00:05:27,US
2020-04-28,MT,451,12740,,10,61,,,,,356,C,2020-04-28 00:00:00,efbbd372c9bd359265371cea635e92f259453205,2020-04-28T00:00:00Z,15,61,13191,13191,13191,30,1,0,156,2,158,30,US-MT,2020-11-18 00:05:27,US
2020-04-28,NC,9568,103184,,463,,,,,,,B,2020-04-28 11:00:00,c8323c8ad53e20fbae8ce5438e7fc5926d15f04d,2020-04-28T11:00:00Z,342,,112752,112752,112752,37,36,0,2406,426,2832,37,US-NC,2020-11-18 00:05:27,US
2020-04-28,ND,991,22732,,25,79,,,,,409,C,2020-04-28 13:00:00,0203f5ee3b2440f33975641ea668886a0142ad3d,2020-04-28T13:00:00Z,19,79,23723,24929,23723,38,0,2,1240,49,1454,38,US-ND,2020-11-18 00:05:27,US
2020-04-28,NE,3358,20247,,,,,,,,,D,2020-04-27 19:45:00,3c7abc23b5a139f2f35e136d5ab3e24a8a7235a0,2020-04-27T19:45:00Z,55,,23605,26151,23605,31,-1,0,912,330,1249,31,US-NE,2020-11-18 00:05:27,US
2020-04-28,NH,1938,18207,223,99,246,,,,,798,C,2020-04-27 09:00:00,88dca92fd846ce5b02e32f492c28e11c10c62a24,2020-04-27T09:00:00Z,60,246,20368,21676,20145,33,0,4,347,74,647,33,US-NH,2020-11-18 00:05:27,US
2020-04-28,NJ,113856,120503,,6476,,1809,,1262,,15642,A+,2020-04-28 13:00:00,73103cdd4c4c37a6acbd93e6c79a6aa14d68436d,2020-04-28T13:00:00Z,7835,,234359,234359,234359,34,428,0,3916,2668,6584,34,US-NJ,2020-11-18 00:05:27,US
2020-04-28,NM,2823,55980,,155,481,,,,,666,C,2020-04-27 18:04:00,cc0fa99ed168ad8441226e8107732b497be19cf3,2020-04-27T18:04:00Z,104,481,58803,58803,58803,35,5,69,2091,97,2188,35,US-NM,2020-11-18 00:05:27,US
2020-04-28,NV,4805,35314,,,,,,,,,F,2020-04-28 10:00:00,2406e17385496d55705bcf75d4921a531320f533,2020-04-28T10:00:00Z,251,,40119,46089,40119,32,6,0,1191,115,1482,32,US-NV,2020-11-18 00:05:27,US
2020-04-28,NY,295106,549888,,12646,75362,4071,,,,51673,B,2020-04-28 00:00:00,ecd651c52b8d4bcf1e7813ac786c926ec2d23f68,2020-04-28T00:00:00Z,17638,75362,844994,844994,844994,36,335,760,15789,3110,18899,36,US-NY,2020-11-18 00:05:27,US
2020-04-28,OH,16769,106578,,,3340,,1004,,,,B,2020-04-28 14:00:00,cead85064738b8ec123e8a526610e3b1ba2a14c4,2020-04-28T14:00:00Z,799,3340,123347,123347,123347,39,46,108,2886,444,3330,39,US-OH,2020-11-18 00:05:27,US
2020-04-28,OK,3410,56289,,288,656,118,,,,2260,A,2020-04-28 00:00:00,c8895c81f4e551fbac15f98e3f7db3b63817fccd,2020-04-28T00:00:00Z,207,656,59699,59699,59699,40,10,0,6398,130,6528,40,US-OK,2020-11-18 00:05:27,US
2020-04-28,OR,2354,48844,,249,554,71,,31,,,B,2020-04-27 11:00:00,cfaba47bbfab923bd43c603487965011ea823f43,2020-04-27T11:00:00Z,92,554,51198,51198,51198,41,0,0,0,0,0,41,US-OR,2020-11-18 00:05:27,US
2020-04-28,PA,43264,165824,,2781,,,,616,,,B,2020-04-28 00:00:00,2a6c083e2f468ea55f29967e238347666eb57280,2020-04-28T00:00:00Z,1716,,209088,209088,209088,42,119,0,4452,1214,5666,95,US-UM,2020-11-18 00:05:27,US
2020-04-28,PA,43264,165824,,2781,,,,616,,,B,2020-04-28 00:00:00,2a6c083e2f468ea55f29967e238347666eb57280,2020-04-28T00:00:00Z,1716,,209088,209088,209088,42,119,0,4452,1214,5666,42,US-PA,2020-11-18 00:05:27,US
2020-04-28,PR,898,9313,1940,132,,,,,,,D,2020-04-28 06:30:00,17d625605cf61cba1041bb54190b1c5bd5bee16e,2020-04-28T06:30:00Z,86,,12151,10211,10211,72,2,0,0,3,3,72,US-PR,2020-11-18 00:05:27,US
2020-04-28,RI,8296,45689,,266,732,84,,55,,466,A+,2020-04-28 03:00:00,01e8285fddcf7b353bbe6a681ba823c5c1367cb9,2020-04-28T03:00:00Z,239,732,53985,59858,53985,44,6,14,1774,324,1869,44,US-RI,2020-11-18 00:05:27,US
2020-04-28,SC,5613,46532,,,944,,,,,2830,B,2020-04-27 16:30:00,9e11608ea91f57bf4390ef77c635415fa3b9e44e,2020-04-27T16:30:00Z,177,944,52145,52145,52145,45,3,0,1261,123,1384,45,US-SC,2020-11-18 00:05:27,US
2020-04-28,SD,2313,14299,,69,157,,,,,1392,C,2020-04-27 18:00:00,3e84cba06b8f9c7247101a17c81e0bf5a4ab5e3b,2020-04-27T18:00:00Z,11,157,16612,16612,16612,46,0,7,169,68,237,46,US-SD,2020-11-18 00:05:27,US
2020-04-28,TN,10052,151876,,611,894,,,,,4921,B,2020-04-28 15:00:00,801a2173f8513929b04f511ba55b88a363135e1d,2020-04-28T15:00:00Z,188,894,161928,161928,161928,47,4,57,7392,134,7526,47,US-TN,2020-11-18 00:05:27,US
2020-04-28,TX,26171,274213,,1682,,,,,,11786,B,2020-04-28 13:00:00,d88c267d24cea8444a85a132137c4ad6fdac2194,2020-04-28T13:00:00Z,690,,300384,300384,300384,48,27,0,8993,874,9867,48,US-TX,2020-11-18 00:05:27,US
2020-04-28,UT,4343,101210,,,370,,,,,1704,C,2020-04-28 15:00:00,5c376defa29db9a15e7eba93c7c1a98ae80c86a1,2020-04-28T15:00:00Z,45,370,105553,110440,105553,49,4,21,3300,110,3703,49,US-UT,2020-11-18 00:05:27,US
2020-04-28,VA,14339,68959,560,1508,3422,376,,217,,1914,B,2020-04-27 17:00:00,e8dd43272e1609378ebe69eba82fc1757f3737af,2020-04-27T17:00:00Z,492,3422,83858,102182,83298,51,34,124,1815,804,3254,51,US-VA,2020-11-18 00:05:27,US
2020-04-28,VI,59,719,57,,,,,,,51,D,2020-04-27 00:00:00,2ea90707ab397c9e57bbc16e37c202b44d92b8cf,2020-04-27T00:00:00Z,4,,835,778,778,78,0,0,3,0,3,78,US-VI,2020-11-18 00:05:27,US
2020-04-28,VT,862,13947,,29,,,,,,,C,2020-04-28 00:00:00,b4df30106f479a906a478ea6b23fde3ac162f2b6,2020-04-28T00:00:00Z,47,,14809,16430,14809,50,0,0,128,0,293,50,US-VT,2020-11-18 00:05:27,US
2020-04-28,WA,15043,193339,,436,,158,,,,,B,2020-04-28 00:00:00,9405a6534e89b1b0f1ed28fd75e696902fd94130,2020-04-28T00:00:00Z,765,,208382,208382,208382,53,16,0,5673,295,5968,53,US-WA,2020-11-18 00:05:27,US
2020-04-28,WI,7391,63535,193,351,1456,123,363,,,,A,2020-04-28 16:00:00,cafd0322573ff895bd62a94a869acd5c2a56d123,2020-04-28T16:00:00Z,300,1456,71119,76980,70926,55,19,41,2224,230,3105,79,US-UM,2020-11-18 00:05:27,US
2020-04-28,WI,7391,63535,193,351,1456,123,363,,,,A,2020-04-28 16:00:00,cafd0322573ff895bd62a94a869acd5c2a56d123,2020-04-28T16:00:00Z,300,1456,71119,76980,70926,55,19,41,2224,230,3105,55,US-WI,2020-11-18 00:05:27,US
2020-04-28,WV,1079,41976,,87,,28,,15,,481,B,2020-04-28 10:00:00,cfba346a20ce0b3b58297e37348e64a8bbebafe0,2020-04-28T10:00:00Z,37,,43055,43055,43055,54,1,0,0,16,16,54,US-WV,2020-11-18 00:05:27,US
2020-04-28,WY,536,8226,,16,56,,,,,343,C,2020-04-27 17:05:00,9eb98c7f6720fded535d7150d82750e491c052b3,2020-04-27T17:05:00Z,7,56,8762,8762,8762,56,0,2,429,16,445,56,US-WY,2020-11-18 00:05:27,US
2020-04-27,AK,345,15911,,10,37,,,,,218,B,2020-04-27 14:00:00,b385d8ca64a76d97fd3a0bfe1a62a1f918697264,2020-04-27T14:00:00Z,9,37,16256,16256,16256,2,0,0,75,4,79,2,US-AK,2020-11-18 00:05:27,US
2020-04-27,AL,6499,67498,,426,872,,335,,195,,B,2020-04-27 00:00:00,3bd965d2c710b60be33409c722c4312e6cd70262,2020-04-27T00:00:00Z,222,872,73997,73997,73997,1,6,27,217,229,446,1,US-AL,2020-11-18 00:05:27,US
2020-04-27,AR,3017,37440,,109,291,,,25,57,987,B,2020-04-27 15:00:00,0036cddd4ff8d9d08ea0540f9c4192065b1466c9,2020-04-27T15:00:00Z,50,291,40457,40457,40457,5,1,0,912,76,988,5,US-AR,2020-11-18 00:05:27,US
2020-04-27,AS,0,3,17,,,,,,,,F,2020-04-19 00:00:00,206873a1a0ede4da5d9ca26fd075fd894b85e11c,2020-04-19T00:00:00Z,0,,20,3,3,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-04-27,AZ,6716,59827,,647,1772,328,,200,,1418,A+,2020-04-27 00:00:00,e0d0df43df5f2a9765161172944f4259c40282cd,2020-04-27T00:00:00Z,275,1772,66543,66543,66543,4,0,56,1542,190,1732,4,US-AZ,2020-11-18 00:05:27,US
2020-04-27,CA,43464,509945,,4878,,1499,,,,,B,2020-04-27 00:00:00,25387d858efa4d6b63605228eff794c2ca3cb245,2020-04-27T00:00:00Z,1755,,553409,553409,553409,6,45,0,26025,1300,27325,6,US-CA,2020-11-18 00:05:27,US
2020-04-27,CO,13441,49833,,1007,2438,,,,,2150,B,2020-04-25 00:00:00,3dd14febc50f0502e0f45715bf3b97b4b583bcc3,2020-04-25T00:00:00Z,680,2438,63274,69744,63274,8,8,28,3010,473,3237,8,US-CO,2020-11-18 00:05:27,US
2020-04-27,CT,25269,54542,,1758,,,,,,,C,2020-04-27 16:27:00,4429f626aac4d6d2380a1a2d61e1308be7c01c07,2020-04-27T16:27:00Z,1998,,79811,79811,79811,9,74,0,0,0,0,9,US-CT,2020-11-18 00:05:27,US
2020-04-27,DC,3892,14524,,402,,,,,,659,B,2020-04-26 00:00:00,448a0409293a81421f03a8837490af98d8ad739a,2020-04-26T00:00:00Z,185,,18416,18416,18416,11,7,0,297,51,348,11,US-DC,2020-11-18 00:05:27,US
2020-04-27,DE,4162,15454,,325,,,,,,996,B,2020-04-26 18:00:00,6c1d52293b9e6261c24f8f4d13eb80ce893830a5,2020-04-26T18:00:00Z,181,,19616,28423,19616,10,13,0,239,128,1048,10,US-DE,2020-11-18 00:05:27,US
2020-04-27,FL,30924,324325,1099,,5211,,,,,,C,2020-04-27 09:24:00,42f71da3d96d0443679383b2b53f83ecd6e65567,2020-04-27T09:24:00Z,1101,5211,356348,349793,355249,12,7,56,11240,519,8877,12,US-FL,2020-11-18 00:05:27,US
2020-04-27,GA,23913,103256,,,4681,,1057,,,,B,2020-04-27 11:27:00,62436a6ad7dc9d935413d6118af75334734d6a0a,2020-04-27T11:27:00Z,971,4681,127169,136179,127169,13,59,322,3434,512,11750,13,US-GA,2020-11-18 00:05:27,US
2020-04-27,GU,142,1424,,3,,,,,,128,D,2020-04-27 07:20:00,6a3c545c146e9a08bb64408aaa59a2423c838a5d,2020-04-27T07:20:00Z,5,,1566,1566,1566,66,0,0,37,1,38,66,US-GU,2020-11-18 00:05:27,US
2020-04-27,HI,606,28404,,,68,,,,,488,C,2020-04-26 18:00:00,6973e243963d2ff1a1590f5b91a2434c9d356224,2020-04-26T18:00:00Z,14,68,29010,29758,29010,15,0,0,524,3,576,84,US-UM,2020-11-18 00:05:27,US
2020-04-27,HI,606,28404,,,68,,,,,488,C,2020-04-26 18:00:00,6973e243963d2ff1a1590f5b91a2434c9d356224,2020-04-26T18:00:00Z,14,68,29010,29758,29010,15,0,0,524,3,576,15,US-HI,2020-11-18 00:05:27,US
2020-04-27,IA,5868,32282,,300,,100,,58,,2021,B,2020-04-25 12:00:00,58df604ab2798bb77bfd2ec0706d4cfe034f359d,2020-04-25T12:00:00Z,127,,38150,38150,38150,19,9,0,1668,392,2060,19,US-IA,2020-11-18 00:05:27,US
2020-04-27,ID,1897,18127,,36,169,,71,,,983,C,2020-04-26 19:00:00,a0a9a56c3f8652ca305566f6f9aa838eb08af895,2020-04-26T19:00:00Z,56,169,20024,20024,20024,16,0,0,516,10,526,16,US-ID,2020-11-18 00:05:27,US
2020-04-27,IL,45883,181745,,4672,,1249,,763,,,A,2020-04-27 00:00:00,d9bcccf1a08a08b5d68e85635fb8cd85838f487a,2020-04-27T00:00:00Z,1983,,227628,227628,227628,17,50,0,10696,1980,12676,17,US-IL,2020-11-18 00:05:27,US
2020-04-27,IN,15961,68515,,1493,,581,,284,,,B,2020-04-26 23:59:00,61ff8856d4f28b3c955ee59bd9f87040b52ccdf1,2020-04-26T23:59:00Z,844,,84476,109455,84476,18,31,0,1819,949,2287,18,US-IN,2020-11-18 00:05:27,US
2020-04-27,KS,3328,23839,,,496,,,,,,C,2020-04-26 11:00:00,055dec4adde524079f29e2d8c99729c053310556,2020-04-26T11:00:00Z,120,496,27167,27167,27167,20,2,11,786,154,940,20,US-KS,2020-11-18 00:05:27,US
2020-04-27,KY,4074,44400,,308,1274,166,608,,,1511,A,2020-04-26 17:00:00,32bcc0ca423aeca1f88a95f31d64320b5950e04f,2020-04-26T17:00:00Z,208,1274,48474,48474,48474,21,3,8,1747,169,1916,21,US-KY,2020-11-18 00:05:27,US
